Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJBT030997_D1_vs_SJBT030997_G1	107	0.805	78.973	73.807%	11.046	59.298%	0.51821	0.681
SJBT031235_D1_vs_SJBT031235_G1	121	0.934	66.908	55.296%	8.967	36.041%	0.36783	0.911
SJBT031605_D1_vs_SJBT031605_G1	2274	0.991	289.581	12.734%	38.266	13.604%	0.01496	0.973
SJBT031948_D2_vs_SJBT031948_G1	1439	0.968	319.245	22.185%	52.954	25.19%	0.04815	0.936
SJBT032346_D1_vs_SJBT032346_G1	30	0.679	32.262	107.54%	4.758	73.418%	0.92234	0.554
SJBT032393_D1_vs_SJBT032393_G1	1394	0.991	215.38	15.451%	34.044	13.11%	0.02646	0.988
SJBT032417_D2_vs_SJBT032417_G1	248	0.916	108.895	43.909%	14.782	40.172%	0.21262	0.833
SJBT033236_D2_vs_SJBT033236_G1	38	0.869	33.4	87.895%	5.004	49.547%	0.73956	0.845
SJBT034089_D1_vs_SJBT034089_G1	35	0.841	34.017	97.191%	5.296	54.336%	0.89589	0.814
SJBT034110_D2_vs_SJBT034110_G1	118	0.9	65.816	55.776%	8.494	43.573%	0.31482	0.833
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.868	107.937	49.062%	17.34	49.932%	0.24635	0.763
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.942	138.522	33.704%	19.611	33.827%	0.11781	0.876
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.526	19.361	148.931%	3.308	85.412%	1.52434	0.435
