Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4912_vs_AX4894	361	0.955	121.065	33.536%	16.335	29.573%	0.12269	0.918
AX4914_vs_AX4895	270	0.969	95.776	35.473%	13.092	25.066%	0.15062	0.956
AX4915_vs_AX4895	483	0.971	129.795	26.873%	17.991	24.147%	0.07906	0.947
AX4916_vs_AX4896	405	0.94	153.868	37.992%	24.919	34.493%	0.14367	0.91
AX4918_vs_AX4897	292	0.955	101.827	34.872%	14.931	29.743%	0.1523	0.929
AX4921_vs_AX4898	517	0.964	142.584	27.579%	21.111	26.587%	0.07314	0.935
AX4923_vs_AX4906	296	0.957	105.228	35.55%	14.689	29.111%	0.15637	0.932
AX4925_vs_AX4901	689	0.974	168.254	24.42%	21.713	22.783%	0.06919	0.943
AX4927_vs_AX4905	973	0.978	221.562	22.771%	28.486	20.986%	0.05996	0.952
AX4928_vs_AQ5174	318	0.98	89.095	28.017%	11.369	19.69%	0.12011	0.971
AX4930_vs_AX4900	499	0.965	158.955	31.855%	21.341	26.468%	0.11091	0.942
AX4932_vs_AX4908	319	0.964	110.043	34.496%	15.626	26.755%	0.15622	0.947
AX4933_vs_AX4909	957	0.984	158.258	16.537%	23.23	17.918%	0.02949	0.963
AX4934_vs_AX4909	425	0.952	153.287	36.068%	20.607	30.675%	0.1297	0.918
AX4935_vs_AX4910	1845	0.998	145.269	7.874%	27.911	6.944%	0.00729	0.997
AX4937_vs_AX4894	271	0.91	107.949	39.834%	14.83	41.829%	0.17064	0.758
AX4938_vs_AX4896	93	0.824	66.811	71.84%	9.28	57.223%	0.50255	0.727
AX4940_vs_AX4904	129	0.782	88.103	68.297%	13.222	62.538%	0.43525	0.61
AX4942_vs_AX4898	107	0.776	74.409	69.541%	11.114	63.022%	0.49165	0.597
AX4943_vs_AX4898	69	0.78	57.275	83.007%	8.392	62.725%	0.58621	0.68
AX4944_vs_AX4897	621	0.961	170.076	27.387%	23.543	27.549%	0.07395	0.912
AX4945_vs_AX4898	27	0.654	31.973	118.419%	4.745	75.981%	1.04428	0.545
AX4946_vs_AX4895	457	0.944	146.544	32.067%	23.245	32.949%	0.09542	0.898
AX4947_vs_AX4895	370	0.928	154.354	41.717%	21.43	37.305%	0.16846	0.869
AX4951_vs_AX4903	680	0.971	200.603	29.5%	27.791	24.165%	0.09074	0.954
AX4958_vs_AQ5174	302	0.923	129.045	42.73%	17.072	38.601%	0.19209	0.845
AX4961_vs_AQ5174	252	0.919	108.694	43.133%	14.37	39.582%	0.20495	0.829
DIAF_vs_BLOOD	1065	0.977	215.813	20.264%	29.138	21.452%	0.03682	0.937
LNMETA_vs_BLOOD	1931	0.987	293.735	15.212%	38.883	16.139%	0.02343	0.961
LN_vs_BLOOD	1316	0.992	163.406	12.417%	26.575	13.04%	0.01652	0.986
OMEN_vs_BLOOD	658	0.965	165.416	25.139%	22.817	26.252%	0.06199	0.912
PADWRZ-01A_vs_PADWRZ-10A	34	0.75	33.346	98.076%	4.978	66.521%	0.81012	0.67
PADYZI-01A_vs_PADYZI-10A	215	0.899	98.932	46.015%	12.772	43.73%	0.18357	0.749
PAEHIP-01A_vs_PAEHIP-10A	110	0.864	64.552	58.684%	8.569	50.493%	0.36717	0.742
PAJLWM-01A_vs_PAJLWM-11A	70	0.763	59.667	85.239%	9.24	65.337%	0.64504	0.675
PAJNFP-01A_vs_PAJNFP-11A	236	0.951	86.45	36.631%	11.948	30.953%	0.14378	0.919
PAKHTL-01A_vs_PAKHTL-11A	66	0.671	65.689	99.529%	9.834	74.127%	0.80987	0.51
PAKLYZ-01A_vs_PAKLYZ-10A	175	0.843	108.038	61.736%	15.512	53.811%	0.38067	0.728
PAKTCT-01A_vs_PAKTCT-11A	42	0.635	47.366	112.776%	6.742	77.336%	0.98733	0.467
PARECB-01A_vs_PARECB-11A	21	0.617	27.663	131.729%	3.938	78.76%	1.28453	0.492
PAREWI-01A_vs_PAREWI-11A	183	0.871	93.921	51.323%	13.135	49.054%	0.29156	0.729
PARGRN-01A_vs_PARGRN-10A	249	0.929	105.934	42.544%	15.364	37.035%	0.1865	0.883
PARIRN-01A_vs_PARIRN-10A	63	0.707	56.573	89.798%	7.905	70.704%	0.75042	0.503
PARPFY-01A_vs_PARPFY-11A	126	0.803	89.318	70.887%	12.398	59.65%	0.43382	0.652
PARZRH-01A_vs_PARZRH-10A	31	0.676	37.273	120.235%	5.334	74.691%	1.00649	0.599
PASABD-01A_vs_PASABD-10A	121	0.85	76.268	63.031%	10.174	52.821%	0.39655	0.728
PASADZ-01A_vs_PASADZ-10A	25	0.645	31.641	126.564%	4.414	76.838%	1.10093	0.532
PASCDH-01A_vs_PASCDH-10A	335	0.915	147.044	43.894%	20.311	40.436%	0.19197	0.834
PASDLA-01A_vs_PASDLA-11A	34	0.624	37.31	109.735%	6.267	78.338%	0.97735	0.502
PASVDP-01A_vs_PASVDP-10A	54	0.567	58.876	109.03%	9.351	82.652%	1.02879	0.344
PASWZZ-01A_vs_PASWZZ-10A	64	0.785	55.28	86.375%	7.296	62.108%	0.65429	0.668
PASXNA-01A_vs_PASXNA-11A	14	0.385	22.605	161.464%	3.704	92.6%	1.95536	0.183
PATAFT-01A_vs_PATAFT-10A	136	0.775	88.868	65.344%	12.049	63.86%	0.40235	0.421
PATDVL-01A_vs_PATDVL-10A	18	0.428	27.006	150.033%	4.456	90.958%	1.87268	0.249
PATENH-01A_vs_PATENH-11A	64	0.82	50.856	79.462%	6.481	57.737%	0.58083	0.718
PATFXW-01A_vs_PATFXW-10A	102	0.83	69.157	67.801%	9.024	55.75%	0.4428	0.686
PATFZZ-01A_vs_PATFZZ-10A	123	0.82	79.303	64.474%	10.481	57.436%	0.4363	0.619
PATXEE-01A_vs_PATXEE-10A	360	0.931	148.116	41.143%	19.413	36.635%	0.16202	0.862
PAUEKW-01A_vs_PAUEKW-10A	38	0.847	30.936	81.411%	4.607	53.555%	0.66245	0.805
PAUFVP-01A_vs_PAUFVP-11A	63	0.681	59.086	93.787%	8.104	73.673%	0.83294	0.446
PAUGYZ-01A_vs_PAUGYZ-10A	97	0.839	59.962	61.816%	8.171	54.473%	0.35824	0.692
PAUHAZ-01A_vs_PAUHAZ-10A	98	0.831	63.395	64.689%	8.806	55.694%	0.42434	0.697
PAVCKS-01A_vs_PAVCKS-11A	48	0.768	43.136	89.867%	5.744	64.22%	0.72013	0.646
PAVYKD-01A_vs_PAVYKD-10A	38	0.737	37.607	98.966%	5.337	67.78%	0.94108	0.634
PAWFBL-01A_vs_PAWFBL-11A	35	0.717	36.788	105.109%	4.927	70.386%	0.83949	0.61
PAWFWK-01A_vs_PAWFWK-10A	98	0.799	77.212	78.788%	10.688	60.509%	0.5177	0.693
SJBT030128_D1_vs_SJBT030128_G1	62	0.817	45.52	73.419%	6.048	57.665%	0.51165	0.691
SJBT030255_D1_vs_SJBT030255_G1	113	0.789	77.674	68.738%	10.188	61.888%	0.48629	0.529
SJBT030581_D1_vs_SJBT030581_G1	14	0.443	22.235	158.821%	3.356	89.693%	1.8088	0.245
