Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PADWRZ-01A_vs_PADWRZ-10A	34	0.8	32.818	96.524%	4.499	60.12%	0.80266	0.736
PADYZI-01A_vs_PADYZI-10A	215	0.742	144.901	67.396%	20.664	70.752%	0.36297	0.38
PAEHIP-01A_vs_PAEHIP-10A	110	0.833	71.461	64.965%	9.446	55.661%	0.4475	0.681
PAJLWM-01A_vs_PAJLWM-11A	70	0.664	72.918	104.169%	10.584	74.84%	0.81968	0.5
PAJNFP-01A_vs_PAJNFP-11A	236	0.536	214.22	90.771%	34.096	88.33%	0.72406	0.098
PAKHTL-01A_vs_PAKHTL-11A	66	0.566	75.123	113.823%	10.994	82.87%	1.03684	0.315
PAKLYZ-01A_vs_PAKLYZ-10A	175	0.776	123.481	70.561%	18.374	63.739%	0.48983	0.607
PAKTCT-01A_vs_PAKTCT-11A	42	0.619	49.836	118.657%	6.85	78.575%	1.07779	0.432
PARECB-01A_vs_PARECB-11A	21	0.637	25.416	121.029%	3.876	77.52%	1.38265	0.527
PAREWI-01A_vs_PAREWI-11A	183	0.713	139.893	76.444%	19.365	72.32%	0.50199	0.374
PARGRN-01A_vs_PARGRN-10A	249	0.566	209.991	84.334%	35.37	85.26%	0.64925	0.178
PARIRN-01A_vs_PARIRN-10A	63	0.689	59.942	95.146%	8.16	72.985%	0.82311	0.477
PARPFY-01A_vs_PARPFY-11A	126	0.737	105.494	83.725%	14.24	68.512%	0.61084	0.532
PARZRH-01A_vs_PARZRH-10A	31	0.472	43.289	139.642%	6.333	88.68%	1.40938	0.224
PASABD-01A_vs_PASABD-10A	121	0.793	92.927	76.799%	11.829	61.413%	0.50244	0.616
PASADZ-01A_vs_PASADZ-10A	25	0.659	30.473	121.892%	4.319	75.184%	1.08363	0.544
PASCDH-01A_vs_PASCDH-10A	335	0.807	225.06	67.182%	31.412	62.537%	0.37977	0.645
PASDLA-01A_vs_PASDLA-11A	34	0.576	40.385	118.779%	6.537	81.712%	1.10541	0.422
PASVDP-01A_vs_PASVDP-10A	54	0.545	61.518	113.922%	9.556	84.464%	1.08962	0.312
PASWZZ-01A_vs_PASWZZ-10A	64	0.633	62.809	98.139%	9.332	79.439%	0.94372	0.416
PASXNA-01A_vs_PASXNA-11A	14	0.314	23.596	168.543%	3.84	96.0%	2.22461	0.06
PATAFT-01A_vs_PATAFT-10A	136	0.67	109.506	80.519%	14.909	79.018%	0.54951	0.221
PATDVL-01A_vs_PATDVL-10A	18	0.391	27.441	152.45%	4.589	93.673%	2.03183	0.205
PATENH-01A_vs_PATENH-11A	64	0.671	61.386	95.916%	8.439	75.181%	0.81906	0.442
PATFXW-01A_vs_PATFXW-10A	102	0.776	77.197	75.683%	10.348	63.93%	0.55559	0.585
PATFZZ-01A_vs_PATFZZ-10A	123	0.679	101.833	82.791%	14.146	77.52%	0.64326	0.346
PATXEE-01A_vs_PATXEE-10A	360	0.864	194.82	54.117%	27.032	51.013%	0.28092	0.727
PAUEKW-01A_vs_PAUEKW-10A	38	0.816	35.152	92.505%	4.979	57.88%	0.76674	0.761
PAUFVP-01A_vs_PAUFVP-11A	63	0.587	68.252	108.337%	9.097	82.7%	0.93046	0.261
PAUGYZ-01A_vs_PAUGYZ-10A	97	0.822	66.575	68.634%	8.619	57.46%	0.42385	0.661
PAUHAZ-01A_vs_PAUHAZ-10A	98	0.806	73.436	74.935%	9.466	59.868%	0.50091	0.656
PAVCKS-01A_vs_PAVCKS-11A	48	0.631	53.661	111.794%	6.975	77.983%	0.94002	0.39
PAVYKD-01A_vs_PAVYKD-10A	38	0.647	42.799	112.629%	6.009	76.314%	1.04579	0.482
PAWFBL-01A_vs_PAWFBL-11A	35	0.588	40.892	116.834%	5.685	81.214%	1.08369	0.353
PAWFWK-01A_vs_PAWFWK-10A	98	0.835	69.9	71.327%	9.713	54.989%	0.53225	0.745
SJBT030128_D1_vs_SJBT030128_G1	62	0.782	48.85	78.79%	6.568	62.623%	0.58545	0.629
SJBT030255_D1_vs_SJBT030255_G1	113	0.684	93.941	83.134%	12.828	77.925%	0.66285	0.351
SJBT030581_D1_vs_SJBT030581_G1	14	0.487	21.336	152.4%	3.268	87.341%	1.6709	0.327
SJBT030997_D1_vs_SJBT030997_G1	107	0.783	84.566	79.034%	11.638	62.476%	0.61101	0.643
SJBT031235_D1_vs_SJBT031235_G1	121	0.886	89.088	73.626%	12.349	49.635%	0.54663	0.852
SJBT031605_D1_vs_SJBT031605_G1	2274	0.887	921.702	40.532%	135.922	48.321%	0.12453	0.667
SJBT031948_D2_vs_SJBT031948_G1	1439	0.933	536.606	37.29%	76.148	36.223%	0.12669	0.866
SJBT032346_D1_vs_SJBT032346_G1	30	0.644	33.626	112.087%	4.97	76.689%	1.05485	0.5
SJBT032393_D1_vs_SJBT032393_G1	1394	0.967	418.699	30.036%	70.859	27.286%	0.11117	0.955
SJBT032417_D2_vs_SJBT032417_G1	248	0.907	122.181	49.267%	15.811	42.968%	0.25006	0.821
SJBT033236_D2_vs_SJBT033236_G1	38	0.842	34.485	90.75%	5.448	53.943%	0.78589	0.812
SJBT034089_D1_vs_SJBT034089_G1	35	0.846	34.075	97.357%	5.245	53.813%	0.89393	0.821
SJBT034110_D2_vs_SJBT034110_G1	118	0.862	76.02	64.424%	10.196	52.304%	0.39169	0.775
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.777	155.36	70.618%	22.238	64.036%	0.46164	0.589
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.845	218.268	53.107%	31.223	53.857%	0.23761	0.646
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.351	21.083	162.177%	3.661	94.527%	2.10281	0.161
