NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
46	177.173	90.221	28.017	67.395	0.76	0.559	30000.0
47	177.329	90.525	27.888	67.714	0.771	0.547	30000.0
48	176.14	88.447	27.911	65.924	0.748	0.579	20000.0
49	177.136	89.742	27.899	67.165	0.751	0.562	30000.0
50	175.452	88.826	27.715	66.374	0.744	0.566	30000.0
51	174.328	89.474	27.19	66.377	0.762	0.561	20000.0
52	176.492	89.496	27.95	66.574	0.767	0.562	20000.0
53	174.254	89.647	27.277	67.365	0.757	0.553	20000.0
54	173.609	89.036	27.217	66.122	0.751	0.565	30000.0
55	176.067	90.08	27.956	67.487	0.753	0.555	20000.0
56	174.527	89.933	27.365	66.736	0.759	0.564	40000.0
57	175.126	90.261	28.028	66.994	0.782	0.55	30000.0
58	175.401	90.43	27.396	67.394	0.767	0.55	30000.0
59	175.862	90.561	27.699	67.682	0.772	0.546	20000.0
60	175.01	89.49	27.651	66.187	0.757	0.565	30000.0
61	175.717	89.916	27.519	67.342	0.748	0.555	20000.0
62	176.857	90.336	27.593	67.547	0.762	0.552	30000.0
63	174.392	89.403	27.647	67.378	0.757	0.55	20000.0
64	173.974	89.474	27.358	66.207	0.772	0.563	40000.0
65	173.22	89.11	27.593	66.78	0.773	0.555	30000.0
66	177.72	89.923	27.946	67.441	0.75	0.554	20000.0
67	174.999	89.524	27.649	66.515	0.76	0.556	40000.0
68	177.259	89.636	27.735	67.035	0.754	0.558	40000.0
69	173.219	89.241	26.841	66.66	0.741	0.563	50000.0
70	176.628	90.457	27.542	67.555	0.769	0.551	20000.0
71	174.931	90.001	27.477	67.148	0.76	0.557	20000.0
72	175.376	89.239	27.231	66.77	0.751	0.559	20000.0
73	175.312	89.215	27.999	66.518	0.747	0.572	20000.0
74	174.131	89.414	27.698	67.107	0.747	0.558	30000.0
75	177.857	89.871	28.003	67.328	0.767	0.555	30000.0
76	174.5	89.113	27.851	67.204	0.744	0.562	20000.0
77	177.364	88.89	28.219	66.867	0.744	0.567	20000.0
78	175.649	89.956	27.862	67.404	0.755	0.555	20000.0
79	174.316	89.655	27.322	66.503	0.756	0.562	30000.0
80	175.307	88.834	27.814	66.917	0.74	0.563	20000.0
81	175.041	90.58	27.187	67.34	0.771	0.545	30000.0
82	175.526	89.708	27.609	67.055	0.755	0.556	20000.0
83	178.126	90.754	28.099	67.811	0.76	0.56	30000.0
84	176.374	90.247	28.037	67.557	0.771	0.55	20000.0
85	176.249	88.994	27.979	66.542	0.75	0.564	20000.0
86	173.978	89.57	27.722	66.755	0.76	0.555	30000.0
87	179.103	91.077	28.254	67.852	0.759	0.549	40000.0
88	176.736	88.68	28.167	67.062	0.743	0.559	20000.0
89	174.69	90.358	27.615	67.489	0.756	0.547	30000.0
90	175.312	89.394	27.738	67.197	0.737	0.56	20000.0
91	175.632	88.793	27.946	66.575	0.749	0.563	40000.0
92	174.267	89.565	27.597	67.122	0.757	0.558	20000.0
93	177.293	90.353	27.654	67.359	0.76	0.555	30000.0
94	175.165	88.951	27.168	66.897	0.735	0.559	20000.0
95	178.873	90.332	28.255	67.794	0.759	0.549	30000.0
96	174.074	89.033	27.483	66.471	0.74	0.568	50000.0
97	176.116	89.998	28.029	67.44	0.759	0.563	30000.0
98	176.316	88.735	27.964	67.126	0.747	0.566	30000.0
99	174.679	89.105	27.711	66.89	0.745	0.565	20000.0
100	175.09	90.31	27.309	67.143	0.761	0.553	20000.0
