NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	179.126	89.654	28.258	67.232	0.753	0.556	40000.0
2	174.109	89.281	27.465	66.558	0.762	0.56	30000.0
3	175.739	90.677	27.316	67.457	0.765	0.552	30000.0
4	175.58	89.947	27.549	67.013	0.751	0.564	20000.0
5	174.8	90.62	27.519	67.57	0.77	0.549	20000.0
6	176.899	90.271	27.697	67.144	0.765	0.555	30000.0
7	175.214	89.58	27.636	67.006	0.75	0.567	20000.0
8	175.821	89.587	27.742	66.665	0.759	0.554	20000.0
9	176.726	89.687	28.13	67.017	0.748	0.568	30000.0
10	179.155	90.98	28.587	68.44	0.768	0.55	20000.0
11	176.848	90.166	27.922	67.14	0.761	0.554	30000.0
12	178.435	90.154	27.757	67.341	0.757	0.553	30000.0
13	173.742	88.955	27.764	66.789	0.747	0.563	30000.0
14	177.159	89.135	28.093	67.45	0.745	0.557	20000.0
15	174.443	89.653	27.539	66.869	0.749	0.566	20000.0
16	177.654	90.493	28.521	68.134	0.774	0.542	20000.0
17	177.863	90.232	27.88	67.479	0.754	0.553	20000.0
18	174.664	89.961	27.359	67.361	0.76	0.551	20000.0
19	176.599	90.278	28.051	66.863	0.771	0.561	20000.0
20	177.144	90.324	27.711	67.719	0.763	0.552	20000.0
21	178.941	90.351	28.431	67.939	0.766	0.549	20000.0
22	175.772	89.446	27.491	67.402	0.756	0.551	40000.0
23	175.799	89.129	27.34	67.115	0.742	0.563	30000.0
24	173.757	88.967	27.461	65.948	0.763	0.574	30000.0
25	174.686	89.969	27.231	66.581	0.764	0.56	20000.0
26	175.426	89.847	27.883	66.699	0.77	0.557	20000.0
27	173.268	88.965	27.526	66.631	0.742	0.57	20000.0
28	175.085	89.695	27.385	67.267	0.754	0.555	30000.0
29	176.338	89.24	28.249	67.015	0.744	0.563	20000.0
30	173.954	88.684	27.304	65.732	0.757	0.568	20000.0
31	176.756	89.518	27.665	67.278	0.762	0.561	20000.0
32	175.255	89.614	27.89	66.721	0.767	0.561	30000.0
33	174.268	89.087	27.668	66.345	0.762	0.562	20000.0
34	175.256	89.621	27.29	66.966	0.752	0.555	20000.0
35	172.895	88.555	27.194	66.013	0.754	0.568	20000.0
36	171.864	89.786	27.04	66.226	0.766	0.562	20000.0
37	176.371	90.265	27.703	67.164	0.759	0.56	30000.0
38	180.013	90.757	28.381	68.258	0.764	0.548	40000.0
39	175.823	89.675	27.611	67.103	0.745	0.564	20000.0
40	173.275	88.405	27.643	66.023	0.752	0.569	40000.0
41	178.507	91.122	28.2	68.094	0.774	0.548	30000.0
42	174.865	89.309	27.428	66.937	0.743	0.559	30000.0
43	175.265	91.1	27.675	67.484	0.786	0.536	30000.0
44	178.242	90.336	28.246	67.853	0.761	0.552	20000.0
45	174.664	88.624	27.825	67.121	0.738	0.561	30000.0
