Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PAUHAZ-01A_vs_PAUHAZ-10A	98	0.805	65.492	66.829%	9.392	59.4%	0.452	0.642
PAVCKS-01A_vs_PAVCKS-11A	48	0.74	45.809	95.435%	6.048	67.619%	0.78444	0.608
PAVYKD-01A_vs_PAVYKD-10A	38	0.693	41.381	108.897%	5.728	72.746%	0.95669	0.585
PAWFBL-01A_vs_PAWFBL-11A	35	0.695	36.671	104.774%	5.064	72.343%	0.86268	0.565
PAWFWK-01A_vs_PAWFWK-10A	98	0.781	80.131	81.766%	11.109	62.892%	0.55015	0.664
SJBT030128_D1_vs_SJBT030128_G1	62	0.795	48.397	78.06%	6.369	60.726%	0.55433	0.649
SJBT030255_D1_vs_SJBT030255_G1	113	0.761	80.602	71.329%	10.812	65.678%	0.54856	0.462
SJBT030581_D1_vs_SJBT030581_G1	14	0.432	22.435	160.25%	3.377	90.254%	1.74989	0.223
SJBT030997_D1_vs_SJBT030997_G1	107	0.785	84.062	78.563%	11.545	61.977%	0.54245	0.646
SJBT031235_D1_vs_SJBT031235_G1	121	0.93	65.798	54.379%	9.143	36.749%	0.35981	0.907
SJBT031605_D1_vs_SJBT031605_G1	2274	0.958	576.752	25.363%	80.871	28.75%	0.04675	0.862
SJBT031948_D2_vs_SJBT031948_G1	1439	0.96	371.544	25.82%	59.014	28.072%	0.05702	0.922
SJBT032346_D1_vs_SJBT032346_G1	30	0.671	33.084	110.28%	4.806	74.158%	0.95321	0.541
SJBT032393_D1_vs_SJBT032393_G1	1394	0.991	219.968	15.78%	35.035	13.491%	0.02584	0.987
SJBT032417_D2_vs_SJBT032417_G1	248	0.913	110.219	44.443%	15.016	40.808%	0.21037	0.829
SJBT033236_D2_vs_SJBT033236_G1	38	0.866	33.642	88.532%	5.1	50.498%	0.75976	0.842
SJBT034089_D1_vs_SJBT034089_G1	35	0.829	34.124	97.497%	5.469	56.111%	0.90814	0.8
SJBT034110_D2_vs_SJBT034110_G1	118	0.891	67.896	57.539%	8.887	45.589%	0.34272	0.817
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.857	117.093	53.224%	17.907	51.564%	0.25945	0.741
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.931	147.933	35.993%	21.336	36.803%	0.12848	0.852
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.408	21.007	161.592%	3.537	91.325%	1.94442	0.236
