Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4912_vs_AX4894	361	0.953	121.906	33.769%	16.833	30.475%	0.12753	0.913
AX4914_vs_AX4895	270	0.965	99.159	36.726%	13.615	26.067%	0.15506	0.952
AX4915_vs_AX4895	483	0.957	143.892	29.791%	21.904	29.399%	0.09938	0.926
AX4916_vs_AX4896	405	0.937	156.574	38.66%	25.521	35.327%	0.14966	0.906
AX4918_vs_AX4897	292	0.951	106.675	36.533%	15.593	31.062%	0.16277	0.924
AX4921_vs_AX4898	517	0.945	176.655	34.169%	26.207	33.005%	0.10458	0.901
AX4923_vs_AX4906	296	0.947	115.276	38.945%	16.309	32.322%	0.17702	0.916
AX4925_vs_AX4901	689	0.972	175.879	25.527%	22.695	23.813%	0.07364	0.94
AX4927_vs_AX4905	973	0.973	241.273	24.797%	31.626	23.299%	0.06611	0.941
AX4928_vs_AQ5174	318	0.975	96.085	30.215%	12.916	22.369%	0.13531	0.963
AX4930_vs_AX4900	499	0.941	204.737	41.029%	27.811	34.493%	0.15765	0.905
AX4932_vs_AX4908	319	0.958	117.059	36.696%	16.816	28.793%	0.17935	0.938
AX4933_vs_AX4909	957	0.893	414.984	43.363%	58.537	45.15%	0.17374	0.732
AX4934_vs_AX4909	425	0.949	151.546	35.658%	21.195	31.55%	0.12648	0.911
AX4935_vs_AX4910	1845	0.985	359.209	19.469%	74.557	18.549%	0.02957	0.982
AX4937_vs_AX4894	271	0.902	112.713	41.592%	15.407	43.456%	0.1764	0.728
AX4938_vs_AX4896	93	0.815	68.611	73.775%	9.531	58.771%	0.49809	0.721
AX4940_vs_AX4904	129	0.743	96.69	74.953%	14.165	66.998%	0.47955	0.521
AX4942_vs_AX4898	107	0.77	76.889	71.859%	11.256	63.827%	0.51054	0.585
AX4943_vs_AX4898	69	0.742	62.564	90.672%	9.06	67.718%	0.6614	0.634
AX4944_vs_AX4897	621	0.93	217.201	34.976%	31.523	36.887%	0.10835	0.843
AX4945_vs_AX4898	27	0.633	33.608	124.474%	4.858	77.79%	1.08619	0.516
AX4946_vs_AX4895	457	0.882	208.955	45.723%	33.595	47.62%	0.17812	0.79
AX4947_vs_AX4895	370	0.862	201.052	54.338%	29.307	51.017%	0.24963	0.747
AX4951_vs_AX4903	680	0.965	210.969	31.025%	30.272	26.322%	0.10556	0.944
AX4958_vs_AQ5174	302	0.889	146.759	48.596%	20.362	46.04%	0.24007	0.774
AX4961_vs_AQ5174	252	0.884	128.327	50.923%	17.001	46.829%	0.23415	0.75
DIAF_vs_BLOOD	1065	0.959	286.688	26.919%	38.725	28.511%	0.05968	0.881
LNMETA_vs_BLOOD	1931	0.959	488.646	25.305%	69.247	28.742%	0.05755	0.881
LN_vs_BLOOD	1316	0.985	221.045	16.797%	36.685	18.001%	0.02461	0.975
OMEN_vs_BLOOD	658	0.922	234.46	35.632%	33.796	38.885%	0.10583	0.792
PADWRZ-01A_vs_PADWRZ-10A	34	0.704	35.613	104.744%	5.388	72.0%	0.89606	0.622
PADYZI-01A_vs_PADYZI-10A	215	0.895	101.349	47.139%	13.065	44.734%	0.19506	0.737
PAEHIP-01A_vs_PAEHIP-10A	110	0.85	67.281	61.165%	8.961	52.803%	0.38782	0.717
PAJLWM-01A_vs_PAJLWM-11A	70	0.756	60.843	86.919%	9.4	66.468%	0.66335	0.675
PAJNFP-01A_vs_PAJNFP-11A	236	0.948	88.188	37.368%	12.344	31.979%	0.15166	0.912
PAKHTL-01A_vs_PAKHTL-11A	66	0.666	64.978	98.452%	9.893	74.571%	0.79266	0.501
PAKLYZ-01A_vs_PAKLYZ-10A	175	0.792	117.778	67.302%	17.621	61.127%	0.44901	0.631
PAKTCT-01A_vs_PAKTCT-11A	42	0.628	47.814	113.843%	6.789	77.875%	1.01003	0.452
PARECB-01A_vs_PARECB-11A	21	0.594	28.429	135.376%	4.023	80.46%	1.32464	0.457
PAREWI-01A_vs_PAREWI-11A	183	0.869	97.12	53.071%	13.26	49.52%	0.29208	0.724
PARGRN-01A_vs_PARGRN-10A	249	0.92	113.426	45.553%	16.266	39.209%	0.19745	0.869
PARIRN-01A_vs_PARIRN-10A	63	0.698	57.327	90.995%	8.01	71.644%	0.75818	0.486
PARPFY-01A_vs_PARPFY-11A	126	0.788	89.493	71.026%	12.822	61.69%	0.44682	0.628
PARZRH-01A_vs_PARZRH-10A	31	0.637	38.889	125.448%	5.552	77.744%	1.07416	0.536
PASABD-01A_vs_PASABD-10A	121	0.838	79.312	65.547%	10.516	54.596%	0.4209	0.705
PASADZ-01A_vs_PASADZ-10A	25	0.622	32.691	130.764%	4.522	78.718%	1.13455	0.502
PASCDH-01A_vs_PASCDH-10A	335	0.912	150.117	44.811%	20.652	41.115%	0.19677	0.828
PASDLA-01A_vs_PASDLA-11A	34	0.601	40.212	118.271%	6.424	80.3%	1.05499	0.477
PASVDP-01A_vs_PASVDP-10A	54	0.548	60.441	111.928%	9.477	83.766%	1.04215	0.295
PASWZZ-01A_vs_PASWZZ-10A	64	0.765	57.137	89.277%	7.566	64.406%	0.68919	0.632
PASXNA-01A_vs_PASXNA-11A	14	0.386	22.725	162.321%	3.699	92.475%	1.94635	0.181
PATAFT-01A_vs_PATAFT-10A	136	0.763	91.263	67.105%	12.392	65.677%	0.41389	0.394
PATDVL-01A_vs_PATDVL-10A	18	0.423	27.088	150.489%	4.462	91.08%	1.8719	0.237
PATENH-01A_vs_PATENH-11A	64	0.805	51.886	81.072%	6.676	59.475%	0.60569	0.687
PATFXW-01A_vs_PATFXW-10A	102	0.825	69.937	68.566%	9.138	56.455%	0.4622	0.676
PATFZZ-01A_vs_PATFZZ-10A	123	0.816	78.975	64.207%	10.576	57.956%	0.43314	0.61
PATXEE-01A_vs_PATXEE-10A	360	0.912	163.845	45.512%	21.801	41.141%	0.18595	0.823
PAUEKW-01A_vs_PAUEKW-10A	38	0.844	31.821	83.739%	4.653	54.09%	0.6872	0.801
PAUFVP-01A_vs_PAUFVP-11A	63	0.654	61.972	98.368%	8.353	75.936%	0.88471	0.382
PAUGYZ-01A_vs_PAUGYZ-10A	97	0.837	60.131	61.991%	8.237	54.913%	0.36152	0.691
