NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	151.451	83.468	22.48	61.541	0.695	0.623	20000.0
2	154.325	83.821	23.185	61.741	0.699	0.621	60000.0
3	150.327	84.457	22.098	61.482	0.705	0.622	30000.0
4	151.754	83.688	22.569	61.13	0.689	0.633	20000.0
5	150.695	84.134	22.653	61.588	0.702	0.626	30000.0
6	152.891	84.177	22.949	61.494	0.703	0.624	40000.0
7	150.9	82.656	22.544	60.604	0.683	0.639	40000.0
8	151.145	83.816	22.36	60.989	0.695	0.624	60000.0
9	151.983	84.0	22.74	61.067	0.69	0.635	30000.0
10	153.163	84.22	23.074	61.351	0.697	0.634	20000.0
11	150.621	83.489	22.475	60.751	0.698	0.632	40000.0
12	153.143	83.59	22.558	61.088	0.692	0.628	20000.0
13	148.855	82.177	22.33	60.403	0.682	0.637	20000.0
14	152.59	82.884	23.02	60.91	0.679	0.636	30000.0
15	148.503	83.76	22.243	61.213	0.694	0.626	20000.0
16	150.66	84.46	23.111	62.474	0.712	0.608	30000.0
17	156.509	84.513	24.061	62.665	0.694	0.614	40000.0
18	149.294	83.643	22.193	61.119	0.695	0.628	30000.0
19	151.989	84.145	22.737	61.331	0.703	0.63	60000.0
20	150.94	83.396	22.617	61.109	0.692	0.63	40000.0
21	153.195	84.045	22.846	61.611	0.705	0.627	30000.0
22	152.606	82.747	23.049	61.402	0.688	0.627	40000.0
23	147.792	82.566	21.67	60.299	0.676	0.639	30000.0
24	150.974	83.377	22.63	60.856	0.703	0.639	20000.0
25	152.442	84.219	22.549	61.497	0.703	0.626	30000.0
26	150.421	84.095	22.493	61.319	0.708	0.627	20000.0
27	147.87	82.23	22.085	60.061	0.68	0.643	20000.0
28	150.277	83.52	22.496	61.407	0.691	0.622	30000.0
29	150.537	83.04	22.539	61.177	0.682	0.631	20000.0
30	151.429	81.86	22.62	59.99	0.684	0.64	20000.0
31	150.762	83.097	22.613	60.898	0.697	0.637	20000.0
32	149.436	83.989	22.46	61.539	0.711	0.627	40000.0
33	150.3	83.429	22.61	61.434	0.697	0.628	60000.0
34	150.957	83.147	22.417	61.247	0.69	0.626	20000.0
35	148.503	83.282	22.169	61.117	0.691	0.631	20000.0
36	149.913	84.485	22.766	62.021	0.708	0.617	20000.0
37	151.977	83.452	22.645	60.962	0.689	0.638	40000.0
38	153.158	83.971	22.86	61.56	0.698	0.623	30000.0
39	152.375	83.507	23.063	61.903	0.68	0.628	30000.0
40	149.133	82.464	22.213	60.37	0.683	0.637	50000.0
41	154.147	85.327	23.258	62.414	0.713	0.615	40000.0
42	149.514	83.583	22.092	61.065	0.688	0.633	40000.0
43	151.779	84.735	22.65	61.922	0.713	0.614	20000.0
44	154.16	84.254	23.264	62.292	0.699	0.618	30000.0
45	150.328	82.536	22.657	61.092	0.679	0.634	20000.0
46	152.307	83.393	22.833	60.747	0.69	0.639	30000.0
47	153.066	83.816	22.887	61.634	0.703	0.62	40000.0
48	151.254	82.359	22.664	60.294	0.679	0.651	40000.0
49	152.308	83.156	22.599	60.781	0.688	0.638	20000.0
50	153.603	83.12	22.836	61.094	0.678	0.632	20000.0
51	149.616	83.518	22.252	60.989	0.691	0.633	50000.0
52	152.792	83.838	23.31	62.052	0.703	0.62	30000.0
53	153.034	84.274	23.136	62.366	0.703	0.612	40000.0
54	150.119	83.833	22.532	61.581	0.689	0.619	30000.0
55	150.597	83.24	22.601	61.255	0.687	0.631	30000.0
56	149.012	83.451	22.116	60.517	0.699	0.638	20000.0
57	152.506	84.468	22.715	61.661	0.717	0.616	40000.0
58	151.818	84.726	22.595	61.865	0.711	0.619	20000.0
59	151.61	84.484	22.77	62.088	0.711	0.616	30000.0
60	149.914	84.081	22.392	61.564	0.706	0.625	40000.0
61	149.401	83.626	22.286	61.075	0.686	0.633	20000.0
62	150.7	83.798	22.217	61.378	0.698	0.627	40000.0
63	150.899	83.309	22.441	61.476	0.693	0.623	30000.0
64	149.572	83.904	22.126	60.929	0.709	0.63	20000.0
65	149.513	83.968	22.559	61.816	0.711	0.62	40000.0
66	152.677	84.225	22.976	61.82	0.695	0.621	60000.0
67	150.814	83.951	22.304	61.476	0.696	0.623	40000.0
68	151.75	83.463	22.25	60.894	0.697	0.63	30000.0
69	150.197	83.526	22.099	60.894	0.687	0.633	30000.0
70	153.205	84.136	23.087	61.824	0.707	0.623	30000.0
71	153.154	83.187	22.942	61.095	0.692	0.632	20000.0
72	150.137	83.146	22.338	61.018	0.685	0.625	20000.0
73	147.987	82.837	22.046	60.488	0.682	0.641	40000.0
74	148.921	82.29	22.022	60.263	0.678	0.636	30000.0
75	153.751	83.832	23.138	61.335	0.699	0.629	30000.0
76	149.467	82.689	22.636	60.685	0.683	0.639	50000.0
77	151.868	82.717	22.628	60.6	0.684	0.641	30000.0
78	150.756	83.543	22.673	61.18	0.693	0.63	40000.0
79	149.426	83.283	22.195	61.119	0.695	0.628	50000.0
80	150.284	82.35	22.599	60.795	0.674	0.635	40000.0
81	149.852	84.079	21.849	61.163	0.71	0.618	20000.0
82	153.497	84.216	23.065	61.741	0.701	0.623	30000.0
83	153.436	84.638	23.329	62.155	0.698	0.622	50000.0
84	151.713	83.698	22.805	61.223	0.703	0.63	20000.0
85	152.371	82.91	22.529	60.679	0.683	0.637	20000.0
86	150.384	83.537	22.535	61.532	0.692	0.623	20000.0
87	154.24	84.386	22.868	61.432	0.695	0.627	30000.0
88	158.333	84.24	24.462	63.118	0.69	0.614	30000.0
89	151.022	83.943	22.777	61.497	0.693	0.621	30000.0
90	149.278	83.168	22.172	60.72	0.677	0.632	30000.0
91	153.819	82.517	23.417	61.254	0.685	0.628	40000.0
92	148.798	83.863	22.376	61.397	0.703	0.626	40000.0
93	152.554	84.294	22.483	61.965	0.704	0.617	30000.0
94	148.805	83.093	21.762	61.006	0.681	0.627	20000.0
95	153.029	83.959	23.264	62.193	0.698	0.614	20000.0
96	151.13	82.919	22.395	60.278	0.682	0.641	20000.0
97	149.389	83.259	22.357	60.984	0.695	0.637	60000.0
98	151.896	82.642	22.832	60.833	0.686	0.633	20000.0
99	151.053	82.985	22.603	60.698	0.686	0.642	20000.0
100	151.257	83.931	22.388	61.086	0.701	0.628	30000.0
