NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
52	451.049	54.249	71.179	49.597	0.323	0.733	20000.0
53	450.803	54.105	71.351	49.715	0.317	0.73	20000.0
54	446.646	53.661	70.552	49.381	0.308	0.736	20000.0
55	443.888	52.824	70.618	49.0	0.306	0.742	40000.0
56	448.769	53.924	70.788	49.71	0.314	0.727	30000.0
57	445.733	53.536	70.555	49.28	0.314	0.736	30000.0
58	449.824	53.954	70.357	49.412	0.317	0.733	30000.0
59	447.413	53.639	70.915	49.318	0.32	0.733	40000.0
60	452.376	53.67	71.26	49.501	0.308	0.734	30000.0
61	447.027	53.817	70.766	49.458	0.312	0.733	30000.0
62	454.731	54.468	71.719	49.919	0.317	0.727	50000.0
63	444.49	53.536	69.843	49.091	0.308	0.734	20000.0
64	449.342	53.623	70.726	49.041	0.315	0.741	20000.0
65	446.544	53.853	70.889	49.479	0.319	0.734	30000.0
66	446.991	53.6	70.664	49.416	0.309	0.735	20000.0
67	447.324	53.469	70.332	49.173	0.307	0.738	40000.0
68	446.19	53.517	70.204	48.992	0.314	0.738	20000.0
69	448.226	53.92	70.179	49.246	0.318	0.734	30000.0
70	446.6	53.783	70.469	49.218	0.307	0.739	40000.0
71	445.407	53.608	70.275	49.297	0.315	0.733	30000.0
72	446.095	53.73	70.95	49.589	0.33	0.728	30000.0
73	446.67	53.802	70.651	49.307	0.316	0.733	30000.0
74	449.534	53.753	71.388	49.637	0.324	0.728	20000.0
75	453.589	54.327	71.159	49.735	0.326	0.73	50000.0
76	445.218	53.86	70.453	49.467	0.319	0.734	20000.0
77	449.601	54.02	71.177	49.735	0.327	0.727	30000.0
78	444.549	53.441	70.585	49.287	0.312	0.734	40000.0
79	447.251	53.642	70.571	49.334	0.319	0.731	30000.0
80	445.441	53.249	70.33	49.045	0.312	0.74	20000.0
81	446.157	53.467	70.737	49.09	0.314	0.736	50000.0
82	446.58	53.681	71.16	49.502	0.309	0.733	30000.0
83	453.122	54.218	71.4	49.579	0.314	0.734	50000.0
84	449.015	53.629	70.834	49.246	0.308	0.737	20000.0
85	450.266	53.509	70.922	49.334	0.317	0.73	20000.0
86	450.754	53.808	70.909	49.526	0.316	0.732	20000.0
87	448.846	53.306	71.151	49.391	0.31	0.735	60000.0
88	444.577	53.552	70.271	49.412	0.316	0.729	20000.0
89	445.708	53.638	70.788	49.466	0.321	0.731	30000.0
90	442.319	53.334	70.312	49.345	0.308	0.735	20000.0
91	446.364	53.744	70.747	49.438	0.316	0.734	20000.0
92	448.323	53.571	70.465	49.544	0.308	0.731	30000.0
93	444.229	53.011	70.363	49.107	0.307	0.737	30000.0
94	449.462	53.471	71.117	49.267	0.307	0.737	20000.0
95	446.639	53.339	70.974	49.253	0.316	0.731	20000.0
96	444.679	53.327	69.833	48.708	0.308	0.743	30000.0
97	448.546	53.762	71.253	49.283	0.306	0.737	110000.0
98	450.822	54.018	71.191	49.617	0.32	0.73	20000.0
99	447.117	53.638	70.432	49.319	0.315	0.736	110000.0
100	445.282	53.254	70.742	49.299	0.305	0.737	20000.0
