NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	450.047	53.792	70.972	49.511	0.316	0.729	30000.0
2	447.145	53.679	70.558	49.534	0.314	0.732	30000.0
3	454.236	54.363	72.189	49.91	0.322	0.731	40000.0
4	450.283	53.838	71.367	49.672	0.318	0.732	20000.0
5	448.411	53.582	70.081	49.004	0.32	0.735	20000.0
6	448.823	53.628	70.583	49.47	0.322	0.73	50000.0
7	449.897	54.33	71.346	49.813	0.321	0.732	20000.0
8	448.626	53.782	70.416	49.289	0.325	0.733	20000.0
9	449.99	53.937	71.174	49.456	0.313	0.734	30000.0
10	451.47	54.248	70.962	49.688	0.325	0.728	20000.0
11	448.625	53.457	70.191	49.098	0.305	0.739	20000.0
12	449.607	53.952	71.168	49.701	0.314	0.731	30000.0
13	445.002	53.579	70.22	49.415	0.315	0.732	30000.0
14	448.629	53.796	70.931	49.383	0.327	0.731	30000.0
15	444.682	53.383	70.41	49.273	0.311	0.735	30000.0
16	452.279	54.202	71.416	49.888	0.319	0.729	40000.0
17	448.398	53.748	70.858	49.686	0.321	0.729	30000.0
18	448.044	53.704	70.919	49.508	0.31	0.735	20000.0
19	452.786	54.127	71.893	49.77	0.32	0.729	110000.0
20	449.993	54.089	71.501	49.789	0.315	0.733	40000.0
21	447.056	53.952	70.553	49.483	0.32	0.73	30000.0
22	443.948	52.91	70.265	48.916	0.306	0.74	20000.0
23	447.055	53.804	70.123	49.348	0.315	0.731	20000.0
24	451.779	54.028	71.294	49.599	0.313	0.732	20000.0
25	448.282	53.55	70.332	49.28	0.316	0.732	40000.0
26	444.968	53.42	70.403	49.122	0.315	0.734	40000.0
27	448.316	53.601	71.063	49.429	0.312	0.735	30000.0
28	450.373	54.006	71.276	49.543	0.309	0.736	20000.0
29	443.614	53.254	70.142	49.064	0.315	0.734	20000.0
30	449.193	53.901	70.624	49.44	0.313	0.734	20000.0
31	450.554	54.05	71.073	49.699	0.316	0.73	20000.0
32	448.288	53.968	70.551	49.304	0.317	0.733	20000.0
33	445.162	53.558	70.069	49.461	0.309	0.73	40000.0
34	449.715	53.889	71.343	49.699	0.319	0.732	20000.0
35	450.207	53.584	70.837	49.374	0.311	0.731	20000.0
36	449.758	54.055	71.501	49.842	0.319	0.726	20000.0
37	450.929	53.88	71.337	49.518	0.324	0.733	20000.0
38	449.307	54.185	71.273	49.805	0.323	0.726	30000.0
39	450.35	53.591	70.822	49.077	0.309	0.738	30000.0
40	450.875	53.862	71.111	49.494	0.308	0.734	30000.0
41	445.923	53.586	70.618	49.515	0.316	0.73	40000.0
42	449.794	54.329	71.429	50.109	0.32	0.727	40000.0
43	446.393	53.567	70.392	49.299	0.319	0.731	20000.0
44	453.3	54.073	71.741	49.717	0.32	0.733	30000.0
45	446.294	53.786	70.3	49.49	0.314	0.73	20000.0
46	447.949	53.662	70.823	49.405	0.311	0.735	20000.0
47	449.669	53.808	70.508	49.469	0.32	0.731	30000.0
48	448.019	53.805	70.841	49.662	0.32	0.728	20000.0
49	449.087	53.48	70.83	49.4	0.316	0.731	30000.0
50	443.106	53.264	70.576	48.969	0.304	0.742	50000.0
51	445.821	53.522	71.068	49.643	0.321	0.726	40000.0
