Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4961_vs_AQ5174	3235	0.987	468.159	14.472%	66.584	16.595%	0.02087	0.963
DIAF_vs_BLOOD	2309	0.979	426.497	18.471%	58.097	20.376%	0.03014	0.933
HK_vs_BLOOD	18	0.693	21.028	116.822%	4.203	72.081%	1.45662	0.651
LNMETA_vs_BLOOD	2798	0.977	550.9	19.689%	72.843	21.448%	0.03161	0.923
LN_vs_BLOOD	1878	0.979	325.358	17.325%	54.113	20.432%	0.02945	0.956
OMEN_vs_BLOOD	1525	0.98	291.793	19.134%	38.245	19.94%	0.03693	0.941
PABKLN-01A_vs_PABKLN-11A	810	0.956	214.399	26.469%	32.818	29.433%	0.0671	0.9
PADWRZ-01A_vs_PADWRZ-10A	655	0.96	188.796	28.824%	24.489	27.92%	0.07312	0.902
PADYZI-01A_vs_PADYZI-10A	1367	0.983	329.774	24.124%	88.057	23.368%	0.04631	0.983
PAEHIP-01A_vs_PAEHIP-10A	290	0.954	104.878	36.165%	14.427	29.978%	0.15386	0.925
PAJLWM-01A_vs_PAJLWM-11A	328	0.933	133.265	40.63%	18.333	36.149%	0.17313	0.878
PAJMBW-01A_vs_PAJMBW-10A	589	0.969	181.523	30.819%	24.499	24.691%	0.10783	0.951
PAJMRB-01A_vs_PAJMRB-11A	312	0.935	138.002	44.231%	20.255	35.75%	0.19764	0.903
PAJNER-01A_vs_PAJNER-11A	241	0.92	102.031	42.337%	13.627	39.191%	0.1982	0.832
PAJNFP-01A_vs_PAJNFP-11A	918	0.97	238.453	25.975%	30.517	24.371%	0.06423	0.931
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.96	183.047	30.972%	23.98	27.871%	0.09704	0.921
PAKHTL-01A_vs_PAKHTL-11A	916	0.962	238.44	26.031%	36.598	27.464%	0.06916	0.924
PAKLYZ-01A_vs_PAKLYZ-10A	1306	0.95	394.405	30.199%	58.785	31.541%	0.07991	0.896
PAKTCT-01A_vs_PAKTCT-11A	930	0.974	209.538	22.531%	27.34	22.705%	0.0562	0.931
PARECB-01A_vs_PARECB-11A	297	0.923	119.273	40.159%	15.699	38.382%	0.17445	0.821
PAREWI-01A_vs_PAREWI-11A	530	0.947	166.258	31.369%	23.499	32.085%	0.09601	0.88
PARGRN-01A_vs_PARGRN-10A	553	0.957	160.297	28.987%	22.163	29.059%	0.08949	0.903
PARIRN-01A_vs_PARIRN-10A	705	0.962	210.191	29.814%	28.754	27.132%	0.08249	0.929
PARPFY-01A_vs_PARPFY-11A	624	0.944	196.768	31.533%	27.567	33.192%	0.09774	0.861
PARRCL-01A_vs_PARRCL-11A	509	0.955	155.23	30.497%	20.658	29.777%	0.08219	0.894
PARTKH-01A_vs_PARTKH-10A	538	0.929	197.323	36.677%	26.452	36.961%	0.11818	0.818
PARUGK-01A_vs_PARUGK-10A	355	0.933	140.014	39.441%	18.569	36.16%	0.15908	0.865
PARZBI-01A_vs_PARZBI-11A	587	0.963	168.356	28.681%	21.925	26.884%	0.07375	0.918
PARZRH-01A_vs_PARZRH-10A	961	0.975	219.013	22.79%	30.399	22.25%	0.05194	0.949
PASABD-01A_vs_PASABD-10A	439	0.94	152.622	34.766%	21.257	34.043%	0.11671	0.872
PASADZ-01A_vs_PASADZ-10A	617	0.952	181.668	29.444%	25.813	30.606%	0.08305	0.889
PASCDH-01A_vs_PASCDH-10A	576	0.949	189.294	32.864%	26.271	31.608%	0.09671	0.895
PASDLA-01A_vs_PASDLA-11A	316	0.933	118.611	37.535%	16.438	35.905%	0.1493	0.863
PASGCL-01A_vs_PASGCL-10A	513	0.96	154.828	30.181%	21.48	27.991%	0.10181	0.925
PASRHU-01A_vs_PASRHU-10A	228	0.957	89.241	39.141%	12.173	28.951%	0.21205	0.938
PASVDP-01A_vs_PASVDP-10A	419	0.931	154.761	36.936%	21.323	36.488%	0.13761	0.845
PASWZZ-01A_vs_PASWZZ-10A	288	0.938	112.033	38.9%	14.886	34.553%	0.17048	0.882
PASXNA-01A_vs_PASXNA-11A	510	0.934	187.255	36.717%	24.278	36.46%	0.11085	0.831
PASYNF-01A_vs_PASYNF-10A	336	0.954	121.211	36.075%	16.166	29.947%	0.14733	0.922
PASZYE-01A_vs_PASZYE-10A	491	0.96	155.116	31.592%	19.534	27.954%	0.10697	0.916
PATAFT-01A_vs_PATAFT-10A	518	0.939	169.671	32.755%	21.743	35.152%	0.0909	0.778
PATBLF-01A_vs_PATBLF-10A	725	0.97	184.101	25.393%	24.983	24.303%	0.06391	0.938
PATDVL-01A_vs_PATDVL-10A	373	0.929	148.14	39.716%	19.389	37.088%	0.16623	0.842
PATENH-01A_vs_PATENH-11A	725	0.972	196.234	27.067%	25.966	23.595%	0.06983	0.948
PATFXW-01A_vs_PATFXW-10A	584	0.962	176.389	30.204%	23.478	27.37%	0.09227	0.926
PATFZZ-01A_vs_PATFZZ-10A	677	0.942	221.677	32.744%	30.534	33.962%	0.10259	0.855
PATXEE-01A_vs_PATXEE-10A	843	0.959	257.316	30.524%	34.203	28.393%	0.09787	0.914
PATXKA-01A_vs_PATXKA-10A	442	0.937	154.489	34.952%	20.739	34.956%	0.13252	0.843
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.965	209.231	25.331%	28.791	26.28%	0.06161	0.911
PAUDPV-01A_vs_PAUDPV-11A	286	0.9	128.784	45.029%	17.763	43.598%	0.19832	0.783
PAUEKW-01A_vs_PAUEKW-10A	1305	0.987	223.278	17.109%	31.841	16.005%	0.03036	0.977
PAUFVP-01A_vs_PAUFVP-11A	767	0.967	204.764	26.697%	27.75	25.614%	0.06993	0.93
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.943	183.895	34.567%	26.412	33.387%	0.11168	0.889
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.943	128.188	35.907%	17.968	33.806%	0.14014	0.894
PAUNPA-01A_vs_PAUNPA-11A	761	0.965	214.877	28.236%	30.038	26.29%	0.08487	0.934
PAVCKS-01A_vs_PAVCKS-11A	1146	0.979	230.386	20.103%	31.764	20.494%	0.0385	0.951
PAVITI-01A_vs_PAVITI-10A	717	0.967	190.838	26.616%	25.705	25.513%	0.07122	0.929
PAVYDM-01A_vs_PAVYDM-11A	480	0.926	173.68	36.183%	23.644	38.265%	0.12006	0.8
PAVYKD-01A_vs_PAVYKD-10A	333	0.931	133.057	39.957%	17.172	36.619%	0.15719	0.849
PAWDGA-01A_vs_PAWDGA-11A	792	0.887	305.267	38.544%	53.447	46.237%	0.13434	0.763
PAWFBL-01A_vs_PAWFBL-11A	645	0.965	180.379	27.966%	24.181	26.407%	0.07045	0.925
PAWFWK-01A_vs_PAWFWK-10A	408	0.907	175.477	43.009%	25.798	42.05%	0.17086	0.82
SJBT030128_D1_vs_SJBT030128_G1	220	0.921	100.846	45.839%	15.641	38.981%	0.21213	0.883
SJBT030255_D1_vs_SJBT030255_G1	1249	0.949	356.582	28.549%	50.354	32.527%	0.08244	0.848
SJBT030581_D1_vs_SJBT030581_G1	1089	0.977	304.555	27.966%	40.626	21.525%	0.06758	0.964
SJBT030707_D2_vs_SJBT030707_G1	162	0.923	87.614	54.083%	11.615	38.419%	0.32878	0.889
SJBT030896_D1_vs_SJBT030896_G1	1820	0.957	628.717	34.545%	106.535	29.358%	0.09684	0.941
SJBT030997_D1_vs_SJBT030997_G1	507	0.924	209.167	41.256%	28.141	38.263%	0.13934	0.843
SJBT031235_D1_vs_SJBT031235_G1	158	0.944	82.757	52.378%	11.412	33.137%	0.30961	0.927
SJBT031605_D1_vs_SJBT031605_G1	3642	0.956	883.714	24.265%	129.805	29.302%	0.0491	0.847
SJBT031948_D2_vs_SJBT031948_G1	7146	0.994	766.716	10.729%	133.605	11.197%	0.01022	0.99
SJBT032047_D1_vs_SJBT032047_G1	7	0.307	12.576	179.657%	2.519	95.209%	2.68376	0.156
SJBT032346_D1_vs_SJBT032346_G1	692	0.976	199.891	28.886%	27.178	21.819%	0.08224	0.964
SJBT032393_D1_vs_SJBT032393_G1	2385	0.987	468.969	19.663%	69.469	15.9%	0.03956	0.982
SJBT032417_D2_vs_SJBT032417_G1	343	0.925	145.592	42.447%	20.139	38.313%	0.18558	0.863
SJBT033133_D3_vs_SJBT033133_G1	9	0.452	14.936	165.956%	3.243	89.945%	2.05222	0.41
SJBT033236_D2_vs_SJBT033236_G1	95	0.919	59.036	62.143%	8.37	39.5%	0.51269	0.896
SJBT034089_D1_vs_SJBT034089_G1	81	0.923	53.493	66.041%	8.47	39.111%	0.5388	0.91
SJBT034110_D2_vs_SJBT034110_G1	237	0.932	105.173	44.377%	13.228	36.395%	0.21859	0.875
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.957	364.991	26.258%	53.82	28.91%	0.06604	0.896
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.955	259.462	26.832%	37.809	29.653%	0.06181	0.884
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.983	2749.184	15.641%	395.697	18.204%	0.02103	0.947
