NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	377.128	59.47	59.52	52.053	0.386	0.717	20000.0
2	379.085	59.708	59.768	52.273	0.388	0.715	40000.0
3	378.032	59.4	59.839	52.293	0.384	0.714	20000.0
4	384.734	59.95	62.003	53.105	0.384	0.701	20000.0
5	377.747	59.706	59.639	52.327	0.381	0.709	40000.0
6	382.227	59.545	60.93	52.352	0.376	0.714	50000.0
7	383.084	59.214	61.417	52.368	0.373	0.713	20000.0
8	379.911	60.01	59.869	52.357	0.382	0.717	20000.0
9	378.235	59.893	59.546	52.384	0.383	0.711	20000.0
10	381.752	59.81	60.423	52.514	0.39	0.71	20000.0
11	380.026	60.087	60.433	52.871	0.393	0.702	30000.0
12	377.464	59.663	59.516	52.537	0.389	0.706	20000.0
13	382.829	60.078	60.92	52.756	0.387	0.707	20000.0
14	377.672	59.409	59.963	52.337	0.374	0.71	20000.0
15	380.393	59.589	59.784	52.215	0.379	0.712	20000.0
16	382.445	59.339	60.866	52.348	0.374	0.712	20000.0
17	386.355	59.502	62.04	52.291	0.377	0.714	20000.0
18	378.559	59.519	60.211	52.669	0.378	0.707	30000.0
19	388.824	60.219	62.173	52.917	0.389	0.706	40000.0
20	377.133	59.43	59.867	52.241	0.376	0.715	30000.0
21	379.886	60.128	59.635	52.363	0.387	0.713	20000.0
22	382.058	59.937	60.302	52.513	0.381	0.711	20000.0
23	385.145	59.564	61.868	52.352	0.381	0.716	20000.0
24	379.263	59.932	60.026	52.561	0.388	0.705	40000.0
25	381.883	59.054	61.189	51.95	0.374	0.719	20000.0
26	376.369	58.937	59.373	51.822	0.375	0.718	20000.0
27	386.033	60.089	62.1	52.823	0.39	0.705	20000.0
28	379.668	59.259	59.427	52.059	0.38	0.715	150000.0
29	379.094	59.759	59.327	52.047	0.39	0.71	20000.0
30	383.795	59.836	60.659	52.535	0.386	0.714	30000.0
31	380.776	59.051	61.072	52.042	0.371	0.72	20000.0
32	379.191	59.476	59.458	52.22	0.384	0.711	30000.0
33	383.053	60.126	60.2	52.735	0.391	0.705	40000.0
34	380.915	59.884	60.403	52.639	0.384	0.712	70000.0
35	380.173	60.162	59.747	52.45	0.387	0.712	20000.0
36	376.832	59.601	59.251	52.092	0.376	0.714	20000.0
37	383.995	59.705	60.592	52.605	0.381	0.71	30000.0
38	386.457	59.909	62.235	52.553	0.385	0.712	40000.0
39	377.755	59.499	59.549	52.057	0.381	0.716	20000.0
40	380.088	59.933	59.532	52.665	0.386	0.703	20000.0
41	384.428	59.799	61.47	52.436	0.39	0.711	20000.0
42	378.444	59.944	59.576	52.166	0.386	0.712	20000.0
43	382.164	59.927	60.475	52.581	0.392	0.708	70000.0
44	384.032	59.552	62.044	52.588	0.383	0.711	20000.0
45	378.484	60.245	59.485	52.437	0.391	0.71	30000.0
46	378.765	59.97	60.172	52.69	0.386	0.707	30000.0
47	378.267	59.743	59.974	52.415	0.383	0.71	20000.0
48	381.287	59.17	61.426	52.262	0.386	0.712	20000.0
49	378.91	58.997	60.787	52.041	0.38	0.716	30000.0
50	376.048	59.014	59.664	51.91	0.374	0.722	30000.0
51	387.062	59.834	61.902	52.475	0.382	0.714	60000.0
52	375.702	59.258	59.355	52.176	0.377	0.712	20000.0
53	375.776	59.575	59.697	52.347	0.387	0.712	30000.0
54	380.242	60.093	60.325	52.475	0.391	0.71	20000.0
55	386.735	59.417	62.267	52.262	0.383	0.714	30000.0
56	380.172	59.354	60.182	52.421	0.379	0.711	20000.0
57	379.057	59.527	60.156	52.14	0.379	0.718	20000.0
58	381.711	60.292	60.483	52.761	0.393	0.708	30000.0
59	379.055	59.433	59.555	51.904	0.38	0.715	20000.0
60	379.608	60.03	59.653	52.528	0.389	0.708	30000.0
61	377.735	59.568	60.169	52.512	0.38	0.713	20000.0
62	380.621	59.659	60.312	52.192	0.383	0.714	40000.0
63	384.15	59.541	61.529	52.439	0.376	0.716	80000.0
64	377.665	59.848	59.324	52.124	0.389	0.714	20000.0
65	378.158	59.651	59.933	52.612	0.381	0.708	30000.0
66	382.62	59.337	61.617	52.382	0.376	0.719	20000.0
67	381.755	59.53	60.934	52.051	0.377	0.719	20000.0
68	381.539	59.578	59.956	52.106	0.376	0.715	20000.0
69	381.32	59.676	61.547	52.42	0.386	0.713	50000.0
70	380.055	59.767	60.186	52.57	0.387	0.71	50000.0
71	378.713	59.328	60.036	52.241	0.378	0.711	30000.0
72	385.642	59.993	61.207	52.324	0.38	0.714	30000.0
73	378.766	59.74	59.762	52.358	0.39	0.71	30000.0
74	376.325	59.585	59.838	52.216	0.381	0.717	20000.0
75	382.291	59.902	60.51	52.121	0.386	0.713	20000.0
76	380.731	60.055	59.904	52.44	0.391	0.708	20000.0
77	377.368	58.839	59.939	51.947	0.37	0.72	30000.0
78	384.178	59.589	61.723	52.681	0.379	0.709	30000.0
79	381.251	59.841	59.916	52.332	0.38	0.712	20000.0
80	378.585	59.586	59.789	52.222	0.385	0.714	20000.0
81	377.286	59.436	59.875	52.234	0.379	0.713	30000.0
82	384.216	59.603	60.875	52.151	0.373	0.717	40000.0
83	385.184	59.508	61.58	52.349	0.373	0.711	20000.0
84	378.645	59.591	59.778	52.127	0.387	0.715	20000.0
85	377.99	59.967	60.232	52.448	0.382	0.709	40000.0
86	382.875	59.716	60.472	52.496	0.385	0.71	60000.0
87	382.584	59.372	61.35	52.19	0.39	0.712	30000.0
88	381.451	60.353	60.385	52.802	0.396	0.705	20000.0
89	375.287	59.164	59.257	52.23	0.375	0.711	20000.0
90	377.189	59.088	60.21	52.205	0.38	0.714	30000.0
91	381.5	59.777	60.711	52.252	0.383	0.712	20000.0
92	376.939	59.777	59.248	51.966	0.391	0.713	20000.0
93	380.288	59.88	60.098	52.511	0.384	0.709	20000.0
94	375.627	59.118	59.254	52.075	0.381	0.715	30000.0
95	380.057	59.359	59.853	52.174	0.376	0.714	20000.0
96	388.184	59.911	61.701	52.587	0.377	0.71	20000.0
97	382.856	60.052	60.642	52.672	0.383	0.707	30000.0
98	378.356	59.851	59.488	52.456	0.385	0.714	50000.0
99	384.423	59.934	61.201	52.563	0.381	0.711	20000.0
100	374.802	58.993	59.371	52.043	0.369	0.716	30000.0
