Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
LNMETA_vs_BLOOD	867	0.969	219.309	25.295%	28.605	24.965%	0.05951	0.922
LN_vs_BLOOD	562	0.94	197.761	35.189%	26.376	34.281%	0.10454	0.86
OMEN_vs_BLOOD	867	0.966	231.777	26.733%	30.489	26.215%	0.06218	0.919
PABKLN-01A_vs_PABKLN-11A	810	0.906	293.683	36.257%	47.316	42.436%	0.11894	0.775
PADWRZ-01A_vs_PADWRZ-10A	621	0.951	196.566	31.653%	25.781	30.861%	0.08311	0.882
PADYZI-01A_vs_PADYZI-10A	1152	0.337	1250.007	108.508%	342.288	94.348%	1.11745	0.135
PAEHIP-01A_vs_PAEHIP-10A	180	0.803	125.055	69.475%	21.96	61.284%	0.50041	0.747
PAJLWM-01A_vs_PAJLWM-11A	258	0.897	126.651	49.09%	17.845	44.837%	0.21866	0.82
PAJMBW-01A_vs_PAJMBW-10A	589	0.696	343.78	58.367%	71.389	71.949%	0.349	0.438
PAJMRB-01A_vs_PAJMRB-11A	312	0.853	182.435	58.473%	30.574	53.963%	0.30467	0.804
PAJNER-01A_vs_PAJNER-11A	241	0.907	110.974	46.047%	14.635	42.09%	0.21435	0.805
PAJNFP-01A_vs_PAJNFP-11A	682	0.896	263.371	38.617%	40.679	44.581%	0.14298	0.731
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.917	235.19	39.795%	34.365	39.94%	0.14492	0.833
PAKHTL-01A_vs_PAKHTL-11A	850	0.946	269.966	31.761%	41.137	32.942%	0.08403	0.901
PAKLYZ-01A_vs_PAKLYZ-10A	1131	0.835	550.091	48.638%	89.948	55.069%	0.17579	0.631
PAKTCT-01A_vs_PAKTCT-11A	888	0.965	225.75	25.422%	30.131	26.086%	0.0697	0.907
PARECB-01A_vs_PARECB-11A	276	0.906	123.428	44.72%	16.307	42.331%	0.20243	0.784
PAREWI-01A_vs_PAREWI-11A	347	0.902	160.988	46.394%	22.236	43.4%	0.19612	0.804
PARGRN-01A_vs_PARGRN-10A	304	0.92	122.679	40.355%	16.894	39.193%	0.16303	0.826
PARIRN-01A_vs_PARIRN-10A	642	0.915	277.057	43.155%	40.347	40.979%	0.15268	0.852
PARPFY-01A_vs_PARPFY-11A	498	0.928	187.907	37.732%	25.441	37.308%	0.12312	0.829
PARRCL-01A_vs_PARRCL-11A	509	0.933	175.931	34.564%	25.018	36.062%	0.10536	0.84
PARTKH-01A_vs_PARTKH-10A	538	0.92	207.9	38.643%	28.036	39.174%	0.12562	0.795
PARUGK-01A_vs_PARUGK-10A	355	0.908	152.067	42.836%	21.57	42.004%	0.16513	0.808
PARZBI-01A_vs_PARZBI-11A	587	0.947	200.856	34.217%	26.411	32.385%	0.09076	0.882
PARZRH-01A_vs_PARZRH-10A	930	0.942	285.361	30.684%	44.916	34.07%	0.0905	0.883
PASABD-01A_vs_PASABD-10A	318	0.913	140.568	44.204%	18.929	41.034%	0.17407	0.822
PASADZ-01A_vs_PASADZ-10A	592	0.93	209.986	35.471%	29.847	36.789%	0.10818	0.834
PASCDH-01A_vs_PASCDH-10A	241	0.899	111.856	46.413%	15.868	43.993%	0.21338	0.807
PASDLA-01A_vs_PASDLA-11A	282	0.906	126.851	44.983%	17.605	42.598%	0.18755	0.812
PASGCL-01A_vs_PASGCL-10A	513	0.927	199.259	38.842%	29.467	38.399%	0.12689	0.87
PASRHU-01A_vs_PASRHU-10A	228	0.853	126.898	55.657%	22.688	53.958%	0.37256	0.806
PASVDP-01A_vs_PASVDP-10A	365	0.917	151.717	41.566%	20.961	40.11%	0.15492	0.829
PASWZZ-01A_vs_PASWZZ-10A	224	0.9	113.43	50.638%	15.319	44.112%	0.26051	0.823
PASXNA-01A_vs_PASXNA-11A	496	0.918	188.013	37.906%	26.073	39.844%	0.12193	0.785
PASYNF-01A_vs_PASYNF-10A	336	0.899	160.722	47.834%	24.314	45.041%	0.19764	0.845
PASZYE-01A_vs_PASZYE-10A	491	0.946	168.266	34.27%	22.886	32.751%	0.11559	0.889
PATAFT-01A_vs_PATAFT-10A	382	0.925	141.748	37.107%	18.435	38.761%	0.1284	0.772
PATBLF-01A_vs_PATBLF-10A	725	0.962	211.578	29.183%	28.995	28.206%	0.07418	0.929
PATDVL-01A_vs_PATDVL-10A	355	0.926	141.47	39.851%	18.86	37.803%	0.16148	0.84
PATENH-01A_vs_PATENH-11A	661	0.928	258.018	39.034%	39.262	38.394%	0.11754	0.885
PATFXW-01A_vs_PATFXW-10A	482	0.907	212.208	44.027%	31.223	42.513%	0.15605	0.83
PATFZZ-01A_vs_PATFZZ-10A	554	0.922	212.327	38.326%	29.035	38.786%	0.13029	0.806
PATXEE-01A_vs_PATXEE-10A	483	0.923	195.45	40.466%	27.839	38.933%	0.15247	0.855
PATXKA-01A_vs_PATXKA-10A	442	0.928	164.934	37.315%	22.081	37.218%	0.14246	0.82
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.923	283.436	34.314%	42.193	38.514%	0.09577	0.801
PAUDPV-01A_vs_PAUDPV-11A	286	0.89	139.382	48.735%	18.608	45.672%	0.21353	0.756
PAUEKW-01A_vs_PAUEKW-10A	1267	0.927	392.123	30.949%	73.561	38.359%	0.07991	0.876
PAUFVP-01A_vs_PAUFVP-11A	704	0.94	243.977	34.656%	35.108	34.523%	0.10413	0.884
PAUGYZ-01A_vs_PAUGYZ-10A	435	0.901	203.832	46.858%	29.63	44.175%	0.19062	0.827
PAUHAZ-01A_vs_PAUHAZ-10A	259	0.876	126.264	48.751%	19.387	48.422%	0.21085	0.773
PAUNPA-01A_vs_PAUNPA-11A	761	0.922	308.694	40.564%	45.249	39.602%	0.13545	0.861
PAVCKS-01A_vs_PAVCKS-11A	1098	0.951	286.328	26.077%	46.221	31.012%	0.0686	0.884
PAVITI-01A_vs_PAVITI-10A	717	0.957	222.456	31.026%	30.014	29.79%	0.08263	0.916
PAVYDM-01A_vs_PAVYDM-11A	480	0.921	177.021	36.879%	24.349	39.406%	0.12493	0.777
PAVYKD-01A_vs_PAVYKD-10A	295	0.896	134.812	45.699%	18.678	44.308%	0.19549	0.774
PAWDGA-01A_vs_PAWDGA-11A	792	0.863	331.283	41.829%	58.43	50.548%	0.15694	0.707
PAWFBL-01A_vs_PAWFBL-11A	610	0.933	211.601	34.689%	31.471	36.272%	0.10919	0.86
PAWFWK-01A_vs_PAWFWK-10A	310	0.879	157.782	50.897%	22.684	47.801%	0.2251	0.772
SJBT030128_D1_vs_SJBT030128_G1	158	0.797	109.114	69.059%	19.97	62.224%	0.42238	0.745
SJBT030255_D1_vs_SJBT030255_G1	1136	0.943	350.715	30.873%	47.961	33.558%	0.08973	0.832
SJBT030581_D1_vs_SJBT030581_G1	1075	0.879	491.17	45.69%	93.386	49.786%	0.16362	0.839
SJBT030707_D2_vs_SJBT030707_G1	162	0.804	115.229	71.129%	18.225	60.283%	0.5696	0.718
SJBT030896_D1_vs_SJBT030896_G1	1820	0.944	675.509	37.116%	126.33	34.813%	0.10808	0.929
SJBT030997_D1_vs_SJBT030997_G1	400	0.886	200.818	50.205%	27.791	46.617%	0.20226	0.774
SJBT031235_D1_vs_SJBT031235_G1	37	0.638	45.943	124.17%	9.221	79.956%	1.10241	0.643
SJBT031605_D1_vs_SJBT031605_G1	1368	0.946	397.336	29.045%	55.874	33.105%	0.07315	0.832
SJBT031948_D2_vs_SJBT031948_G1	5707	0.992	745.404	13.061%	134.698	13.529%	0.01512	0.988
SJBT032047_D1_vs_SJBT032047_G1	7	0.263	12.714	181.629%	2.563	96.872%	2.9328	0.089
SJBT032346_D1_vs_SJBT032346_G1	662	0.863	307.096	46.389%	63.419	52.418%	0.22499	0.821
SJBT032393_D1_vs_SJBT032393_G1	991	0.855	457.442	46.16%	96.454	53.514%	0.18874	0.805
SJBT032417_D2_vs_SJBT032417_G1	95	0.671	99.975	105.237%	18.096	75.597%	0.87012	0.618
SJBT033133_D3_vs_SJBT033133_G1	9	0.418	15.48	172.0%	3.298	91.47%	2.16822	0.377
SJBT033236_D2_vs_SJBT033236_G1	57	0.674	63.727	111.802%	9.837	74.789%	0.94777	0.592
SJBT034089_D1_vs_SJBT034089_G1	46	0.649	59.165	128.62%	10.344	78.418%	1.28249	0.631
SJBT034110_D2_vs_SJBT034110_G1	119	0.795	86.272	72.497%	11.769	60.613%	0.49566	0.63
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.943	349.028	29.831%	52.844	33.194%	0.08727	0.866
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.935	185.936	33.442%	26.954	35.447%	0.10537	0.846
SJMRT063832_X1_vs_SJMRT063832_G1	17564	0.879	7871.456	44.816%	1073.957	49.439%	0.14927	0.627
