NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	307.073	55.062	47.573	47.151	0.344	0.764	40000.0
2	311.562	53.066	47.588	45.184	0.321	0.784	60000.0
3	312.085	54.882	48.575	46.993	0.339	0.771	230000.0
4	312.173	55.742	48.585	47.926	0.346	0.756	70000.0
5	307.013	53.278	47.386	45.525	0.324	0.778	130000.0
6	316.981	55.369	50.308	48.794	0.332	0.752	70000.0
7	308.854	53.124	47.912	45.212	0.322	0.782	250000.0
8	311.24	52.654	47.685	44.586	0.313	0.794	60000.0
9	310.7	55.49	48.123	47.744	0.342	0.758	140000.0
10	313.55	53.511	48.703	45.609	0.329	0.78	50000.0
11	319.404	55.103	49.951	47.541	0.339	0.769	60000.0
12	308.983	54.417	47.95	46.924	0.339	0.76	40000.0
13	323.022	56.247	51.265	49.282	0.346	0.744	40000.0
14	310.709	53.006	48.022	45.245	0.319	0.781	50000.0
15	320.082	54.59	49.39	46.833	0.327	0.779	20000.0
16	309.1	53.563	47.744	45.773	0.324	0.776	150000.0
17	310.519	52.656	47.811	44.507	0.321	0.789	50000.0
18	313.052	53.756	48.588	46.078	0.323	0.773	70000.0
19	326.095	52.941	48.713	45.382	0.324	0.778	100000.0
20	308.571	54.934	47.943	47.125	0.333	0.767	80000.0
21	314.468	54.027	48.277	45.558	0.334	0.78	100000.0
22	312.459	55.46	48.245	47.732	0.338	0.76	70000.0
23	310.268	53.179	47.668	45.07	0.325	0.781	110000.0
24	324.495	52.826	48.918	45.438	0.326	0.777	80000.0
25	305.051	54.551	47.195	46.83	0.335	0.768	50000.0
26	323.521	52.194	48.617	44.733	0.317	0.785	50000.0
27	312.303	53.42	47.971	45.278	0.332	0.779	30000.0
28	317.737	55.168	50.124	48.734	0.334	0.754	90000.0
29	309.636	55.469	47.852	47.624	0.346	0.757	70000.0
30	313.028	54.814	48.822	46.99	0.342	0.771	40000.0
31	310.046	52.673	47.755	44.588	0.317	0.791	70000.0
32	309.336	54.827	47.617	46.919	0.338	0.766	40000.0
33	313.985	53.483	48.238	45.631	0.335	0.776	40000.0
34	322.387	55.265	50.327	47.6	0.338	0.775	50000.0
35	309.797	55.443	47.674	47.428	0.339	0.763	60000.0
36	316.368	55.626	50.082	48.672	0.335	0.75	70000.0
37	313.503	53.344	48.855	45.624	0.327	0.776	50000.0
38	310.66	52.98	47.713	44.64	0.327	0.787	130000.0
39	319.278	54.723	49.056	46.802	0.334	0.778	50000.0
40	318.808	55.809	50.114	48.927	0.339	0.744	60000.0
41	310.745	54.459	48.308	46.371	0.341	0.767	30000.0
42	306.89	55.162	47.515	47.195	0.341	0.763	40000.0
43	311.07	53.549	48.002	45.332	0.335	0.782	80000.0
44	320.281	54.669	50.189	47.143	0.331	0.778	90000.0
45	308.851	53.106	47.07	44.686	0.329	0.787	70000.0
46	318.986	54.852	50.073	47.441	0.334	0.772	40000.0
47	309.704	53.108	47.962	45.315	0.328	0.78	60000.0
48	309.369	52.608	47.708	44.809	0.329	0.784	70000.0
49	307.348	53.097	47.533	45.352	0.322	0.782	90000.0
50	306.781	52.376	47.286	44.485	0.317	0.793	80000.0
51	314.754	55.439	48.876	47.155	0.34	0.769	70000.0
52	317.189	54.256	49.427	46.978	0.325	0.776	40000.0
53	307.94	53.122	47.367	44.794	0.327	0.787	50000.0
54	310.404	55.695	48.373	47.671	0.348	0.759	40000.0
55	310.942	53.253	48.848	45.426	0.329	0.781	50000.0
56	318.575	55.406	50.432	48.926	0.335	0.748	30000.0
57	309.993	53.41	48.575	45.625	0.328	0.782	40000.0
58	313.022	53.231	48.137	45.056	0.329	0.783	300000.0
59	309.416	55.14	48.142	47.418	0.338	0.761	60000.0
60	310.426	55.67	47.809	47.826	0.348	0.757	90000.0
61	309.459	53.05	48.293	45.463	0.321	0.781	90000.0
62	310.692	53.262	48.058	45.124	0.329	0.784	50000.0
63	310.895	54.887	48.425	46.976	0.335	0.774	50000.0
64	312.34	54.137	48.063	45.803	0.338	0.777	50000.0
65	309.681	54.985	47.975	47.075	0.337	0.768	50000.0
66	310.09	53.525	48.207	45.694	0.323	0.781	30000.0
67	308.882	54.612	47.911	46.903	0.332	0.769	70000.0
68	312.564	52.986	47.817	44.937	0.318	0.786	90000.0
69	305.764	54.437	47.785	46.505	0.337	0.774	40000.0
70	312.94	55.389	48.749	47.271	0.343	0.765	50000.0
71	309.942	53.1	48.243	45.572	0.324	0.777	20000.0
72	311.553	55.858	47.903	47.631	0.342	0.76	30000.0
73	310.402	55.448	48.032	47.658	0.351	0.757	100000.0
74	309.843	52.859	47.846	44.636	0.321	0.791	80000.0
75	313.229	55.064	48.117	46.73	0.342	0.769	20000.0
76	322.127	55.246	50.101	47.371	0.337	0.773	60000.0
77	307.711	54.311	47.802	46.838	0.327	0.77	40000.0
78	320.903	55.043	49.798	47.322	0.333	0.772	40000.0
79	319.253	55.783	50.323	48.828	0.335	0.75	60000.0
80	308.467	53.137	47.922	45.423	0.334	0.779	50000.0
81	307.423	55.047	47.744	47.369	0.34	0.76	50000.0
82	312.613	55.056	48.092	46.967	0.334	0.769	140000.0
83	317.059	55.465	50.184	48.837	0.332	0.749	30000.0
84	309.98	53.022	47.923	44.82	0.328	0.788	100000.0
85	319.104	56.215	50.686	49.13	0.341	0.745	60000.0
86	311.456	52.984	47.961	44.822	0.328	0.784	70000.0
87	306.754	54.806	47.553	47.122	0.343	0.762	30000.0
88	321.376	55.308	50.158	47.611	0.344	0.77	80000.0
89	304.589	54.894	47.186	47.28	0.337	0.761	140000.0
90	307.925	52.506	47.515	44.71	0.32	0.785	40000.0
91	328.331	52.619	49.542	45.08	0.315	0.784	60000.0
92	318.859	54.777	49.154	46.69	0.339	0.78	60000.0
93	312.371	53.676	48.497	45.993	0.326	0.775	120000.0
94	309.084	52.672	47.336	44.675	0.324	0.784	90000.0
95	309.349	55.119	47.803	47.298	0.339	0.763	80000.0
96	314.391	53.726	48.496	45.809	0.325	0.777	70000.0
97	309.604	55.154	48.394	47.333	0.341	0.761	20000.0
98	309.492	54.962	47.204	47.147	0.338	0.766	40000.0
99	321.137	55.095	49.965	47.522	0.33	0.774	20000.0
100	306.727	53.409	47.523	45.725	0.32	0.774	30000.0
