Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
DIAF_vs_BLOOD	1244	0.973	280.837	22.575%	36.915	23.469%	0.04622	0.924
HK_vs_BLOOD	18	0.675	22.111	122.839%	4.329	74.242%	1.55534	0.632
LNMETA_vs_BLOOD	867	0.971	219.063	25.267%	27.646	24.128%	0.06249	0.926
LN_vs_BLOOD	562	0.96	168.411	29.966%	21.738	28.253%	0.09488	0.91
OMEN_vs_BLOOD	867	0.972	212.037	24.456%	27.344	23.51%	0.06108	0.933
PABKLN-01A_vs_PABKLN-11A	810	0.947	239.011	29.508%	36.068	32.348%	0.07799	0.885
PADWRZ-01A_vs_PADWRZ-10A	621	0.955	188.89	30.417%	24.933	29.845%	0.08339	0.89
PADYZI-01A_vs_PADYZI-10A	1152	0.75	933.29	81.015%	263.013	72.497%	0.46666	0.783
PAEHIP-01A_vs_PAEHIP-10A	180	0.934	94.965	52.758%	13.021	36.338%	0.28796	0.912
PAJLWM-01A_vs_PAJLWM-11A	258	0.93	115.426	44.739%	14.641	36.787%	0.19444	0.872
PAJMBW-01A_vs_PAJMBW-10A	589	0.886	310.262	52.676%	47.203	47.573%	0.21227	0.828
PAJMRB-01A_vs_PAJMRB-11A	312	0.925	151.874	48.678%	21.968	38.774%	0.22279	0.893
PAJNER-01A_vs_PAJNER-11A	241	0.91	107.196	44.48%	14.483	41.653%	0.20944	0.811
PAJNFP-01A_vs_PAJNFP-11A	682	0.951	215.415	31.586%	28.252	30.962%	0.09781	0.883
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.957	195.176	33.025%	25.116	29.191%	0.10397	0.917
PAKHTL-01A_vs_PAKHTL-11A	850	0.959	231.784	27.269%	35.31	28.276%	0.07544	0.92
PAKLYZ-01A_vs_PAKLYZ-10A	1131	0.936	382.089	33.783%	57.766	35.366%	0.08937	0.867
PAKTCT-01A_vs_PAKTCT-11A	888	0.966	223.006	25.113%	30.328	26.256%	0.06921	0.915
PARECB-01A_vs_PARECB-11A	276	0.906	123.796	44.854%	16.296	42.302%	0.20231	0.786
PAREWI-01A_vs_PAREWI-11A	347	0.938	137.281	39.562%	17.899	34.935%	0.16513	0.878
PARGRN-01A_vs_PARGRN-10A	304	0.935	109.74	36.099%	15.246	35.37%	0.14318	0.861
PARIRN-01A_vs_PARIRN-10A	642	0.957	210.792	32.834%	28.565	29.012%	0.10017	0.921
PARPFY-01A_vs_PARPFY-11A	498	0.934	175.889	35.319%	24.623	36.109%	0.11575	0.85
PARRCL-01A_vs_PARRCL-11A	509	0.951	156.364	30.72%	21.423	30.88%	0.08672	0.885
PARTKH-01A_vs_PARTKH-10A	538	0.929	198.35	36.868%	26.587	37.149%	0.11755	0.816
PARUGK-01A_vs_PARUGK-10A	355	0.935	137.786	38.813%	18.416	35.862%	0.15533	0.869
PARZBI-01A_vs_PARZBI-11A	587	0.963	166.814	28.418%	21.847	26.788%	0.07326	0.919
PARZRH-01A_vs_PARZRH-10A	930	0.972	216.441	23.273%	31.574	23.95%	0.05634	0.944
PASABD-01A_vs_PASABD-10A	318	0.927	130.366	40.996%	17.302	37.507%	0.15898	0.85
PASADZ-01A_vs_PASADZ-10A	592	0.95	184.06	31.091%	25.377	31.28%	0.08808	0.887
PASCDH-01A_vs_PASCDH-10A	241	0.934	99.864	41.437%	12.915	35.806%	0.19407	0.874
PASDLA-01A_vs_PASDLA-11A	282	0.921	117.52	41.674%	16.121	39.007%	0.17925	0.84
PASGCL-01A_vs_PASGCL-10A	513	0.953	169.24	32.99%	23.203	30.236%	0.11239	0.91
PASRHU-01A_vs_PASRHU-10A	228	0.953	98.224	43.081%	13.104	31.165%	0.22386	0.934
PASVDP-01A_vs_PASVDP-10A	365	0.928	139.344	38.176%	19.43	37.18%	0.15236	0.848
PASWZZ-01A_vs_PASWZZ-10A	224	0.92	107.194	47.854%	13.656	39.323%	0.24422	0.853
PASXNA-01A_vs_PASXNA-11A	496	0.932	184.199	37.137%	24.28	37.104%	0.11648	0.836
PASYNF-01A_vs_PASYNF-10A	336	0.955	125.225	37.269%	16.213	30.034%	0.14697	0.924
PASZYE-01A_vs_PASZYE-10A	491	0.958	159.56	32.497%	20.107	28.774%	0.11293	0.912
PATAFT-01A_vs_PATAFT-10A	382	0.924	142.005	37.174%	18.514	38.927%	0.12967	0.767
PATBLF-01A_vs_PATBLF-10A	725	0.972	182.597	25.186%	24.5	23.834%	0.06219	0.941
PATDVL-01A_vs_PATDVL-10A	355	0.934	135.995	38.308%	17.787	35.653%	0.15949	0.855
PATENH-01A_vs_PATENH-11A	661	0.969	187.411	28.353%	25.274	24.716%	0.07565	0.946
PATFXW-01A_vs_PATFXW-10A	482	0.95	170.875	35.451%	22.97	31.276%	0.12322	0.907
PATFZZ-01A_vs_PATFZZ-10A	554	0.934	196.854	35.533%	26.93	35.974%	0.12135	0.84
PATXEE-01A_vs_PATXEE-10A	483	0.944	180.193	37.307%	23.674	33.108%	0.14017	0.889
PATXKA-01A_vs_PATXKA-10A	442	0.936	155.868	35.264%	20.933	35.283%	0.13346	0.84
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.957	240.701	29.141%	31.862	29.083%	0.07177	0.893
PAUDPV-01A_vs_PAUDPV-11A	286	0.899	134.342	46.973%	17.864	43.845%	0.20262	0.778
PAUEKW-01A_vs_PAUEKW-10A	1267	0.98	259.042	20.445%	37.917	19.772%	0.04413	0.964
PAUFVP-01A_vs_PAUFVP-11A	704	0.966	189.332	26.894%	26.358	25.919%	0.07652	0.931
PAUGYZ-01A_vs_PAUGYZ-10A	435	0.936	164.529	37.823%	23.785	35.461%	0.14231	0.885
PAUHAZ-01A_vs_PAUHAZ-10A	259	0.937	109.724	42.364%	14.034	35.052%	0.17241	0.886
PAUNPA-01A_vs_PAUNPA-11A	761	0.958	237.26	31.177%	33.42	29.249%	0.09163	0.924
PAVCKS-01A_vs_PAVCKS-11A	1098	0.973	245.23	22.334%	34.689	23.274%	0.04734	0.936
PAVITI-01A_vs_PAVITI-10A	717	0.969	185.159	25.824%	25.039	24.852%	0.06807	0.933
PAVYDM-01A_vs_PAVYDM-11A	480	0.924	177.936	37.07%	24.282	39.298%	0.12469	0.801
PAVYKD-01A_vs_PAVYKD-10A	295	0.917	128.961	43.716%	16.943	40.193%	0.18438	0.824
PAWDGA-01A_vs_PAWDGA-11A	792	0.884	313.062	39.528%	54.053	46.761%	0.13987	0.757
PAWFBL-01A_vs_PAWFBL-11A	610	0.961	177.167	29.044%	23.865	27.506%	0.07823	0.919
PAWFWK-01A_vs_PAWFWK-10A	310	0.908	137.112	44.23%	19.942	42.023%	0.20113	0.828
SJBT030128_D1_vs_SJBT030128_G1	158	0.885	94.906	60.067%	15.428	48.072%	0.3454	0.851
SJBT030255_D1_vs_SJBT030255_G1	1136	0.946	340.667	29.988%	47.497	33.233%	0.08897	0.851
SJBT030581_D1_vs_SJBT030581_G1	1075	0.968	337.493	31.395%	49.594	26.439%	0.08437	0.955
SJBT030707_D2_vs_SJBT030707_G1	162	0.908	93.251	57.562%	12.697	41.998%	0.37503	0.865
SJBT030896_D1_vs_SJBT030896_G1	1820	0.961	583.498	32.06%	102.74	28.312%	0.08027	0.948
SJBT030997_D1_vs_SJBT030997_G1	400	0.907	183.88	45.97%	25.077	42.065%	0.19418	0.817
SJBT031235_D1_vs_SJBT031235_G1	37	0.829	40.238	108.751%	6.918	59.987%	0.99685	0.818
SJBT031605_D1_vs_SJBT031605_G1	1368	0.941	418.29	30.577%	58.657	34.754%	0.07864	0.822
SJBT031948_D2_vs_SJBT031948_G1	5707	0.994	646.348	11.326%	115.777	11.629%	0.01149	0.99
SJBT032047_D1_vs_SJBT032047_G1	7	0.29	12.562	179.457%	2.538	95.927%	2.77497	0.135
SJBT032346_D1_vs_SJBT032346_G1	662	0.967	221.13	33.403%	32.034	26.477%	0.10421	0.954
SJBT032393_D1_vs_SJBT032393_G1	991	0.979	242.663	24.487%	38.743	21.495%	0.07143	0.97
SJBT032417_D2_vs_SJBT032417_G1	95	0.881	75.865	79.858%	11.711	48.923%	0.61521	0.859
SJBT033133_D3_vs_SJBT033133_G1	9	0.432	14.783	164.256%	3.261	90.444%	2.13259	0.367
SJBT033236_D2_vs_SJBT033236_G1	57	0.817	54.523	95.654%	7.625	57.972%	0.84044	0.767
SJBT034089_D1_vs_SJBT034089_G1	46	0.877	45.853	99.68%	6.915	52.422%	0.90766	0.87
SJBT034110_D2_vs_SJBT034110_G1	119	0.848	79.566	66.862%	10.431	53.722%	0.48049	0.741
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.957	305.633	26.122%	46.02	28.907%	0.06959	0.9
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.939	185.551	33.372%	26.282	34.564%	0.10469	0.859
SJMRT063832_X1_vs_SJMRT063832_G1	17564	0.903	6252.101	35.596%	959.143	44.154%	0.10209	0.697
