Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4912_vs_AX4894	1551	0.964	397.707	25.642%	58.503	26.715%	0.05004	0.923
AX4914_vs_AX4895	686	0.956	199.21	29.039%	28.556	29.267%	0.08692	0.908
AX4915_vs_AX4895	2989	0.952	683.556	22.869%	118.255	30.994%	0.04445	0.867
AX4916_vs_AX4896	128	0.856	87.059	68.015%	11.925	51.799%	0.4016	0.778
AX4918_vs_AX4897	2334	0.976	476.829	20.43%	67.953	21.905%	0.03329	0.941
AX4921_vs_AX4898	717	0.966	201.524	28.107%	27.138	26.028%	0.07022	0.935
AX4922_vs_AX4899	4398	0.987	672.45	15.29%	119.739	16.073%	0.02061	0.98
AX4923_vs_AX4906	2563	0.945	775.673	30.264%	103.362	32.607%	0.0683	0.818
AX4924_vs_AX4901	209	0.519	228.197	109.185%	44.974	85.467%	0.94068	0.355
AX4925_vs_AX4901	174	0.885	92.62	53.23%	11.573	46.478%	0.27954	0.749
AX4926_vs_AX4904	181	0.497	204.478	112.971%	47.008	86.948%	1.08023	0.391
AX4927_vs_AX4905	772	0.976	164.428	21.299%	22.676	21.992%	0.04998	0.94
AX4928_vs_AQ5174	1357	0.943	406.581	29.962%	55.917	33.252%	0.07618	0.814
AX4929_vs_AQ5174	258	0.559	260.7	101.047%	51.762	82.992%	0.80505	0.406
AX4930_vs_AX4900	607	0.976	164.198	27.051%	22.751	22.001%	0.08345	0.962
AX4931_vs_AX4907	268	0.701	199.902	74.59%	32.4	71.317%	0.46209	0.45
AX4932_vs_AX4908	532	0.968	167.797	31.541%	23.749	25.597%	0.09811	0.951
AX4933_vs_AX4909	189	0.908	95.921	50.752%	12.519	42.035%	0.27595	0.837
AX4934_vs_AX4909	106	0.833	74.331	70.124%	10.017	55.65%	0.49283	0.724
AX4935_vs_AX4910	768	0.779	361.121	47.021%	86.961	62.834%	0.21086	0.654
AX4936_vs_AX4911	685	0.926	241.575	35.266%	35.707	37.662%	0.10413	0.83
AX4937_vs_AX4894	1512	0.971	341.404	22.58%	50.657	24.119%	0.04048	0.935
AX4938_vs_AX4896	158	0.891	86.186	54.548%	11.484	45.394%	0.27958	0.808
AX4940_vs_AX4904	871	0.931	284.34	32.645%	39.509	36.995%	0.09635	0.775
AX4942_vs_AX4898	2011	0.977	403.397	20.06%	56.666	21.369%	0.03446	0.944
AX4943_vs_AX4898	2147	0.979	392.566	18.284%	58.229	20.584%	0.0332	0.948
AX4944_vs_AX4897	2153	0.977	419.589	19.489%	61.167	21.334%	0.03377	0.945
AX4945_vs_AX4898	804	0.972	205.634	25.576%	27.255	23.74%	0.05962	0.944
AX4946_vs_AX4895	4399	0.992	526.209	11.962%	75.945	12.39%	0.01365	0.984
AX4947_vs_AX4895	4293	0.991	564.815	13.157%	82.326	13.84%	0.01381	0.98
AX4951_vs_AX4903	152	0.923	85.333	56.14%	11.876	38.735%	0.35833	0.896
AX4958_vs_AQ5174	2943	0.982	463.827	15.76%	70.602	19.192%	0.02313	0.947
AX4961_vs_AQ5174	2983	0.985	446.426	14.966%	65.922	17.854%	0.02287	0.956
DIAF_vs_BLOOD	1244	0.978	243.83	19.6%	32.487	20.653%	0.0365	0.937
HK_vs_BLOOD	18	0.683	21.295	118.306%	4.261	73.076%	1.52007	0.638
LNMETA_vs_BLOOD	867	0.975	202.238	23.326%	25.584	22.328%	0.05436	0.936
LN_vs_BLOOD	562	0.963	163.169	29.034%	20.829	27.071%	0.08677	0.915
