NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	257.809	47.413	37.515	39.518	0.279	0.833	120000.0
2	257.328	47.308	37.21	39.519	0.276	0.832	30000.0
3	263.661	47.384	38.618	39.916	0.279	0.832	60000.0
4	262.926	48.636	38.602	41.174	0.281	0.816	100000.0
5	257.41	47.877	37.219	40.073	0.274	0.827	60000.0
6	262.481	47.497	37.972	39.863	0.272	0.831	60000.0
7	260.331	47.275	37.667	39.35	0.271	0.834	80000.0
8	261.147	47.235	38.18	39.519	0.264	0.837	90000.0
9	259.192	48.642	37.914	41.003	0.285	0.818	50000.0
10	261.696	48.1	38.332	40.399	0.281	0.828	70000.0
11	261.136	48.266	38.375	40.741	0.28	0.823	60000.0
12	262.466	48.156	38.169	40.697	0.283	0.82	60000.0
13	263.071	48.479	38.582	40.91	0.284	0.822	50000.0
14	259.948	47.649	37.933	40.337	0.272	0.824	80000.0
15	261.051	47.301	37.855	39.671	0.272	0.832	30000.0
16	262.459	47.655	37.924	39.907	0.275	0.828	70000.0
17	258.628	47.188	37.934	39.635	0.272	0.831	30000.0
18	261.881	47.958	38.225	40.318	0.274	0.822	80000.0
19	262.692	48.498	37.887	40.447	0.283	0.825	40000.0
20	257.015	47.507	37.659	39.743	0.273	0.831	70000.0
21	267.176	48.075	38.747	40.0	0.28	0.832	80000.0
22	260.524	47.924	37.712	40.1	0.276	0.828	40000.0
23	257.65	47.514	37.524	39.798	0.275	0.829	70000.0
24	257.385	47.86	37.625	40.173	0.282	0.825	80000.0
25	254.849	46.741	36.828	39.217	0.272	0.836	50000.0
26	255.737	47.219	37.352	39.608	0.277	0.832	60000.0
27	262.403	48.304	38.229	40.37	0.284	0.823	50000.0
28	256.794	47.016	37.361	39.808	0.272	0.829	70000.0
29	258.853	47.672	37.709	40.231	0.281	0.824	60000.0
30	263.069	49.297	39.257	41.884	0.297	0.814	40000.0
31	258.395	47.201	37.709	39.668	0.269	0.833	60000.0
