Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PARECB-01A_vs_PARECB-11A	276	0.924	114.833	41.606%	14.747	38.281%	0.18348	0.829
PAREWI-01A_vs_PAREWI-11A	347	0.949	124.562	35.897%	16.22	31.658%	0.15123	0.899
PARGRN-01A_vs_PARGRN-10A	304	0.944	105.94	34.849%	14.178	32.892%	0.13153	0.881
PARIRN-01A_vs_PARIRN-10A	642	0.975	152.031	23.681%	21.799	22.14%	0.06453	0.956
PARPFY-01A_vs_PARPFY-11A	498	0.942	168.511	33.838%	23.001	33.73%	0.10787	0.864
PARRCL-01A_vs_PARRCL-11A	509	0.956	151.839	29.831%	20.448	29.474%	0.07933	0.896
PARTKH-01A_vs_PARTKH-10A	538	0.945	172.242	32.015%	23.535	32.885%	0.10313	0.86
PARUGK-01A_vs_PARUGK-10A	355	0.948	127.795	35.999%	16.471	32.075%	0.14269	0.895
PARZBI-01A_vs_PARZBI-11A	587	0.965	163.702	27.888%	21.409	26.251%	0.07223	0.923
PARZRH-01A_vs_PARZRH-10A	930	0.982	189.415	20.367%	25.073	19.019%	0.04545	0.962
PASABD-01A_vs_PASABD-10A	318	0.933	127.721	40.164%	16.647	36.087%	0.16005	0.861
PASADZ-01A_vs_PASADZ-10A	592	0.957	173.508	29.309%	23.678	29.185%	0.08076	0.902
PASCDH-01A_vs_PASCDH-10A	241	0.942	93.286	38.708%	12.106	33.563%	0.17608	0.889
PASDLA-01A_vs_PASDLA-11A	282	0.925	116.523	41.32%	15.747	38.103%	0.17508	0.847
PASGCL-01A_vs_PASGCL-10A	513	0.968	140.401	27.369%	19.16	24.967%	0.08731	0.94
PASRHU-01A_vs_PASRHU-10A	228	0.964	83.507	36.626%	11.163	26.548%	0.20237	0.948
PASVDP-01A_vs_PASVDP-10A	365	0.943	117.709	32.249%	17.354	33.208%	0.12753	0.881
PASWZZ-01A_vs_PASWZZ-10A	224	0.928	102.018	45.544%	12.981	37.38%	0.23424	0.869
PASXNA-01A_vs_PASXNA-11A	496	0.952	154.875	31.225%	20.114	30.738%	0.08898	0.877
PASYNF-01A_vs_PASYNF-10A	336	0.956	122.647	36.502%	15.904	29.462%	0.14305	0.924
PASZYE-01A_vs_PASZYE-10A	491	0.961	148.903	30.326%	19.212	27.493%	0.10464	0.919
PATAFT-01A_vs_PATAFT-10A	382	0.933	136.542	35.744%	17.255	36.28%	0.11642	0.784
PATBLF-01A_vs_PATBLF-10A	725	0.977	164.133	22.639%	21.852	21.258%	0.05556	0.953
PATDVL-01A_vs_PATDVL-10A	355	0.941	129.346	36.435%	16.872	33.818%	0.14822	0.871
PATENH-01A_vs_PATENH-11A	661	0.982	150.408	22.755%	19.43	19.001%	0.0649	0.968
PATFXW-01A_vs_PATFXW-10A	482	0.956	155.868	32.338%	21.503	29.278%	0.11432	0.919
PATFZZ-01A_vs_PATFZZ-10A	554	0.952	183.896	33.194%	22.824	30.489%	0.09793	0.885
PATXEE-01A_vs_PATXEE-10A	483	0.953	166.736	34.521%	21.71	30.361%	0.12207	0.908
PATXKA-01A_vs_PATXKA-10A	442	0.939	150.586	34.069%	20.386	34.361%	0.12886	0.849
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.971	201.073	24.343%	26.422	24.118%	0.05624	0.927
PAUDPV-01A_vs_PAUDPV-11A	286	0.927	113.929	39.835%	15.264	37.464%	0.16094	0.844
PAUEKW-01A_vs_PAUEKW-10A	1267	0.989	199.036	15.709%	28.855	15.047%	0.02897	0.979
PAUFVP-01A_vs_PAUFVP-11A	704	0.975	163.88	23.278%	22.8	22.42%	0.06128	0.949
PAUGYZ-01A_vs_PAUGYZ-10A	435	0.966	133.522	30.695%	17.323	25.826%	0.10911	0.94
PAUHAZ-01A_vs_PAUHAZ-10A	259	0.942	101.822	39.314%	13.534	33.803%	0.16516	0.895
PAUNPA-01A_vs_PAUNPA-11A	761	0.978	173.788	22.837%	23.683	20.728%	0.06416	0.959
PAVCKS-01A_vs_PAVCKS-11A	1098	0.983	205.233	18.692%	27.335	18.34%	0.03611	0.961
PAVITI-01A_vs_PAVITI-10A	717	0.973	179.341	25.013%	23.442	23.267%	0.06358	0.941
PAVYDM-01A_vs_PAVYDM-11A	480	0.946	146.466	30.514%	20.018	32.397%	0.09407	0.85
PAVYKD-01A_vs_PAVYKD-10A	295	0.925	124.04	42.047%	16.054	38.084%	0.17492	0.839
PAWDGA-01A_vs_PAWDGA-11A	792	0.944	252.344	31.862%	38.011	32.883%	0.08948	0.888
PAWFBL-01A_vs_PAWFBL-11A	610	0.971	157.547	25.827%	20.639	23.788%	0.0624	0.94
PAWFWK-01A_vs_PAWFWK-10A	310	0.937	123.817	39.941%	16.621	35.025%	0.16911	0.883
SJBT030128_D1_vs_SJBT030128_G1	158	0.955	64.771	40.994%	9.569	29.816%	0.2074	0.939
SJBT030255_D1_vs_SJBT030255_G1	1136	0.972	252.926	22.265%	33.523	23.456%	0.04548	0.917
SJBT030581_D1_vs_SJBT030581_G1	1075	0.985	242.155	22.526%	32.69	17.428%	0.05138	0.977
SJBT030707_D2_vs_SJBT030707_G1	162	0.93	81.818	50.505%	11.104	36.729%	0.32629	0.899
SJBT030896_D1_vs_SJBT030896_G1	1820	0.981	394.736	21.689%	70.441	19.411%	0.0403	0.974
SJBT030997_D1_vs_SJBT030997_G1	400	0.92	175.251	43.813%	23.501	39.421%	0.17842	0.844
SJBT031235_D1_vs_SJBT031235_G1	37	0.894	31.416	84.908%	5.284	45.818%	0.67238	0.882
SJBT031605_D1_vs_SJBT031605_G1	1368	0.977	258.667	18.908%	36.172	21.432%	0.03944	0.925
SJBT031948_D2_vs_SJBT031948_G1	5707	0.995	587.506	10.294%	100.842	10.129%	0.00934	0.992
SJBT032047_D1_vs_SJBT032047_G1	7	0.335	12.206	174.371%	2.496	94.34%	2.66406	0.212
SJBT032346_D1_vs_SJBT032346_G1	662	0.98	181.23	27.376%	23.973	19.814%	0.07639	0.971
SJBT032393_D1_vs_SJBT032393_G1	991	0.992	173.53	17.511%	23.241	12.894%	0.04005	0.988
SJBT032417_D2_vs_SJBT032417_G1	95	0.914	63.88	67.242%	9.798	40.932%	0.49542	0.896
SJBT033133_D3_vs_SJBT033133_G1	9	0.539	14.102	156.689%	3.075	85.285%	1.91879	0.505
SJBT033236_D2_vs_SJBT033236_G1	57	0.848	51.203	89.83%	7.028	53.433%	0.70493	0.809
SJBT034089_D1_vs_SJBT034089_G1	46	0.919	34.309	74.585%	5.238	39.709%	0.64973	0.907
SJBT034110_D2_vs_SJBT034110_G1	119	0.864	79.544	66.844%	9.775	50.344%	0.44267	0.764
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.98	226.542	19.363%	31.939	20.062%	0.04847	0.955
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.962	159.143	28.623%	20.798	27.352%	0.07776	0.912
SJMRT063832_X1_vs_SJMRT063832_G1	17564	1.0	425.022	2.42%	61.44	2.828%	0.00055	0.999
