Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PARZRH-01A_vs_PARZRH-10A	31	0.66	36.146	116.6%	5.385	75.405%	0.99725	0.553
PASABD-01A_vs_PASABD-10A	121	0.84	78.993	65.283%	10.465	54.332%	0.41824	0.709
PASADZ-01A_vs_PASADZ-10A	25	0.633	31.939	127.756%	4.454	77.534%	1.13618	0.508
PASCDH-01A_vs_PASCDH-10A	335	0.913	148.038	44.19%	20.519	40.851%	0.19425	0.83
PASDLA-01A_vs_PASDLA-11A	34	0.611	37.928	111.553%	6.35	79.375%	1.01237	0.483
PASVDP-01A_vs_PASVDP-10A	54	0.566	58.978	109.219%	9.365	82.776%	1.03497	0.347
PASWZZ-01A_vs_PASWZZ-10A	64	0.773	56.402	88.128%	7.453	63.444%	0.68712	0.646
PASXNA-01A_vs_PASXNA-11A	14	0.388	22.453	160.379%	3.7	92.5%	1.96249	0.193
PATAFT-01A_vs_PATAFT-10A	136	0.763	91.128	67.006%	12.375	65.587%	0.41178	0.389
PATDVL-01A_vs_PATDVL-10A	18	0.425	26.874	149.3%	4.461	91.06%	1.88239	0.241
PATENH-01A_vs_PATENH-11A	64	0.809	52.262	81.659%	6.624	59.011%	0.60222	0.697
PATFXW-01A_vs_PATFXW-10A	102	0.824	70.096	68.722%	9.176	56.69%	0.46165	0.672
PATFZZ-01A_vs_PATFZZ-10A	123	0.818	78.797	64.063%	10.519	57.644%	0.42773	0.612
PATXEE-01A_vs_PATXEE-10A	360	0.925	153.467	42.63%	20.212	38.143%	0.17682	0.849
PAUEKW-01A_vs_PAUEKW-10A	38	0.843	32.226	84.805%	4.686	54.474%	0.68832	0.801
PAUFVP-01A_vs_PAUFVP-11A	63	0.66	61.385	97.437%	8.316	75.6%	0.86655	0.399
PAUGYZ-01A_vs_PAUGYZ-10A	97	0.841	59.656	61.501%	8.132	54.213%	0.35684	0.694
PAUHAZ-01A_vs_PAUHAZ-10A	98	0.815	64.763	66.085%	9.184	58.085%	0.44466	0.664
PAVCKS-01A_vs_PAVCKS-11A	48	0.755	43.811	91.273%	5.877	65.707%	0.74184	0.625
PAVYKD-01A_vs_PAVYKD-10A	38	0.731	38.65	101.711%	5.395	68.517%	0.95956	0.626
PAWFBL-01A_vs_PAWFBL-11A	35	0.702	35.754	102.154%	5.008	71.543%	0.83593	0.57
PAWFWK-01A_vs_PAWFWK-10A	98	0.795	76.579	78.142%	10.734	60.769%	0.53274	0.68
SJBT030128_D1_vs_SJBT030128_G1	62	0.807	46.654	75.248%	6.199	59.105%	0.50424	0.672
SJBT030255_D1_vs_SJBT030255_G1	113	0.761	80.47	71.212%	10.817	65.709%	0.54883	0.465
SJBT030581_D1_vs_SJBT030581_G1	14	0.425	22.485	160.607%	3.39	90.602%	1.76487	0.211
SJBT030997_D1_vs_SJBT030997_G1	107	0.804	78.894	73.733%	11.07	59.427%	0.52315	0.68
SJBT031235_D1_vs_SJBT031235_G1	121	0.932	66.514	54.97%	9.067	36.443%	0.36347	0.909
SJBT031605_D1_vs_SJBT031605_G1	2274	0.956	589.725	25.933%	82.454	29.313%	0.04939	0.856
SJBT031948_D2_vs_SJBT031948_G1	1439	0.962	358.987	24.947%	57.14	27.181%	0.05528	0.925
SJBT032346_D1_vs_SJBT032346_G1	30	0.679	31.9	106.333%	4.758	73.418%	0.90651	0.553
SJBT032393_D1_vs_SJBT032393_G1	1394	0.991	222.155	15.937%	35.563	13.694%	0.02818	0.987
SJBT032417_D2_vs_SJBT032417_G1	248	0.912	110.576	44.587%	15.134	41.129%	0.21347	0.827
SJBT033236_D2_vs_SJBT033236_G1	38	0.871	32.697	86.045%	4.971	49.22%	0.73941	0.847
SJBT034089_D1_vs_SJBT034089_G1	35	0.836	34.019	97.197%	5.358	54.972%	0.89766	0.807
SJBT034110_D2_vs_SJBT034110_G1	118	0.893	68.018	57.642%	8.778	45.03%	0.34173	0.82
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.859	116.996	53.18%	17.85	51.4%	0.25795	0.747
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.933	142.65	34.708%	20.911	36.07%	0.11923	0.855
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.43	20.895	160.731%	3.497	90.292%	1.8612	0.276
