NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	323.703	43.217	47.349	37.915	0.23	0.837	70000.0
2	320.382	42.752	46.685	37.572	0.222	0.843	50000.0
3	325.166	42.725	47.996	37.527	0.227	0.843	60000.0
4	325.062	43.195	47.252	37.283	0.228	0.845	90000.0
5	318.772	42.502	45.978	37.003	0.231	0.844	60000.0
6	321.247	42.977	46.72	37.6	0.232	0.839	40000.0
7	321.356	43.132	47.168	37.6	0.23	0.842	130000.0
8	317.778	42.341	46.109	36.876	0.234	0.845	60000.0
9	321.65	42.61	46.668	37.287	0.222	0.844	50000.0
10	324.346	43.19	46.942	37.494	0.234	0.842	140000.0
11	320.803	42.492	46.296	36.883	0.218	0.852	40000.0
12	324.047	43.199	47.279	37.767	0.226	0.842	40000.0
13	322.328	42.378	46.586	37.123	0.221	0.844	60000.0
14	322.883	42.621	47.52	37.516	0.233	0.841	30000.0
15	319.533	42.205	46.553	36.909	0.221	0.847	130000.0
16	323.83	43.251	47.204	37.719	0.227	0.842	40000.0
17	323.206	42.825	46.673	37.304	0.23	0.841	80000.0
18	320.269	42.551	46.395	37.153	0.223	0.847	170000.0
19	324.78	43.392	47.785	37.738	0.233	0.841	70000.0
20	323.637	42.404	47.055	36.839	0.219	0.849	70000.0
21	320.308	43.404	46.623	37.64	0.231	0.841	100000.0
22	316.576	41.86	46.117	36.591	0.217	0.852	70000.0
23	320.43	42.944	46.667	37.795	0.224	0.839	160000.0
24	325.054	42.921	47.001	37.311	0.223	0.844	90000.0
25	321.711	42.774	46.789	37.641	0.225	0.84	80000.0
26	321.097	42.905	46.867	37.387	0.231	0.841	190000.0
27	324.821	42.809	47.28	37.356	0.224	0.846	50000.0
28	326.099	43.217	47.461	37.514	0.22	0.848	80000.0
29	318.234	42.558	46.456	37.21	0.226	0.843	30000.0
30	321.938	42.713	46.799	37.199	0.223	0.847	210000.0
31	322.366	42.927	47.064	37.544	0.229	0.843	40000.0
32	319.912	42.925	46.592	37.34	0.226	0.843	200000.0
33	321.292	42.754	46.51	37.484	0.22	0.844	50000.0
34	321.615	42.637	47.19	37.335	0.225	0.845	150000.0
35	320.022	42.564	46.623	37.185	0.223	0.843	60000.0
36	324.697	43.161	47.534	37.648	0.232	0.838	60000.0
37	323.052	42.595	47.14	37.248	0.231	0.846	70000.0
38	324.593	43.346	47.464	37.839	0.234	0.836	40000.0
39	319.544	42.316	46.497	36.877	0.218	0.85	60000.0
40	323.691	44.257	47.819	38.564	0.237	0.834	40000.0
41	319.257	42.411	46.647	37.276	0.228	0.844	100000.0
42	323.886	43.456	47.331	37.772	0.232	0.842	20000.0
43	318.887	42.983	46.426	37.443	0.23	0.84	50000.0
44	323.582	42.598	47.269	37.018	0.223	0.849	140000.0
45	319.214	42.692	46.327	37.294	0.224	0.843	50000.0
46	321.324	42.497	46.537	37.042	0.219	0.848	100000.0
