NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
47	322.839	42.996	46.557	37.537	0.227	0.841	30000.0
48	323.574	42.967	46.883	37.528	0.229	0.841	160000.0
49	322.838	42.649	47.231	37.589	0.227	0.842	90000.0
50	317.776	42.21	46.312	36.698	0.211	0.854	90000.0
51	323.035	43.494	47.095	38.037	0.234	0.836	150000.0
52	323.664	43.041	47.251	37.537	0.231	0.844	140000.0
53	321.853	42.929	47.107	37.531	0.227	0.844	50000.0
54	320.104	42.531	47.309	37.507	0.217	0.846	90000.0
55	320.045	42.005	46.608	36.814	0.216	0.85	160000.0
56	322.898	43.108	46.769	37.692	0.223	0.839	110000.0
57	319.912	42.628	46.478	37.167	0.222	0.848	40000.0
58	322.365	42.952	46.631	37.477	0.226	0.842	100000.0
59	319.006	43.056	46.765	37.454	0.232	0.843	90000.0
60	325.815	42.715	47.308	37.399	0.221	0.845	80000.0
61	320.462	42.667	46.737	37.245	0.223	0.845	240000.0
62	323.565	42.907	46.785	37.373	0.222	0.841	70000.0
63	321.342	42.894	46.592	37.432	0.221	0.843	50000.0
64	321.572	42.588	46.846	37.202	0.225	0.847	320000.0
65	321.482	42.542	46.676	37.114	0.226	0.846	60000.0
66	320.049	42.451	46.507	37.065	0.221	0.846	60000.0
67	318.021	42.324	46.246	37.062	0.221	0.849	70000.0
68	316.399	42.473	46.064	36.929	0.226	0.847	40000.0
69	324.591	43.233	47.243	37.724	0.232	0.842	40000.0
70	323.775	43.102	47.232	37.793	0.221	0.843	100000.0
71	321.278	42.845	46.91	37.281	0.222	0.846	40000.0
72	319.471	42.965	46.829	37.561	0.238	0.838	40000.0
73	319.764	43.239	46.705	37.619	0.229	0.84	140000.0
74	324.581	43.484	47.061	37.698	0.233	0.839	60000.0
75	326.506	43.718	47.243	37.728	0.238	0.842	50000.0
76	321.165	42.71	46.366	37.117	0.224	0.847	180000.0
77	322.128	43.282	46.805	37.726	0.237	0.839	40000.0
78	319.212	42.712	46.502	37.206	0.226	0.846	60000.0
79	322.598	42.744	46.748	37.366	0.229	0.84	60000.0
80	319.73	42.119	46.243	36.551	0.22	0.851	80000.0
81	321.497	43.448	46.88	37.629	0.234	0.839	40000.0
82	325.496	43.415	47.936	38.059	0.225	0.839	80000.0
83	325.57	42.776	47.196	37.196	0.223	0.848	140000.0
84	321.043	42.381	46.588	36.956	0.217	0.849	80000.0
85	318.776	42.806	46.625	37.362	0.23	0.841	70000.0
86	321.521	42.456	46.458	37.053	0.224	0.847	80000.0
87	322.132	42.939	47.197	37.562	0.226	0.843	50000.0
88	320.98	43.035	46.69	37.686	0.227	0.84	60000.0
89	318.487	42.79	46.175	37.256	0.233	0.842	80000.0
90	319.845	42.704	47.032	37.457	0.222	0.844	90000.0
91	317.336	42.727	46.085	37.136	0.225	0.845	80000.0
92	326.137	43.173	47.696	38.098	0.222	0.837	50000.0
93	319.464	42.181	46.498	37.05	0.221	0.847	60000.0
94	322.162	42.367	46.947	36.945	0.217	0.849	30000.0
95	318.059	42.55	46.399	37.133	0.229	0.843	50000.0
96	320.923	42.519	46.476	36.951	0.22	0.851	50000.0
97	320.909	42.811	46.912	37.209	0.219	0.848	60000.0
98	322.743	43.376	46.896	37.621	0.231	0.841	70000.0
99	322.884	42.765	46.871	37.438	0.222	0.843	90000.0
100	318.2	42.296	46.441	36.941	0.217	0.851	30000.0
