Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PAUEKW-01A_vs_PAUEKW-10A	1305	0.989	207.882	15.93%	29.907	15.033%	0.02827	0.98
PAUFVP-01A_vs_PAUFVP-11A	767	0.967	199.659	26.031%	27.513	25.396%	0.06927	0.931
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.943	184.22	34.628%	26.432	33.413%	0.11193	0.889
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.944	128.475	35.987%	17.849	33.582%	0.13853	0.894
PAUNPA-01A_vs_PAUNPA-11A	761	0.965	215.764	28.353%	29.793	26.075%	0.08558	0.935
PAVCKS-01A_vs_PAVCKS-11A	1146	0.98	224.416	19.583%	30.516	19.689%	0.03716	0.954
PAVITI-01A_vs_PAVITI-10A	717	0.968	190.023	26.503%	25.444	25.254%	0.07014	0.931
PAVYDM-01A_vs_PAVYDM-11A	480	0.927	171.261	35.679%	23.47	37.984%	0.11799	0.802
PAVYKD-01A_vs_PAVYKD-10A	333	0.931	133.267	40.02%	17.195	36.668%	0.15764	0.849
PAWDGA-01A_vs_PAWDGA-11A	792	0.887	304.967	38.506%	53.47	46.257%	0.13429	0.763
PAWFBL-01A_vs_PAWFBL-11A	645	0.964	180.866	28.041%	24.214	26.443%	0.07064	0.925
PAWFWK-01A_vs_PAWFWK-10A	408	0.907	175.849	43.1%	25.86	42.151%	0.17122	0.819
SJBT030128_D1_vs_SJBT030128_G1	220	0.922	100.152	45.524%	15.539	38.727%	0.21328	0.884
SJBT030255_D1_vs_SJBT030255_G1	1249	0.948	357.276	28.605%	50.388	32.549%	0.08251	0.848
SJBT030581_D1_vs_SJBT030581_G1	1089	0.982	265.67	24.396%	35.957	19.051%	0.05586	0.972
SJBT030707_D2_vs_SJBT030707_G1	162	0.925	85.929	53.043%	11.494	38.019%	0.32307	0.891
SJBT030896_D1_vs_SJBT030896_G1	1820	0.957	616.702	33.885%	105.448	29.058%	0.10086	0.942
SJBT030997_D1_vs_SJBT030997_G1	507	0.93	202.355	39.912%	27.12	36.875%	0.1311	0.855
SJBT031235_D1_vs_SJBT031235_G1	158	0.944	82.284	52.078%	11.351	32.96%	0.30537	0.928
SJBT031605_D1_vs_SJBT031605_G1	3642	0.956	887.515	24.369%	129.968	29.339%	0.0494	0.846
SJBT031948_D2_vs_SJBT031948_G1	7146	0.994	752.482	10.53%	132.47	11.101%	0.00992	0.99
SJBT032047_D1_vs_SJBT032047_G1	7	0.314	12.464	178.057%	2.514	95.02%	2.77398	0.172
SJBT032346_D1_vs_SJBT032346_G1	692	0.979	186.747	26.987%	25.377	20.373%	0.07218	0.969
SJBT032393_D1_vs_SJBT032393_G1	2385	0.99	408.395	17.123%	62.251	14.248%	0.03172	0.985
SJBT032417_D2_vs_SJBT032417_G1	343	0.926	144.19	42.038%	20.068	38.178%	0.18371	0.864
SJBT033133_D3_vs_SJBT033133_G1	9	0.434	15.411	171.233%	3.276	90.86%	2.10717	0.4
SJBT033236_D2_vs_SJBT033236_G1	95	0.924	57.525	60.553%	8.101	38.231%	0.47017	0.903
SJBT034089_D1_vs_SJBT034089_G1	81	0.933	50.436	62.267%	7.777	35.911%	0.47812	0.922
SJBT034110_D2_vs_SJBT034110_G1	237	0.934	103.104	43.504%	13.027	35.842%	0.21533	0.878
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.959	364.163	26.199%	52.799	28.361%	0.06438	0.9
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.956	257.575	26.637%	37.527	29.432%	0.06156	0.885
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.993	1913.325	10.885%	258.503	11.892%	0.00934	0.978
