NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	126.102	76.193	18.741	56.446	0.593	0.689	110000.0
2	125.008	76.908	18.631	56.689	0.606	0.686	40000.0
3	123.82	75.386	18.519	56.054	0.582	0.696	40000.0
4	124.52	76.524	18.554	56.234	0.6	0.692	30000.0
5	121.565	76.43	18.23	56.003	0.611	0.693	70000.0
6	122.242	75.903	18.239	55.948	0.6	0.694	50000.0
7	123.071	74.428	18.482	55.119	0.581	0.711	50000.0
8	120.288	76.741	17.817	56.272	0.607	0.683	30000.0
9	124.951	75.627	18.676	55.679	0.591	0.703	50000.0
10	126.295	76.526	18.986	56.408	0.605	0.693	40000.0
11	122.434	77.021	18.334	56.139	0.611	0.69	50000.0
12	124.225	76.079	18.398	55.936	0.605	0.693	70000.0
13	119.583	75.218	17.807	55.482	0.593	0.695	80000.0
14	121.709	76.074	18.093	55.957	0.596	0.696	40000.0
15	121.739	75.936	18.236	55.859	0.597	0.699	110000.0
16	125.771	76.963	18.945	56.965	0.612	0.683	50000.0
17	122.708	76.27	18.339	56.365	0.601	0.69	80000.0
18	121.935	75.745	18.152	56.011	0.592	0.695	50000.0
19	125.283	76.116	18.955	56.116	0.593	0.699	50000.0
20	119.844	75.951	17.786	56.006	0.603	0.692	140000.0
21	123.962	76.368	18.617	56.595	0.604	0.693	50000.0
22	121.935	76.021	18.029	56.184	0.595	0.692	50000.0
23	121.621	75.042	17.98	55.495	0.582	0.698	80000.0
24	123.798	76.432	18.662	56.256	0.605	0.696	60000.0
25	122.626	77.889	18.34	57.19	0.617	0.681	30000.0
26	123.567	76.661	18.473	56.363	0.605	0.693	50000.0
27	122.067	74.854	18.16	54.985	0.584	0.71	50000.0
28	121.592	75.599	18.243	56.3	0.593	0.687	70000.0
29	124.409	74.996	18.928	56.11	0.578	0.699	50000.0
30	119.088	75.046	17.495	54.743	0.59	0.706	40000.0
31	123.687	76.157	18.585	56.228	0.601	0.695	30000.0
32	123.21	75.652	18.478	55.799	0.594	0.699	50000.0
33	122.554	75.426	18.549	56.123	0.591	0.697	60000.0
34	122.238	75.146	17.967	55.448	0.588	0.702	60000.0
35	122.216	74.603	18.34	55.37	0.581	0.705	60000.0
36	123.242	76.859	18.31	56.481	0.614	0.688	90000.0
37	122.602	75.364	18.247	55.845	0.593	0.696	80000.0
38	123.057	76.27	18.243	56.282	0.604	0.69	60000.0
39	124.78	74.543	18.635	55.28	0.576	0.713	40000.0
40	121.529	74.273	18.024	54.94	0.587	0.709	70000.0
41	124.947	77.227	18.965	56.896	0.616	0.69	60000.0
42	121.786	75.826	18.266	56.173	0.581	0.697	50000.0
43	122.656	77.313	18.445	57.155	0.619	0.676	60000.0
44	124.528	75.593	18.661	56.51	0.593	0.693	60000.0
45	121.127	74.796	18.154	55.448	0.585	0.705	60000.0
46	124.367	76.177	18.531	55.979	0.602	0.702	80000.0
47	123.943	75.806	18.606	56.58	0.601	0.688	50000.0
48	124.565	74.256	18.712	55.01	0.581	0.718	30000.0
49	125.949	75.537	18.619	55.316	0.592	0.704	60000.0
50	124.27	75.015	18.433	55.552	0.584	0.699	80000.0
51	123.837	75.243	18.365	55.765	0.583	0.7	50000.0
52	124.201	76.155	18.796	56.442	0.608	0.693	70000.0
53	122.994	75.909	18.385	56.337	0.602	0.697	60000.0
54	123.273	75.477	18.218	56.104	0.59	0.692	30000.0
55	122.537	75.354	18.43	56.122	0.59	0.695	80000.0
56	120.378	75.409	18.071	55.141	0.6	0.706	60000.0
57	123.357	77.016	18.483	56.794	0.617	0.679	40000.0
58	125.24	76.475	18.635	56.394	0.606	0.695	40000.0
59	124.564	76.561	18.753	56.846	0.608	0.689	70000.0
60	123.124	76.599	18.241	56.116	0.6	0.697	50000.0
61	123.855	76.481	18.38	56.475	0.591	0.692	80000.0
62	122.833	76.323	18.377	56.228	0.605	0.694	70000.0
63	126.65	75.386	19.11	56.408	0.59	0.691	50000.0
64	121.37	76.107	18.022	55.89	0.605	0.694	60000.0
65	124.201	77.419	18.69	57.254	0.614	0.68	40000.0
66	124.498	75.789	18.645	56.085	0.591	0.696	60000.0
67	124.183	76.171	18.484	56.457	0.597	0.688	30000.0
68	122.864	75.965	18.273	56.205	0.6	0.693	90000.0
69	121.849	76.309	17.948	56.072	0.603	0.693	70000.0
70	123.769	76.983	18.512	56.66	0.616	0.685	70000.0
71	121.731	75.944	18.192	55.563	0.602	0.7	50000.0
72	122.039	76.567	18.1	56.155	0.611	0.686	50000.0
73	119.104	74.912	17.783	55.144	0.589	0.708	30000.0
74	122.073	74.952	17.944	54.936	0.586	0.705	40000.0
75	126.094	74.954	18.566	55.063	0.59	0.714	50000.0
76	122.813	75.695	18.27	55.849	0.59	0.699	50000.0
77	123.886	74.87	18.454	55.309	0.589	0.707	70000.0
78	120.802	75.412	17.937	55.039	0.596	0.703	80000.0
79	123.036	75.03	18.202	55.569	0.585	0.7	70000.0
80	124.556	75.473	18.627	55.8	0.591	0.698	50000.0
81	122.875	76.3	18.243	56.075	0.605	0.689	50000.0
82	125.408	76.655	18.936	56.65	0.604	0.688	50000.0
83	125.805	76.647	19.273	56.617	0.592	0.697	90000.0
84	121.887	76.784	18.35	56.189	0.614	0.694	50000.0
85	122.122	74.864	18.146	55.179	0.588	0.709	60000.0
86	122.853	75.167	18.56	55.865	0.577	0.702	90000.0
87	125.804	77.188	18.62	56.959	0.605	0.681	50000.0
88	122.812	76.042	18.256	56.468	0.596	0.69	30000.0
89	123.822	76.698	18.302	56.225	0.601	0.687	80000.0
90	122.003	75.637	18.241	55.812	0.58	0.698	70000.0
91	123.503	76.65	18.338	56.353	0.602	0.687	40000.0
92	123.716	76.057	18.865	56.471	0.6	0.694	70000.0
93	123.328	75.973	18.072	55.866	0.607	0.698	100000.0
94	119.949	75.627	17.658	55.809	0.586	0.692	50000.0
95	122.319	74.969	18.536	55.991	0.589	0.696	70000.0
96	121.884	75.106	18.224	55.2	0.587	0.705	60000.0
97	122.444	75.227	18.348	55.676	0.593	0.705	30000.0
98	120.219	75.336	17.983	55.564	0.592	0.696	70000.0
99	122.067	75.334	18.179	55.515	0.597	0.704	40000.0
100	123.33	76.837	18.121	56.422	0.608	0.684	40000.0
