Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4912_vs_AX4894	1912	0.984	308.023	16.11%	46.245	17.819%	0.02427	0.963
AX4914_vs_AX4895	956	0.972	222.767	23.302%	30.708	23.394%	0.05145	0.937
AX4915_vs_AX4895	3472	0.98	576.362	16.6%	87.77	20.03%	0.02463	0.942
AX4916_vs_AX4896	533	0.963	152.956	28.697%	22.836	26.884%	0.09017	0.937
AX4918_vs_AX4897	2626	0.993	294.798	11.226%	41.373	12.032%	0.01363	0.982
AX4921_vs_AX4898	1234	0.986	205.315	16.638%	28.588	16.464%	0.03297	0.971
AX4922_vs_AX4899	4398	0.988	639.841	14.548%	116.73	15.669%	0.01987	0.981
AX4923_vs_AX4906	2859	0.984	469.773	16.431%	63.09	17.815%	0.02424	0.952
AX4924_vs_AX4901	209	0.963	86.934	41.595%	14.441	27.443%	0.20716	0.956
AX4925_vs_AX4901	863	0.977	184.688	21.401%	24.511	21.253%	0.0562	0.946
AX4926_vs_AX4904	181	0.967	80.818	44.651%	14.981	27.709%	0.24773	0.964
AX4927_vs_AX4905	1745	0.991	250.36	14.347%	31.771	13.725%	0.01971	0.977
AX4928_vs_AQ5174	1675	0.971	350.523	20.927%	49.966	23.88%	0.04327	0.91
AX4929_vs_AQ5174	258	0.981	83.343	32.303%	12.198	19.558%	0.13604	0.977
AX4930_vs_AX4900	1106	0.989	177.556	16.054%	24.571	14.58%	0.0368	0.981
AX4931_vs_AX4907	268	0.935	115.359	43.044%	16.165	35.581%	0.20111	0.895
AX4932_vs_AX4908	851	0.982	192.796	22.655%	26.14	18.975%	0.04276	0.97
AX4933_vs_AX4909	1146	0.938	392.017	34.207%	50.995	34.567%	0.10978	0.824
AX4934_vs_AX4909	531	0.957	176.967	33.327%	22.979	29.073%	0.1058	0.917
AX4935_vs_AX4910	2613	0.99	428.333	16.392%	67.484	14.295%	0.02634	0.985
AX4936_vs_AX4911	685	0.972	175.584	25.633%	22.245	23.463%	0.0652	0.938
AX4937_vs_AX4894	1783	0.982	294.61	16.523%	44.882	18.656%	0.02608	0.959
AX4938_vs_AX4896	251	0.935	100.239	39.936%	13.413	35.507%	0.17518	0.877
AX4940_vs_AX4904	1000	0.953	273.918	27.392%	37.001	30.201%	0.06474	0.84
AX4942_vs_AX4898	2118	0.98	371.635	17.547%	55.622	19.902%	0.03104	0.951
AX4943_vs_AX4898	2216	0.983	364.818	16.463%	53.809	18.346%	0.02782	0.958
AX4944_vs_AX4897	2774	0.994	303.709	10.948%	39.655	10.864%	0.0118	0.985
AX4945_vs_AX4898	831	0.983	168.257	20.248%	21.775	18.424%	0.04588	0.965
AX4946_vs_AX4895	4856	0.997	323.69	6.666%	49.387	7.265%	0.00434	0.994
AX4947_vs_AX4895	4663	0.996	348.686	7.478%	55.329	8.548%	0.00442	0.992
AX4951_vs_AX4903	832	0.979	216.303	25.998%	29.256	20.493%	0.07908	0.968
AX4958_vs_AQ5174	3245	0.991	385.71	11.886%	54.723	13.443%	0.01215	0.973
AX4961_vs_AQ5174	3235	0.992	373.776	11.554%	49.752	12.4%	0.01356	0.977
DIAF_vs_BLOOD	2309	0.989	303.695	13.153%	41.416	14.525%	0.01697	0.966
