Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
HK_vs_BLOOD	18	0.708	20.211	112.283%	4.122	70.692%	1.37653	0.668
LNMETA_vs_BLOOD	2798	0.992	339.284	12.126%	44.114	12.989%	0.01391	0.972
LN_vs_BLOOD	1878	0.983	308.157	16.409%	49.333	18.627%	0.02632	0.965
OMEN_vs_BLOOD	1525	0.988	237.621	15.582%	29.766	15.519%	0.02614	0.964
PABKLN-01A_vs_PABKLN-11A	810	0.967	198.851	24.55%	28.678	25.72%	0.05735	0.925
PADWRZ-01A_vs_PADWRZ-10A	655	0.969	170.118	25.972%	21.635	24.667%	0.06366	0.925
PADYZI-01A_vs_PADYZI-10A	1367	0.993	178.516	13.059%	44.627	11.843%	0.01641	0.992
PAEHIP-01A_vs_PAEHIP-10A	290	0.956	103.502	35.69%	14.091	29.28%	0.14914	0.929
PAJLWM-01A_vs_PAJLWM-11A	328	0.941	128.831	39.278%	17.21	33.935%	0.16303	0.894
PAJMBW-01A_vs_PAJMBW-10A	589	0.973	172.093	29.218%	23.166	23.348%	0.0991	0.957
PAJMRB-01A_vs_PAJMRB-11A	312	0.944	128.757	41.268%	18.767	33.124%	0.18256	0.917
PAJNER-01A_vs_PAJNER-11A	241	0.93	95.576	39.658%	12.765	36.712%	0.17942	0.855
PAJNFP-01A_vs_PAJNFP-11A	918	0.975	219.622	23.924%	28.027	22.382%	0.05753	0.941
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.964	176.122	29.801%	22.956	26.68%	0.09504	0.929
PAKHTL-01A_vs_PAKHTL-11A	916	0.979	196.243	21.424%	26.872	20.165%	0.05763	0.959
PAKLYZ-01A_vs_PAKLYZ-10A	1306	0.979	278.634	21.335%	38.238	20.517%	0.04405	0.956
PAKTCT-01A_vs_PAKTCT-11A	930	0.981	183.498	19.731%	23.255	19.312%	0.04538	0.95
PARECB-01A_vs_PARECB-11A	297	0.932	115.645	38.938%	14.847	36.299%	0.16483	0.841
PAREWI-01A_vs_PAREWI-11A	530	0.96	150.542	28.404%	20.511	28.005%	0.08381	0.91
PARGRN-01A_vs_PARGRN-10A	553	0.966	146.902	26.565%	19.701	25.831%	0.07625	0.924
PARIRN-01A_vs_PARIRN-10A	705	0.975	174.499	24.752%	23.419	22.098%	0.05975	0.954
PARPFY-01A_vs_PARPFY-11A	624	0.95	178.984	28.683%	25.827	31.097%	0.08838	0.875
PARRCL-01A_vs_PARRCL-11A	509	0.958	149.765	29.423%	19.893	28.674%	0.0765	0.902
PARTKH-01A_vs_PARTKH-10A	538	0.946	169.28	31.465%	23.205	32.424%	0.10053	0.865
PARUGK-01A_vs_PARUGK-10A	355	0.946	128.17	36.104%	16.824	32.762%	0.14286	0.89
PARZBI-01A_vs_PARZBI-11A	587	0.966	164.742	28.065%	21.293	26.109%	0.07319	0.924
PARZRH-01A_vs_PARZRH-10A	961	0.978	210.738	21.929%	28.482	20.847%	0.05022	0.955
PASABD-01A_vs_PASABD-10A	439	0.952	137.928	31.419%	19.162	30.688%	0.10854	0.898
PASADZ-01A_vs_PASADZ-10A	617	0.954	178.561	28.94%	25.265	29.957%	0.08214	0.895
PASCDH-01A_vs_PASCDH-10A	576	0.954	182.815	31.739%	25.086	30.183%	0.08816	0.905
PASDLA-01A_vs_PASDLA-11A	316	0.939	116.825	36.97%	15.795	34.5%	0.14473	0.874
PASGCL-01A_vs_PASGCL-10A	513	0.969	141.423	27.568%	18.908	24.639%	0.0894	0.942
PASRHU-01A_vs_PASRHU-10A	228	0.961	86.032	37.733%	11.59	27.564%	0.20572	0.944
PASVDP-01A_vs_PASVDP-10A	419	0.948	133.128	31.773%	18.577	31.789%	0.10952	0.885
PASWZZ-01A_vs_PASWZZ-10A	288	0.943	111.76	38.806%	14.4	33.425%	0.16588	0.891
PASXNA-01A_vs_PASXNA-11A	510	0.946	167.995	32.94%	21.618	32.465%	0.09693	0.859
PASYNF-01A_vs_PASYNF-10A	336	0.955	123.69	36.812%	15.968	29.581%	0.14572	0.924
PASZYE-01A_vs_PASZYE-10A	491	0.961	150.095	30.569%	19.255	27.555%	0.10321	0.919
PATAFT-01A_vs_PATAFT-10A	518	0.95	150.053	28.968%	19.597	31.682%	0.07392	0.811
PATBLF-01A_vs_PATBLF-10A	725	0.978	159.769	22.037%	21.582	20.995%	0.05427	0.954
PATDVL-01A_vs_PATDVL-10A	373	0.935	143.255	38.406%	18.54	35.464%	0.15798	0.857
PATENH-01A_vs_PATENH-11A	725	0.983	158.602	21.876%	20.237	18.389%	0.05792	0.969
PATFXW-01A_vs_PATFXW-10A	584	0.972	152.176	26.058%	20.061	23.387%	0.08028	0.946
PATFZZ-01A_vs_PATFZZ-10A	677	0.955	208.419	30.786%	26.662	29.656%	0.08543	0.886
PATXEE-01A_vs_PATXEE-10A	843	0.966	237.195	28.137%	31.158	25.866%	0.08668	0.929
PATXKA-01A_vs_PATXKA-10A	442	0.941	148.737	33.651%	20.114	33.902%	0.12593	0.853
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.969	202.647	24.534%	27.148	24.781%	0.05908	0.922
PAUDPV-01A_vs_PAUDPV-11A	286	0.927	113.263	39.602%	15.312	37.582%	0.16573	0.843
PAUEKW-01A_vs_PAUEKW-10A	1305	0.99	194.727	14.922%	28.081	14.115%	0.02639	0.982
PAUFVP-01A_vs_PAUFVP-11A	767	0.974	184.298	24.028%	24.374	22.498%	0.05991	0.946
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.969	150.909	28.366%	19.628	24.812%	0.08171	0.941
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.951	123.026	34.461%	16.535	31.11%	0.12781	0.905
PAUNPA-01A_vs_PAUNPA-11A	761	0.976	179.988	23.652%	24.761	21.671%	0.06781	0.955
PAVCKS-01A_vs_PAVCKS-11A	1146	0.983	204.615	17.855%	28.306	18.263%	0.03384	0.961
PAVITI-01A_vs_PAVITI-10A	717	0.971	183.252	25.558%	24.084	23.904%	0.06523	0.938
PAVYDM-01A_vs_PAVYDM-11A	480	0.951	143.125	29.818%	19.095	30.903%	0.08526	0.863
PAVYKD-01A_vs_PAVYKD-10A	333	0.936	128.238	38.51%	16.562	35.318%	0.14864	0.859
PAWDGA-01A_vs_PAWDGA-11A	792	0.951	241.216	30.457%	35.77	30.944%	0.08181	0.903
PAWFBL-01A_vs_PAWFBL-11A	645	0.972	165.154	25.605%	21.505	23.485%	0.0591	0.941
PAWFWK-01A_vs_PAWFWK-10A	408	0.942	152.193	37.302%	20.627	33.621%	0.13283	0.89
SJBT030128_D1_vs_SJBT030128_G1	220	0.96	77.471	35.214%	11.289	28.135%	0.14594	0.941
SJBT030255_D1_vs_SJBT030255_G1	1249	0.971	273.277	21.88%	37.156	24.002%	0.04796	0.91
SJBT030581_D1_vs_SJBT030581_G1	1089	0.986	230.815	21.195%	31.19	16.525%	0.04697	0.979
SJBT030707_D2_vs_SJBT030707_G1	162	0.931	82.356	50.837%	11.059	36.58%	0.3183	0.9
SJBT030896_D1_vs_SJBT030896_G1	1820	0.978	432.598	23.769%	77.549	21.37%	0.04749	0.97
SJBT030997_D1_vs_SJBT030997_G1	507	0.939	190.539	37.582%	25.323	34.432%	0.11684	0.875
SJBT031235_D1_vs_SJBT031235_G1	158	0.967	67.32	42.608%	8.81	25.582%	0.23544	0.957
SJBT031605_D1_vs_SJBT031605_G1	3642	0.989	488.257	13.406%	67.064	15.139%	0.01727	0.961
SJBT031948_D2_vs_SJBT031948_G1	7146	0.995	747.81	10.465%	122.631	10.277%	0.00883	0.992
SJBT032047_D1_vs_SJBT032047_G1	7	0.345	12.102	172.886%	2.487	94.0%	2.69183	0.228
SJBT032346_D1_vs_SJBT032346_G1	692	0.983	164.632	23.791%	22.958	18.431%	0.05944	0.975
SJBT032393_D1_vs_SJBT032393_G1	2385	0.996	304.751	12.778%	40.151	9.19%	0.01919	0.994
SJBT032417_D2_vs_SJBT032417_G1	343	0.946	125.289	36.527%	16.993	32.328%	0.15116	0.901
SJBT033133_D3_vs_SJBT033133_G1	9	0.536	14.35	159.444%	3.098	85.923%	1.95166	0.51
SJBT033236_D2_vs_SJBT033236_G1	95	0.933	54.707	57.586%	7.671	36.202%	0.43031	0.915
SJBT034089_D1_vs_SJBT034089_G1	81	0.94	47.495	58.636%	7.384	34.096%	0.40047	0.93
SJBT034110_D2_vs_SJBT034110_G1	237	0.938	99.595	42.023%	12.572	34.59%	0.20572	0.886
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.977	281.452	20.248%	40.042	21.509%	0.04579	0.945
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.973	225.09	23.277%	29.696	23.29%	0.047	0.93
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.999	592.634	3.372%	81.959	3.77%	0.00096	0.998
