NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	277.325	39.56	39.839	34.431	0.203	0.865	110000.0
2	271.611	38.829	39.143	33.712	0.195	0.871	50000.0
3	276.692	39.301	40.223	33.995	0.204	0.87	60000.0
4	276.5	39.612	39.497	33.789	0.206	0.87	100000.0
5	273.937	38.974	38.898	33.562	0.206	0.87	60000.0
6	273.893	39.439	39.307	34.123	0.209	0.865	60000.0
7	276.057	39.748	39.906	34.252	0.205	0.867	130000.0
8	273.684	39.069	39.136	33.629	0.213	0.869	120000.0
9	273.383	38.921	39.046	33.609	0.195	0.873	80000.0
10	278.224	39.886	39.476	34.215	0.212	0.865	80000.0
11	279.312	39.108	39.926	33.652	0.193	0.876	90000.0
12	276.923	39.498	39.794	34.246	0.204	0.867	90000.0
13	273.058	38.849	39.452	33.743	0.199	0.87	70000.0
14	275.994	39.243	39.872	33.864	0.207	0.87	70000.0
15	273.334	38.944	39.232	33.584	0.197	0.873	70000.0
16	276.947	39.65	39.471	34.131	0.199	0.869	80000.0
17	277.145	39.487	39.698	34.221	0.208	0.866	50000.0
18	274.996	39.26	39.511	33.962	0.201	0.871	90000.0
19	280.15	40.225	40.619	34.71	0.21	0.864	90000.0
20	278.46	38.926	39.828	33.213	0.196	0.876	70000.0
21	273.426	39.371	39.32	33.883	0.203	0.869	70000.0
22	271.99	38.461	39.03	33.078	0.192	0.879	80000.0
23	274.344	39.622	39.268	34.256	0.199	0.867	90000.0
24	279.226	39.315	39.729	33.689	0.2	0.872	130000.0
25	277.293	39.153	39.755	34.004	0.197	0.87	100000.0
26	272.665	39.421	39.377	34.019	0.202	0.868	90000.0
27	276.316	39.192	39.79	33.801	0.198	0.873	80000.0
28	279.21	39.478	40.022	34.041	0.196	0.872	110000.0
29	275.146	39.014	39.6	33.801	0.202	0.869	60000.0
30	271.656	38.899	38.818	33.447	0.196	0.875	60000.0
31	275.071	39.17	39.591	33.907	0.204	0.871	110000.0
32	271.399	39.548	38.479	33.902	0.203	0.868	70000.0
33	276.56	39.413	39.101	34.104	0.197	0.869	50000.0
34	275.629	39.038	39.948	33.875	0.2	0.871	50000.0
35	273.722	39.164	39.21	33.799	0.198	0.871	90000.0
36	280.215	39.686	40.228	34.046	0.207	0.867	60000.0
37	273.938	39.286	39.46	33.99	0.205	0.869	80000.0
38	278.181	39.607	40.113	34.135	0.206	0.866	60000.0
39	276.939	38.98	39.949	33.548	0.195	0.875	100000.0
40	273.983	38.987	39.235	33.496	0.197	0.874	40000.0
41	273.424	38.976	39.211	33.873	0.205	0.869	90000.0
42	278.52	39.82	39.73	34.096	0.205	0.87	40000.0
43	276.144	39.704	39.177	34.084	0.208	0.865	90000.0
44	275.376	38.864	39.804	33.535	0.198	0.873	100000.0
45	274.102	39.199	39.187	33.862	0.197	0.871	60000.0
46	273.335	38.878	38.892	33.32	0.196	0.875	100000.0
47	279.388	39.599	39.504	33.957	0.205	0.868	140000.0
48	278.734	39.461	39.807	34.155	0.205	0.866	120000.0
49	278.13	39.131	40.157	33.954	0.202	0.87	70000.0
50	271.709	38.602	39.305	33.28	0.186	0.879	60000.0
51	279.388	40.145	40.315	34.741	0.21	0.863	130000.0
52	279.648	39.55	40.317	34.215	0.207	0.869	150000.0
53	276.155	39.671	39.694	34.173	0.203	0.87	90000.0
54	275.458	39.02	40.174	34.082	0.194	0.872	100000.0
55	273.727	38.497	39.251	33.307	0.191	0.877	70000.0
56	277.349	39.46	39.461	33.941	0.197	0.87	120000.0
57	276.495	39.129	39.69	33.81	0.2	0.871	30000.0
58	278.157	39.706	39.724	34.074	0.201	0.87	100000.0
59	275.191	39.389	39.055	33.946	0.205	0.869	50000.0
60	277.147	39.305	39.387	33.846	0.194	0.873	50000.0
61	276.466	39.421	39.895	33.95	0.2	0.869	60000.0
62	275.906	39.17	39.506	33.71	0.197	0.87	120000.0
63	276.228	39.373	39.461	33.917	0.196	0.87	70000.0
64	275.625	39.31	39.675	33.847	0.195	0.874	80000.0
65	272.351	38.911	39.242	33.421	0.204	0.874	100000.0
66	273.745	38.987	39.376	33.579	0.196	0.873	120000.0
67	275.198	38.807	39.554	33.732	0.197	0.874	70000.0
68	274.363	39.019	39.376	33.565	0.197	0.874	80000.0
69	277.816	39.523	39.715	34.085	0.206	0.869	130000.0
70	279.281	39.386	39.78	33.991	0.195	0.871	80000.0
71	276.334	39.232	39.417	33.595	0.199	0.874	70000.0
72	275.779	39.709	39.702	34.179	0.215	0.865	110000.0
73	275.312	39.658	39.323	34.069	0.203	0.868	110000.0
74	278.775	39.875	40.074	34.375	0.203	0.864	90000.0
75	281.706	40.059	39.534	34.014	0.209	0.87	60000.0
76	274.619	39.383	39.199	33.667	0.202	0.872	70000.0
77	277.865	40.134	39.877	34.483	0.213	0.863	100000.0
78	273.063	38.779	39.029	33.339	0.196	0.875	100000.0
79	276.269	39.348	39.549	33.97	0.205	0.868	70000.0
80	275.596	38.91	39.539	33.502	0.197	0.874	80000.0
81	277.393	39.557	39.457	34.077	0.201	0.868	140000.0
82	277.005	39.958	40.26	34.418	0.202	0.867	100000.0
83	280.034	39.185	39.974	33.652	0.199	0.875	100000.0
84	272.69	38.835	39.111	33.562	0.193	0.875	70000.0
85	274.755	39.492	39.325	34.009	0.205	0.866	50000.0
86	277.014	38.829	39.46	33.516	0.201	0.872	100000.0
87	274.167	39.025	39.529	33.675	0.2	0.871	60000.0
88	276.506	39.851	39.687	34.351	0.206	0.866	100000.0
89	268.841	39.226	37.964	33.655	0.208	0.868	80000.0
90	274.145	39.368	39.513	34.078	0.199	0.869	80000.0
91	269.55	38.94	38.666	33.496	0.2	0.872	80000.0
92	277.423	39.541	39.826	34.577	0.203	0.863	60000.0
93	274.626	38.954	39.527	33.756	0.199	0.872	70000.0
94	275.307	38.703	39.252	33.341	0.195	0.874	80000.0
95	272.822	39.423	39.006	34.009	0.208	0.866	60000.0
96	273.68	39.334	38.926	33.662	0.199	0.875	70000.0
97	277.125	39.159	39.816	33.688	0.194	0.874	80000.0
98	275.356	39.68	39.342	33.916	0.206	0.868	80000.0
99	273.6	39.373	39.343	34.106	0.2	0.867	60000.0
100	274.315	38.806	39.115	33.336	0.194	0.877	120000.0
