NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	283.238	40.353	40.827	35.065	0.21	0.86	50000.0
2	278.712	39.54	40.218	34.408	0.201	0.866	90000.0
3	284.971	39.871	41.448	34.486	0.208	0.866	50000.0
4	285.134	40.299	41.06	34.443	0.21	0.866	180000.0
5	282.717	39.69	40.301	34.335	0.21	0.864	40000.0
6	281.217	40.275	40.417	34.822	0.214	0.86	100000.0
7	281.154	40.272	40.766	34.673	0.212	0.864	120000.0
8	281.228	39.803	39.971	34.308	0.218	0.863	80000.0
9	280.764	39.562	40.369	34.212	0.2	0.868	100000.0
10	286.228	40.502	40.479	34.693	0.216	0.862	160000.0
11	286.029	39.739	40.72	34.173	0.199	0.872	60000.0
12	284.063	40.182	40.62	34.905	0.207	0.862	80000.0
13	281.974	39.471	40.481	34.201	0.202	0.866	70000.0
14	284.075	39.944	41.087	34.414	0.214	0.866	80000.0
15	281.764	39.441	40.636	34.2	0.2	0.868	60000.0
16	285.071	40.058	40.899	34.697	0.202	0.865	60000.0
17	282.693	40.043	40.685	34.75	0.212	0.861	50000.0
18	281.329	39.834	40.481	34.539	0.204	0.867	80000.0
19	287.404	40.682	41.691	35.032	0.214	0.861	70000.0
20	285.338	39.607	40.849	33.833	0.201	0.871	60000.0
21	282.235	40.026	40.716	34.504	0.209	0.864	90000.0
22	279.812	39.231	40.187	33.8	0.197	0.873	40000.0
23	281.717	40.339	40.495	34.945	0.208	0.861	80000.0
24	285.888	40.107	40.713	34.51	0.205	0.865	80000.0
25	284.751	39.813	40.847	34.63	0.202	0.864	100000.0
26	281.525	40.035	40.435	34.484	0.207	0.865	90000.0
27	284.187	39.828	40.899	34.409	0.205	0.868	80000.0
28	286.191	40.058	40.986	34.511	0.2	0.869	50000.0
29	283.552	39.729	40.724	34.446	0.206	0.864	110000.0
30	280.493	39.571	40.056	34.057	0.2	0.871	70000.0
31	283.015	39.797	40.718	34.482	0.208	0.866	50000.0
32	280.151	40.093	40.22	34.421	0.206	0.865	60000.0
33	283.361	39.869	40.455	34.523	0.2	0.866	90000.0
34	284.075	39.641	41.079	34.362	0.203	0.867	50000.0
35	281.325	39.576	40.494	34.355	0.201	0.868	140000.0
36	287.955	40.238	41.447	34.58	0.213	0.863	60000.0
37	282.637	39.782	41.024	34.528	0.209	0.866	60000.0
38	285.683	40.492	41.107	34.944	0.212	0.859	60000.0
39	282.724	39.637	40.778	34.085	0.199	0.871	60000.0
40	281.969	39.664	40.429	34.142	0.201	0.869	100000.0
41	281.476	39.723	40.767	34.616	0.211	0.864	100000.0
42	286.855	40.455	41.333	34.773	0.21	0.865	50000.0
