NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
43	283.424	40.132	40.402	34.518	0.21	0.863	90000.0
44	283.75	39.511	41.0	34.124	0.202	0.869	60000.0
45	284.313	40.072	40.742	34.667	0.202	0.864	110000.0
46	280.311	39.515	40.006	34.004	0.201	0.87	80000.0
47	285.09	40.304	40.464	34.658	0.212	0.864	90000.0
48	286.654	40.068	41.026	34.703	0.209	0.863	70000.0
49	284.759	39.835	41.22	34.634	0.207	0.865	70000.0
50	279.325	39.412	40.38	33.975	0.191	0.873	160000.0
51	285.576	40.822	41.215	35.38	0.216	0.857	60000.0
52	286.571	40.226	41.319	34.782	0.211	0.865	100000.0
53	283.905	40.3	40.954	34.835	0.208	0.866	50000.0
54	283.931	39.586	41.286	34.594	0.197	0.868	60000.0
55	279.851	39.053	40.238	33.728	0.195	0.874	130000.0
56	284.038	40.142	40.57	34.583	0.202	0.865	80000.0
57	283.379	39.835	40.637	34.341	0.204	0.867	60000.0
58	284.825	40.222	40.755	34.616	0.206	0.866	60000.0
59	282.667	39.993	40.619	34.654	0.21	0.864	120000.0
60	284.787	39.881	40.755	34.42	0.199	0.869	70000.0
61	283.277	39.984	40.925	34.513	0.205	0.865	70000.0
62	282.278	39.683	40.336	34.173	0.201	0.867	80000.0
63	283.139	40.038	40.428	34.499	0.201	0.867	130000.0
64	282.51	39.915	40.638	34.398	0.202	0.87	60000.0
65	279.566	39.593	40.265	34.035	0.207	0.869	80000.0
66	281.749	39.528	40.636	34.154	0.2	0.868	70000.0
67	281.422	39.38	40.518	34.263	0.201	0.87	100000.0
68	280.101	39.547	40.102	34.014	0.201	0.87	70000.0
69	286.209	40.33	41.007	34.796	0.214	0.864	90000.0
70	286.41	40.04	41.102	34.634	0.2	0.867	50000.0
71	283.318	39.874	40.495	34.237	0.203	0.869	60000.0
72	281.185	40.185	40.505	34.631	0.219	0.861	140000.0
73	283.353	40.385	40.493	34.657	0.207	0.864	110000.0
74	286.028	40.587	41.045	34.947	0.214	0.859	70000.0
75	287.279	40.472	40.819	34.469	0.212	0.867	60000.0
76	282.986	39.954	40.391	34.242	0.206	0.869	120000.0
77	284.238	40.647	40.797	34.936	0.217	0.859	70000.0
78	279.861	39.588	40.232	34.131	0.204	0.869	70000.0
79	283.889	40.088	40.735	34.68	0.211	0.863	50000.0
80	281.865	39.395	40.424	33.951	0.201	0.87	40000.0
81	282.859	40.117	40.902	34.705	0.207	0.864	80000.0
82	285.753	40.633	41.587	35.124	0.205	0.861	90000.0
83	287.297	39.868	41.099	34.278	0.204	0.869	80000.0
84	280.848	39.492	40.431	34.13	0.198	0.87	70000.0
85	281.519	39.833	40.21	34.266	0.207	0.865	60000.0
86	283.816	39.443	40.626	34.14	0.205	0.868	60000.0
87	282.712	39.829	40.348	34.433	0.205	0.864	120000.0
88	284.451	40.374	40.805	34.908	0.21	0.862	130000.0
89	278.086	39.85	39.629	34.219	0.212	0.865	40000.0
90	283.508	40.054	40.677	34.703	0.205	0.863	50000.0
91	276.629	39.59	39.8	34.227	0.203	0.866	40000.0
92	286.979	40.23	41.463	35.123	0.202	0.861	50000.0
93	282.424	39.576	40.826	34.39	0.202	0.867	100000.0
94	282.76	39.256	40.288	33.939	0.199	0.869	140000.0
95	281.05	40.027	40.491	34.482	0.211	0.863	60000.0
96	281.518	39.787	40.302	34.193	0.201	0.872	60000.0
97	284.479	39.941	40.869	34.285	0.199	0.87	60000.0
98	283.788	40.38	40.561	34.551	0.212	0.863	70000.0
99	281.478	39.868	40.469	34.541	0.202	0.864	60000.0
100	281.659	39.702	40.339	34.17	0.2	0.871	70000.0
