Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4942_vs_AX4898	2118	0.97	434.408	20.51%	67.544	24.167%	0.03967	0.924
AX4943_vs_AX4898	2216	0.974	436.416	19.694%	65.921	22.475%	0.03597	0.936
AX4944_vs_AX4897	2774	0.955	605.081	21.813%	108.495	29.725%	0.04162	0.882
AX4945_vs_AX4898	831	0.954	264.682	31.851%	36.743	31.088%	0.07933	0.916
AX4946_vs_AX4895	4856	0.974	850.261	17.509%	155.858	22.928%	0.02693	0.948
AX4947_vs_AX4895	4663	0.973	844.504	18.111%	150.671	23.278%	0.02783	0.942
AX4951_vs_AX4903	832	0.887	403.689	48.52%	67.676	47.406%	0.17594	0.834
AX4958_vs_AQ5174	3245	0.979	578.135	17.816%	85.913	21.105%	0.02626	0.944
AX4961_vs_AQ5174	3235	0.981	578.661	17.888%	81.485	20.309%	0.02965	0.952
DIAF_vs_BLOOD	2309	0.971	498.634	21.595%	68.651	24.077%	0.03989	0.913
HK_vs_BLOOD	18	0.582	26.269	145.939%	4.804	82.388%	1.73022	0.533
LNMETA_vs_BLOOD	2798	0.968	639.991	22.873%	88.209	25.973%	0.0418	0.906
LN_vs_BLOOD	1878	0.923	514.588	27.401%	102.007	38.515%	0.06794	0.83
OMEN_vs_BLOOD	1525	0.976	328.192	21.521%	41.934	21.863%	0.04244	0.928
PABKLN-01A_vs_PABKLN-11A	810	0.925	270.081	33.343%	42.241	37.885%	0.09206	0.825
PADWRZ-01A_vs_PADWRZ-10A	655	0.955	200.777	30.653%	26.164	29.83%	0.07823	0.889
PADYZI-01A_vs_PADYZI-10A	1367	0.556	1152.936	84.341%	313.45	83.182%	0.54206	0.447
PAEHIP-01A_vs_PAEHIP-10A	290	0.892	144.26	49.745%	22.378	46.5%	0.22896	0.84
PAJLWM-01A_vs_PAJLWM-11A	328	0.905	153.914	46.925%	22.064	43.506%	0.20025	0.844
PAJMBW-01A_vs_PAJMBW-10A	589	0.76	346.349	58.803%	64.556	65.062%	0.26838	0.578
PAJMRB-01A_vs_PAJMRB-11A	312	0.84	189.981	60.891%	31.592	55.76%	0.31926	0.783
PAJNER-01A_vs_PAJNER-11A	241	0.903	111.808	46.393%	14.936	42.956%	0.21354	0.796
PAJNFP-01A_vs_PAJNFP-11A	918	0.888	368.827	40.177%	57.891	46.232%	0.13213	0.725
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.951	203.177	34.379%	26.977	31.354%	0.11064	0.904
PAKHTL-01A_vs_PAKHTL-11A	916	0.946	277.297	30.273%	44.028	33.039%	0.0801	0.897
PAKLYZ-01A_vs_PAKLYZ-10A	1306	0.929	446.981	34.225%	68.91	36.974%	0.09101	0.851
PAKTCT-01A_vs_PAKTCT-11A	930	0.965	229.788	24.708%	31.364	26.046%	0.06475	0.906
PARECB-01A_vs_PARECB-11A	297	0.92	123.016	41.42%	16.08	39.313%	0.17864	0.811
PAREWI-01A_vs_PAREWI-11A	530	0.939	180.859	34.124%	25.249	34.475%	0.1041	0.86
PARGRN-01A_vs_PARGRN-10A	553	0.9	222.573	40.248%	33.346	43.721%	0.13882	0.762
PARIRN-01A_vs_PARIRN-10A	705	0.917	291.134	41.296%	42.754	40.343%	0.13766	0.849
PARPFY-01A_vs_PARPFY-11A	624	0.941	202.289	32.418%	28.058	33.783%	0.10106	0.851
PARRCL-01A_vs_PARRCL-11A	509	0.946	163.38	32.098%	22.446	32.354%	0.09127	0.875
PARTKH-01A_vs_PARTKH-10A	538	0.929	195.124	36.268%	26.479	36.998%	0.1186	0.818
PARUGK-01A_vs_PARUGK-10A	355	0.9	154.738	43.588%	22.442	43.703%	0.17305	0.79
PARZBI-01A_vs_PARZBI-11A	587	0.958	180.331	30.721%	23.441	28.743%	0.07858	0.91
PARZRH-01A_vs_PARZRH-10A	961	0.962	262.275	27.292%	38.163	27.932%	0.07021	0.929
PASABD-01A_vs_PASABD-10A	439	0.929	160.975	36.669%	23.255	37.243%	0.12889	0.851
PASADZ-01A_vs_PASADZ-10A	617	0.944	194.614	31.542%	27.805	32.968%	0.09005	0.87
PASCDH-01A_vs_PASCDH-10A	576	0.928	200.929	34.884%	31.222	37.565%	0.10662	0.855
PASDLA-01A_vs_PASDLA-11A	316	0.918	129.784	41.071%	18.275	39.917%	0.15822	0.837
PASGCL-01A_vs_PASGCL-10A	513	0.924	199.066	38.804%	29.913	38.98%	0.13641	0.865
PASRHU-01A_vs_PASRHU-10A	228	0.858	134.238	58.876%	22.334	53.116%	0.33637	0.809
PASVDP-01A_vs_PASVDP-10A	419	0.921	168.835	40.295%	22.86	39.118%	0.13751	0.823
PASWZZ-01A_vs_PASWZZ-10A	288	0.928	115.863	40.23%	16.233	37.68%	0.17831	0.868
PASXNA-01A_vs_PASXNA-11A	510	0.927	193.122	37.867%	25.173	37.804%	0.11351	0.805
PASYNF-01A_vs_PASYNF-10A	336	0.897	171.838	51.142%	24.503	45.391%	0.21182	0.84
PASZYE-01A_vs_PASZYE-10A	491	0.938	180.652	36.793%	24.34	34.832%	0.12138	0.873
PATAFT-01A_vs_PATAFT-10A	518	0.933	177.873	34.338%	23.158	37.439%	0.09867	0.782
PATBLF-01A_vs_PATBLF-10A	725	0.958	215.021	29.658%	30.187	29.366%	0.0766	0.922
PATDVL-01A_vs_PATDVL-10A	373	0.918	155.471	41.681%	20.789	39.766%	0.16641	0.818
PATENH-01A_vs_PATENH-11A	725	0.93	277.414	38.264%	41.557	37.762%	0.10998	0.884
PATFXW-01A_vs_PATFXW-10A	584	0.941	214.62	36.75%	29.478	34.365%	0.11209	0.886
PATFZZ-01A_vs_PATFZZ-10A	677	0.936	229.032	33.83%	31.69	35.248%	0.10496	0.835
PATXEE-01A_vs_PATXEE-10A	843	0.935	304.092	36.073%	43.335	35.974%	0.11676	0.868
PATXKA-01A_vs_PATXKA-10A	442	0.934	156.811	35.478%	21.196	35.726%	0.13612	0.835
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.938	257.542	31.179%	37.946	34.637%	0.08557	0.841
PAUDPV-01A_vs_PAUDPV-11A	286	0.892	136.796	47.831%	18.412	45.19%	0.20803	0.762
PAUEKW-01A_vs_PAUEKW-10A	1305	0.932	397.269	30.442%	73.904	37.149%	0.08323	0.887
PAUFVP-01A_vs_PAUFVP-11A	767	0.941	257.565	33.581%	36.942	34.099%	0.09395	0.877
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.912	226.157	42.511%	32.765	41.418%	0.14651	0.834
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.891	156.99	43.975%	24.252	45.629%	0.1816	0.786
PAUNPA-01A_vs_PAUNPA-11A	761	0.932	288.847	37.956%	42.307	37.027%	0.11861	0.882
PAVCKS-01A_vs_PAVCKS-11A	1146	0.966	283.341	24.724%	40.105	25.876%	0.05052	0.922
PAVITI-01A_vs_PAVITI-10A	717	0.951	233.283	32.536%	31.722	31.485%	0.08762	0.904
PAVYDM-01A_vs_PAVYDM-11A	480	0.921	180.049	37.51%	24.284	39.301%	0.12425	0.778
PAVYKD-01A_vs_PAVYKD-10A	333	0.923	133.589	40.117%	18.05	38.491%	0.15874	0.83
PAWDGA-01A_vs_PAWDGA-11A	792	0.886	307.471	38.822%	53.642	46.405%	0.13573	0.761
PAWFBL-01A_vs_PAWFBL-11A	645	0.952	206.312	31.986%	28.338	30.947%	0.08813	0.903
PAWFWK-01A_vs_PAWFWK-10A	408	0.885	195.136	47.827%	28.743	46.85%	0.18944	0.778
SJBT030128_D1_vs_SJBT030128_G1	220	0.824	139.07	63.214%	23.174	57.755%	0.31538	0.751
SJBT030255_D1_vs_SJBT030255_G1	1249	0.948	358.435	28.698%	50.241	32.454%	0.0826	0.838
SJBT030581_D1_vs_SJBT030581_G1	1089	0.872	524.016	48.119%	95.68	50.694%	0.17463	0.823
SJBT030707_D2_vs_SJBT030707_G1	162	0.834	115.068	71.03%	16.933	56.009%	0.44974	0.762
SJBT030896_D1_vs_SJBT030896_G1	1820	0.95	658.53	36.183%	116.576	32.125%	0.10088	0.934
SJBT030997_D1_vs_SJBT030997_G1	507	0.914	218.662	43.129%	29.91	40.668%	0.14215	0.826
SJBT031235_D1_vs_SJBT031235_G1	158	0.797	119.017	75.327%	21.482	62.378%	0.48457	0.754
SJBT031605_D1_vs_SJBT031605_G1	3642	0.945	1041.067	28.585%	149.13	33.665%	0.05996	0.823
SJBT031948_D2_vs_SJBT031948_G1	7146	0.992	873.057	12.217%	147.468	12.358%	0.01442	0.988
SJBT032047_D1_vs_SJBT032047_G1	7	0.291	12.555	179.357%	2.536	95.852%	2.8098	0.137
SJBT032346_D1_vs_SJBT032346_G1	692	0.874	327.598	47.341%	62.797	50.414%	0.17234	0.83
SJBT032393_D1_vs_SJBT032393_G1	2385	0.863	1148.773	48.167%	227.894	52.16%	0.16209	0.816
SJBT032417_D2_vs_SJBT032417_G1	343	0.886	176.413	51.432%	24.448	46.511%	0.22069	0.787
SJBT033133_D3_vs_SJBT033133_G1	9	0.427	15.339	170.433%	3.285	91.11%	2.15783	0.386
SJBT033236_D2_vs_SJBT033236_G1	95	0.781	87.591	92.201%	13.589	64.13%	0.66758	0.731
SJBT034089_D1_vs_SJBT034089_G1	81	0.742	84.358	104.146%	15.13	69.864%	0.80223	0.719
SJBT034110_D2_vs_SJBT034110_G1	237	0.881	127.677	53.872%	17.202	47.329%	0.26751	0.776
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.956	366.981	26.402%	54.528	29.29%	0.06877	0.892
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.952	270.212	27.943%	38.973	30.566%	0.06501	0.876
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.895	7244.629	41.217%	1010.997	46.51%	0.12558	0.688
