Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PABKLN-01A_vs_PABKLN-11A	810	0.933	263.18	32.491%	40.292	36.137%	0.08888	0.845
PADWRZ-01A_vs_PADWRZ-10A	621	0.948	200.39	32.269%	26.628	31.874%	0.08603	0.874
PADYZI-01A_vs_PADYZI-10A	1152	0.587	1068.535	92.755%	298.29	82.221%	0.63877	0.542
PAEHIP-01A_vs_PAEHIP-10A	180	0.79	130.387	72.437%	22.58	63.015%	0.4553	0.735
PAJLWM-01A_vs_PAJLWM-11A	258	0.891	127.476	49.409%	18.359	46.129%	0.22423	0.81
PAJMBW-01A_vs_PAJMBW-10A	589	0.8	356.021	60.445%	59.5	59.967%	0.28759	0.658
PAJMRB-01A_vs_PAJMRB-11A	312	0.834	187.053	59.953%	32.148	56.742%	0.31581	0.774
PAJNER-01A_vs_PAJNER-11A	241	0.9	113.973	47.292%	15.175	43.643%	0.21854	0.789
PAJNFP-01A_vs_PAJNFP-11A	682	0.927	242.481	35.554%	34.154	37.43%	0.11494	0.815
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.946	211.337	35.759%	28.546	33.177%	0.11719	0.9
PAKHTL-01A_vs_PAKHTL-11A	850	0.938	272.883	32.104%	44.249	35.434%	0.08974	0.887
PAKLYZ-01A_vs_PAKLYZ-10A	1131	0.907	437.082	38.646%	68.926	42.199%	0.10958	0.803
PAKTCT-01A_vs_PAKTCT-11A	888	0.964	229.976	25.898%	30.918	26.767%	0.06924	0.902
PARECB-01A_vs_PARECB-11A	276	0.907	124.649	45.163%	16.245	42.17%	0.20031	0.786
PAREWI-01A_vs_PAREWI-11A	347	0.924	149.916	43.203%	19.85	38.743%	0.18135	0.859
PARGRN-01A_vs_PARGRN-10A	304	0.922	119.343	39.258%	16.734	38.822%	0.16193	0.832
PARIRN-01A_vs_PARIRN-10A	642	0.901	287.105	44.72%	43.325	44.003%	0.16138	0.825
PARPFY-01A_vs_PARPFY-11A	498	0.928	185.258	37.2%	25.46	37.336%	0.11931	0.829
PARRCL-01A_vs_PARRCL-11A	509	0.942	173.637	34.113%	23.436	33.781%	0.09724	0.865
PARTKH-01A_vs_PARTKH-10A	538	0.928	197.449	36.701%	26.664	37.257%	0.11984	0.814
PARUGK-01A_vs_PARUGK-10A	355	0.899	155.486	43.799%	22.592	43.995%	0.17058	0.788
PARZBI-01A_vs_PARZBI-11A	587	0.953	187.714	31.979%	25.099	30.776%	0.08387	0.9
PARZRH-01A_vs_PARZRH-10A	930	0.968	227.275	24.438%	33.595	25.483%	0.06383	0.935
PASABD-01A_vs_PASABD-10A	318	0.908	142.853	44.922%	19.413	42.083%	0.17818	0.814
PASADZ-01A_vs_PASADZ-10A	592	0.945	194.628	32.876%	26.655	32.855%	0.09368	0.874
PASCDH-01A_vs_PASCDH-10A	241	0.892	114.134	47.359%	16.436	45.568%	0.21758	0.794
PASDLA-01A_vs_PASDLA-11A	282	0.902	128.416	45.538%	17.961	43.46%	0.18976	0.803
PASGCL-01A_vs_PASGCL-10A	513	0.917	207.642	40.476%	31.245	40.715%	0.13725	0.853
PASRHU-01A_vs_PASRHU-10A	228	0.836	132.738	58.218%	23.789	56.576%	0.33562	0.785
PASVDP-01A_vs_PASVDP-10A	365	0.916	152.256	41.714%	21.188	40.544%	0.15543	0.826
PASWZZ-01A_vs_PASWZZ-10A	224	0.896	116.435	51.98%	15.656	45.082%	0.25759	0.821
PASXNA-01A_vs_PASXNA-11A	496	0.921	188.339	37.972%	25.476	38.932%	0.11507	0.792
PASYNF-01A_vs_PASYNF-10A	336	0.889	166.884	49.668%	25.424	47.098%	0.20808	0.829
PASZYE-01A_vs_PASZYE-10A	491	0.938	174.768	35.594%	24.442	34.978%	0.11891	0.872
PATAFT-01A_vs_PATAFT-10A	382	0.927	140.622	36.812%	18.178	38.221%	0.12667	0.773
PATBLF-01A_vs_PATBLF-10A	725	0.965	195.452	26.959%	27.834	27.077%	0.06912	0.933
PATDVL-01A_vs_PATDVL-10A	355	0.924	143.642	40.463%	19.214	38.513%	0.16403	0.834
PATENH-01A_vs_PATENH-11A	661	0.919	262.037	39.643%	41.538	40.62%	0.12137	0.867
PATFXW-01A_vs_PATFXW-10A	482	0.909	212.211	44.027%	31.16	42.427%	0.15551	0.839
PATFZZ-01A_vs_PATFZZ-10A	554	0.924	205.836	37.155%	28.701	38.34%	0.12929	0.811
PATXEE-01A_vs_PATXEE-10A	483	0.918	195.067	40.387%	28.648	40.064%	0.15343	0.843
PATXKA-01A_vs_PATXKA-10A	442	0.932	160.176	36.239%	21.536	36.299%	0.13831	0.829
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.934	265.535	32.147%	39.043	35.638%	0.08669	0.831
PAUDPV-01A_vs_PAUDPV-11A	286	0.894	138.04	48.266%	18.258	44.812%	0.20907	0.767
PAUEKW-01A_vs_PAUEKW-10A	1267	0.918	395.741	31.234%	77.946	40.646%	0.08953	0.863
PAUFVP-01A_vs_PAUFVP-11A	704	0.932	256.532	36.439%	37.447	36.823%	0.11122	0.867
PAUGYZ-01A_vs_PAUGYZ-10A	435	0.908	184.47	42.407%	28.493	42.48%	0.16855	0.835
PAUHAZ-01A_vs_PAUHAZ-10A	259	0.867	127.803	49.345%	20.107	50.22%	0.21802	0.755
PAUNPA-01A_vs_PAUNPA-11A	761	0.949	251.539	33.054%	36.736	32.152%	0.0993	0.907
PAVCKS-01A_vs_PAVCKS-11A	1098	0.961	286.175	26.063%	41.586	27.902%	0.05838	0.912
PAVITI-01A_vs_PAVITI-10A	717	0.953	222.027	30.966%	31.052	30.82%	0.08346	0.908
PAVYDM-01A_vs_PAVYDM-11A	480	0.919	180.526	37.61%	24.45	39.57%	0.12464	0.771
PAVYKD-01A_vs_PAVYKD-10A	295	0.897	133.152	45.136%	18.627	44.187%	0.19384	0.777
PAWDGA-01A_vs_PAWDGA-11A	792	0.885	311.252	39.299%	53.892	46.622%	0.13627	0.76
PAWFBL-01A_vs_PAWFBL-11A	610	0.958	183.837	30.137%	24.811	28.596%	0.0824	0.913
PAWFWK-01A_vs_PAWFWK-10A	310	0.873	158.652	51.178%	23.223	48.937%	0.22696	0.762
SJBT030128_D1_vs_SJBT030128_G1	158	0.782	105.61	66.842%	20.472	63.788%	0.39974	0.72
SJBT030255_D1_vs_SJBT030255_G1	1136	0.943	354.459	31.202%	47.843	33.475%	0.0901	0.829
SJBT030581_D1_vs_SJBT030581_G1	1075	0.86	506.937	47.157%	98.916	52.734%	0.1753	0.811
SJBT030707_D2_vs_SJBT030707_G1	162	0.796	120.481	74.371%	18.599	61.52%	0.50404	0.71
SJBT030896_D1_vs_SJBT030896_G1	1820	0.955	615.566	33.822%	110.741	30.517%	0.09168	0.94
SJBT030997_D1_vs_SJBT030997_G1	400	0.891	196.125	49.031%	27.272	45.747%	0.19915	0.79
SJBT031235_D1_vs_SJBT031235_G1	37	0.616	47.372	128.032%	9.387	81.396%	1.16873	0.621
SJBT031605_D1_vs_SJBT031605_G1	1368	0.946	389.054	28.44%	55.513	32.891%	0.07378	0.829
SJBT031948_D2_vs_SJBT031948_G1	5707	0.993	714.622	12.522%	122.191	12.273%	0.01474	0.989
SJBT032047_D1_vs_SJBT032047_G1	7	0.294	12.564	179.486%	2.532	95.701%	2.74002	0.14
SJBT032346_D1_vs_SJBT032346_G1	662	0.845	318.933	48.177%	67.048	55.417%	0.19746	0.797
SJBT032393_D1_vs_SJBT032393_G1	991	0.838	460.058	46.424%	101.376	56.245%	0.18611	0.784
SJBT032417_D2_vs_SJBT032417_G1	95	0.674	99.3	104.526%	18.088	75.564%	0.8544	0.627
SJBT033133_D3_vs_SJBT033133_G1	9	0.414	15.502	172.244%	3.304	91.636%	2.18221	0.374
SJBT033236_D2_vs_SJBT033236_G1	57	0.671	65.371	114.686%	9.894	75.223%	0.95791	0.594
SJBT034089_D1_vs_SJBT034089_G1	46	0.638	60.218	130.909%	10.458	79.282%	1.21291	0.622
SJBT034110_D2_vs_SJBT034110_G1	119	0.787	87.464	73.499%	11.994	61.772%	0.50618	0.612
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.956	312.767	26.732%	46.623	29.286%	0.07132	0.897
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.935	191.797	34.496%	26.99	35.495%	0.10485	0.847
SJMRT063832_X1_vs_SJMRT063832_G1	17564	0.917	5910.707	33.652%	894.873	41.195%	0.08843	0.747
