NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	343.553	57.207	55.47	49.779	0.36	0.743	50000.0
2	346.668	57.313	55.552	49.912	0.359	0.741	120000.0
3	345.553	57.291	55.831	50.209	0.358	0.739	120000.0
4	346.534	57.789	56.124	50.879	0.362	0.725	70000.0
5	343.687	57.465	55.512	50.172	0.356	0.735	80000.0
6	345.184	57.193	55.5	50.01	0.351	0.74	30000.0
7	340.44	57.648	54.948	50.688	0.358	0.73	50000.0
8	346.426	57.273	54.539	49.107	0.351	0.759	160000.0
9	346.791	57.62	55.548	50.154	0.355	0.737	50000.0
10	349.613	56.439	54.067	48.592	0.361	0.752	80000.0
11	343.604	58.007	54.321	50.308	0.37	0.736	90000.0
12	349.684	56.745	53.828	49.244	0.357	0.743	80000.0
13	349.347	58.02	56.972	50.669	0.362	0.733	30000.0
14	342.458	57.347	54.27	49.931	0.354	0.741	30000.0
15	348.78	57.459	55.989	50.103	0.351	0.739	110000.0
16	343.185	57.168	55.231	50.038	0.35	0.738	60000.0
17	344.595	57.269	54.254	49.544	0.355	0.748	40000.0
18	349.59	56.626	54.116	49.16	0.348	0.747	50000.0
19	352.358	56.805	54.138	48.85	0.361	0.746	80000.0
20	343.349	57.289	54.054	49.566	0.352	0.75	40000.0
21	346.513	57.62	54.407	49.224	0.361	0.752	70000.0
22	347.714	57.737	56.058	50.306	0.357	0.737	50000.0
23	346.052	57.316	55.754	49.916	0.355	0.742	30000.0
24	346.033	57.546	55.938	50.273	0.361	0.734	50000.0
25	342.199	56.828	55.546	49.654	0.352	0.744	160000.0
26	347.13	55.878	53.619	48.135	0.35	0.755	20000.0
27	347.147	57.819	54.769	49.64	0.366	0.745	20000.0
28	341.768	57.023	53.306	49.295	0.359	0.749	60000.0
29	349.87	56.816	53.765	49.004	0.359	0.746	40000.0
30	348.127	57.598	54.497	49.693	0.363	0.75	30000.0
31	343.532	56.8	55.49	49.592	0.346	0.747	60000.0
32	344.857	57.086	54.004	49.074	0.36	0.75	40000.0
33	347.369	57.595	55.937	50.348	0.362	0.734	40000.0
34	346.855	57.568	56.219	50.221	0.356	0.739	50000.0
35	349.47	56.874	53.642	48.84	0.351	0.752	120000.0
36	344.523	57.242	54.231	49.258	0.349	0.751	50000.0
37	350.132	57.376	56.521	50.381	0.353	0.736	40000.0
38	349.594	55.499	53.901	47.444	0.348	0.756	80000.0
39	346.254	57.192	55.674	49.802	0.354	0.743	280000.0
40	344.743	57.533	55.125	50.313	0.357	0.731	30000.0
41	351.216	57.081	54.243	49.039	0.363	0.746	110000.0
42	344.184	57.55	55.492	49.909	0.36	0.738	40000.0
43	346.576	57.406	56.254	50.295	0.362	0.737	50000.0
44	345.841	57.225	54.948	49.41	0.357	0.752	30000.0
45	344.969	57.508	55.268	49.905	0.359	0.74	100000.0
46	342.95	57.754	54.388	50.121	0.363	0.741	110000.0
47	344.328	58.112	55.252	50.831	0.367	0.727	30000.0
48	342.191	57.085	53.968	49.489	0.363	0.745	40000.0
49	340.154	57.17	53.272	49.442	0.358	0.747	110000.0
50	340.419	57.034	53.828	49.258	0.354	0.755	40000.0
51	349.658	57.725	56.568	50.198	0.358	0.74	200000.0
52	341.946	56.822	55.146	49.769	0.351	0.74	60000.0
53	341.141	57.545	53.592	49.563	0.365	0.747	60000.0
54	347.921	57.673	56.255	50.199	0.364	0.738	60000.0
55	347.679	57.25	56.376	49.973	0.358	0.739	80000.0
56	346.717	56.979	56.12	50.168	0.35	0.738	100000.0
57	343.068	57.429	54.174	49.561	0.358	0.751	20000.0
58	347.48	57.892	56.266	50.405	0.363	0.737	90000.0
59	345.141	56.921	55.596	49.705	0.35	0.742	30000.0
60	348.168	57.884	55.927	50.556	0.362	0.732	50000.0
61	343.786	57.061	56.079	50.068	0.351	0.741	30000.0
62	342.428	57.448	54.237	49.614	0.363	0.746	60000.0
63	346.515	57.08	54.83	49.204	0.35	0.756	20000.0
64	345.688	57.527	55.157	49.78	0.363	0.741	30000.0
65	342.468	57.542	53.797	49.856	0.36	0.744	150000.0
66	342.163	57.927	54.923	50.718	0.36	0.734	20000.0
67	346.728	57.237	55.677	49.731	0.352	0.745	40000.0
68	348.561	57.233	55.873	49.942	0.35	0.741	50000.0
69	341.892	57.328	55.621	50.006	0.359	0.74	50000.0
70	345.993	57.46	54.913	49.648	0.36	0.749	70000.0
71	346.055	57.049	56.005	49.97	0.35	0.738	30000.0
72	350.343	57.669	54.452	49.156	0.356	0.751	30000.0
73	346.27	57.374	55.78	50.065	0.364	0.738	50000.0
74	344.09	57.184	55.687	49.803	0.353	0.744	30000.0
75	352.098	57.075	53.957	48.831	0.358	0.749	30000.0
76	354.476	56.948	54.474	49.083	0.359	0.746	60000.0
77	343.671	56.647	53.938	49.124	0.345	0.756	80000.0
78	343.018	57.661	54.125	49.931	0.36	0.742	40000.0
79	346.546	57.403	55.899	50.095	0.352	0.739	40000.0
80	347.578	56.305	53.673	48.602	0.357	0.753	40000.0
81	342.168	57.917	55.111	50.603	0.359	0.731	50000.0
82	346.701	57.272	55.398	49.854	0.349	0.742	50000.0
83	343.462	57.977	55.088	50.874	0.36	0.726	60000.0
84	344.72	57.234	54.637	49.178	0.36	0.754	40000.0
85	345.463	57.742	56.144	50.238	0.356	0.735	60000.0
