Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PASWZZ-01A_vs_PASWZZ-10A	224	0.924	103.331	46.13%	13.341	38.416%	0.24093	0.861
PASXNA-01A_vs_PASXNA-11A	496	0.934	180.84	36.46%	23.675	36.18%	0.11	0.836
PASYNF-01A_vs_PASYNF-10A	336	0.956	121.804	36.251%	15.868	29.395%	0.14263	0.925
PASZYE-01A_vs_PASZYE-10A	491	0.96	152.099	30.977%	19.481	27.878%	0.10573	0.917
PATAFT-01A_vs_PATAFT-10A	382	0.928	139.723	36.577%	17.882	37.598%	0.12428	0.774
PATBLF-01A_vs_PATBLF-10A	725	0.974	171.999	23.724%	23.405	22.768%	0.05811	0.946
PATDVL-01A_vs_PATDVL-10A	355	0.937	133.802	37.691%	17.486	35.049%	0.15498	0.86
PATENH-01A_vs_PATENH-11A	661	0.975	166.16	25.138%	22.724	22.222%	0.07002	0.955
PATFXW-01A_vs_PATFXW-10A	482	0.95	163.032	33.824%	22.874	31.145%	0.12242	0.908
PATFZZ-01A_vs_PATFZZ-10A	554	0.933	198.047	35.749%	27.172	36.297%	0.12392	0.841
PATXEE-01A_vs_PATXEE-10A	483	0.946	176.546	36.552%	23.276	32.551%	0.13564	0.894
PATXKA-01A_vs_PATXKA-10A	442	0.938	151.755	34.334%	20.503	34.558%	0.12943	0.847
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.962	217.944	26.385%	29.836	27.234%	0.06702	0.905
PAUDPV-01A_vs_PAUDPV-11A	286	0.902	131.127	45.849%	17.615	43.234%	0.20014	0.788
PAUEKW-01A_vs_PAUEKW-10A	1267	0.988	217.2	17.143%	30.417	15.861%	0.03066	0.978
PAUFVP-01A_vs_PAUFVP-11A	704	0.966	191.385	27.185%	26.416	25.976%	0.07816	0.93
PAUGYZ-01A_vs_PAUGYZ-10A	435	0.94	155.965	35.854%	22.848	34.064%	0.13559	0.891
PAUHAZ-01A_vs_PAUHAZ-10A	259	0.939	107.974	41.689%	14.022	35.022%	0.17332	0.891
PAUNPA-01A_vs_PAUNPA-11A	761	0.965	217.348	28.561%	30.171	26.406%	0.0851	0.933
PAVCKS-01A_vs_PAVCKS-11A	1098	0.98	220.327	20.066%	29.83	20.014%	0.04144	0.954
PAVITI-01A_vs_PAVITI-10A	717	0.968	188.191	26.247%	25.227	25.039%	0.06862	0.932
PAVYDM-01A_vs_PAVYDM-11A	480	0.926	175.596	36.582%	23.811	38.535%	0.12135	0.801
PAVYKD-01A_vs_PAVYKD-10A	295	0.917	129.351	43.848%	16.949	40.207%	0.18445	0.824
PAWDGA-01A_vs_PAWDGA-11A	792	0.894	300.384	37.927%	51.901	44.899%	0.12866	0.778
PAWFBL-01A_vs_PAWFBL-11A	610	0.961	180.583	29.604%	23.883	27.526%	0.07824	0.919
PAWFWK-01A_vs_PAWFWK-10A	310	0.91	138.469	44.667%	19.681	41.473%	0.20136	0.832
SJBT030128_D1_vs_SJBT030128_G1	158	0.903	89.027	56.346%	13.876	43.236%	0.31193	0.868
SJBT030255_D1_vs_SJBT030255_G1	1136	0.945	340.624	29.985%	48.158	33.696%	0.08995	0.844
SJBT030581_D1_vs_SJBT030581_G1	1075	0.98	272.45	25.344%	37.216	19.84%	0.06036	0.97
SJBT030707_D2_vs_SJBT030707_G1	162	0.922	87.665	54.114%	11.752	38.872%	0.32963	0.886
SJBT030896_D1_vs_SJBT030896_G1	1820	0.964	575.849	31.64%	96.81	26.678%	0.08158	0.951
SJBT030997_D1_vs_SJBT030997_G1	400	0.909	184.142	46.036%	24.818	41.63%	0.18978	0.821
SJBT031235_D1_vs_SJBT031235_G1	37	0.857	36.043	97.414%	6.055	52.504%	0.86261	0.84
SJBT031605_D1_vs_SJBT031605_G1	1368	0.951	365.01	26.682%	53.014	31.41%	0.06827	0.844
SJBT031948_D2_vs_SJBT031948_G1	5707	0.994	610.93	10.705%	108.338	10.882%	0.01048	0.991
SJBT032047_D1_vs_SJBT032047_G1	7	0.31	12.559	179.414%	2.516	95.096%	2.65445	0.162
SJBT032346_D1_vs_SJBT032346_G1	662	0.975	199.462	30.13%	27.212	22.492%	0.09193	0.963
SJBT032393_D1_vs_SJBT032393_G1	991	0.984	227.042	22.91%	31.655	17.563%	0.06164	0.977
SJBT032417_D2_vs_SJBT032417_G1	95	0.893	70.869	74.599%	10.782	45.042%	0.54981	0.87
SJBT033133_D3_vs_SJBT033133_G1	9	0.451	14.928	165.867%	3.24	89.861%	2.06308	0.401
SJBT033236_D2_vs_SJBT033236_G1	57	0.827	52.639	92.349%	7.402	56.276%	0.78537	0.779
SJBT034089_D1_vs_SJBT034089_G1	46	0.906	36.622	79.613%	5.696	43.181%	0.76972	0.892
SJBT034110_D2_vs_SJBT034110_G1	119	0.855	78.717	66.149%	10.131	52.177%	0.45457	0.75
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.954	326.47	27.903%	48.122	30.228%	0.07443	0.892
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.947	170.147	30.602%	24.448	32.152%	0.09383	0.876
SJMRT063832_X1_vs_SJMRT063832_G1	17564	0.997	1223.975	6.969%	168.149	7.741%	0.0035	0.991
