NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
36	270.441	50.35	40.092	42.316	0.298	0.808	90000.0
37	271.147	49.816	40.712	42.389	0.295	0.806	60000.0
38	271.201	48.648	39.424	40.753	0.286	0.822	60000.0
39	268.838	49.35	39.248	41.496	0.291	0.818	50000.0
40	273.678	49.226	40.157	41.852	0.286	0.811	100000.0
41	270.26	50.595	40.304	42.672	0.311	0.802	70000.0
42	266.928	50.071	39.669	42.293	0.302	0.804	50000.0
43	272.589	49.335	40.038	41.461	0.295	0.817	90000.0
44	271.062	48.193	39.713	40.724	0.281	0.821	80000.0
45	269.919	48.704	39.247	40.659	0.292	0.823	170000.0
46	272.2	48.566	40.315	41.389	0.287	0.815	60000.0
47	269.719	48.736	39.705	41.269	0.288	0.817	80000.0
48	266.507	49.907	40.071	42.535	0.307	0.802	20000.0
49	268.454	48.377	39.005	40.751	0.283	0.821	60000.0
50	268.484	48.302	39.526	40.8	0.279	0.826	50000.0
51	271.051	49.67	39.943	41.492	0.294	0.819	30000.0
52	269.396	47.982	39.528	40.878	0.277	0.82	50000.0
53	270.87	48.873	39.833	40.908	0.286	0.824	100000.0
54	272.652	48.883	40.129	41.071	0.292	0.819	110000.0
55	270.913	48.91	40.092	41.324	0.291	0.817	130000.0
56	270.816	48.779	39.759	41.454	0.285	0.816	60000.0
57	272.265	48.664	40.102	40.944	0.284	0.826	30000.0
58	273.282	48.833	39.886	40.959	0.284	0.821	70000.0
59	271.368	49.946	40.637	42.583	0.299	0.803	70000.0
60	275.962	49.272	40.123	41.603	0.287	0.814	60000.0
61	272.235	48.439	40.033	41.085	0.279	0.82	50000.0
62	272.358	48.904	40.112	41.233	0.285	0.82	80000.0
63	271.252	48.508	39.612	40.821	0.281	0.824	40000.0
64	274.031	49.372	39.839	41.275	0.296	0.817	140000.0
65	268.24	49.316	38.875	41.174	0.288	0.819	30000.0
66	271.548	48.276	39.599	40.641	0.274	0.825	250000.0
67	269.258	48.964	39.404	40.945	0.283	0.825	70000.0
68	272.082	48.661	39.855	40.998	0.279	0.821	80000.0
69	266.06	50.036	39.877	42.26	0.3	0.808	100000.0
70	272.781	51.042	40.735	43.019	0.308	0.799	120000.0
71	271.167	48.399	39.699	41.108	0.282	0.819	40000.0
72	272.355	49.681	39.687	41.755	0.289	0.815	40000.0
73	271.756	50.001	39.72	41.93	0.303	0.812	100000.0
74	270.703	48.197	39.82	40.555	0.278	0.829	40000.0
75	274.447	48.775	39.774	40.893	0.288	0.819	60000.0
76	273.67	48.941	40.172	41.33	0.289	0.817	40000.0
77	268.93	49.015	39.548	41.385	0.282	0.822	50000.0
78	270.989	50.334	39.98	42.605	0.301	0.801	50000.0
79	271.309	50.346	40.212	42.675	0.296	0.803	100000.0
80	270.694	48.463	39.667	41.076	0.291	0.82	80000.0
81	269.464	50.373	40.266	42.746	0.303	0.801	90000.0
82	271.426	50.216	40.049	42.353	0.296	0.807	40000.0
83	268.603	48.331	39.369	41.001	0.276	0.82	180000.0
84	267.247	50.079	40.15	42.225	0.303	0.807	60000.0
85	273.229	49.044	40.231	41.498	0.284	0.815	200000.0
86	272.328	48.521	39.692	40.816	0.282	0.822	50000.0
87	269.673	50.076	40.082	42.35	0.304	0.804	100000.0
88	272.089	48.894	40.114	41.458	0.293	0.815	100000.0
89	269.304	48.943	39.602	41.508	0.286	0.814	50000.0
90	270.626	48.526	39.931	41.093	0.282	0.819	40000.0
91	273.3	49.002	40.332	41.392	0.283	0.819	110000.0
92	272.327	48.613	39.472	40.653	0.291	0.823	50000.0
93	273.982	48.643	40.032	41.25	0.282	0.819	40000.0
94	271.693	48.214	39.65	40.511	0.282	0.822	30000.0
95	270.017	49.822	40.29	42.493	0.295	0.805	90000.0
96	274.723	49.011	40.229	41.371	0.284	0.815	50000.0
97	273.73	48.986	40.447	41.463	0.288	0.813	110000.0
98	274.728	48.924	40.085	41.403	0.286	0.821	50000.0
99	274.07	48.908	39.946	41.266	0.282	0.818	90000.0
100	263.783	49.659	39.229	42.162	0.29	0.807	60000.0
