NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	269.045	48.365	39.203	40.555	0.287	0.823	70000.0
2	268.918	48.908	38.952	41.069	0.29	0.82	80000.0
3	273.378	48.636	40.329	41.167	0.288	0.82	40000.0
4	274.095	49.846	40.46	42.309	0.291	0.808	50000.0
5	268.509	48.811	39.057	41.096	0.281	0.819	130000.0
6	272.636	49.915	40.416	42.352	0.293	0.809	120000.0
7	270.513	48.362	39.372	40.587	0.28	0.823	50000.0
8	270.916	49.726	40.421	42.058	0.288	0.813	60000.0
9	274.241	49.575	40.081	41.928	0.292	0.81	50000.0
10	271.277	50.413	40.582	42.84	0.306	0.803	100000.0
11	272.565	49.946	40.188	42.234	0.297	0.811	90000.0
12	272.569	49.844	39.871	42.323	0.297	0.805	90000.0
13	273.493	50.961	40.773	43.401	0.307	0.797	60000.0
14	273.867	48.745	40.012	41.401	0.28	0.816	40000.0
15	270.984	48.325	39.409	40.738	0.279	0.823	180000.0
16	271.792	48.765	39.542	41.206	0.285	0.816	50000.0
17	272.518	48.283	39.997	40.684	0.28	0.824	90000.0
18	272.534	50.496	40.646	42.9	0.297	0.799	60000.0
19	274.098	49.401	39.796	41.555	0.29	0.815	60000.0
20	270.321	48.562	39.776	40.822	0.281	0.822	40000.0
21	275.957	49.334	40.304	41.393	0.292	0.818	30000.0
22	271.633	49.874	39.629	41.87	0.291	0.815	30000.0
23	268.617	49.323	39.212	41.327	0.289	0.818	70000.0
24	267.717	50.659	39.62	42.902	0.311	0.796	100000.0
25	265.131	47.956	38.805	40.592	0.279	0.826	120000.0
26	266.05	48.851	39.158	41.237	0.291	0.817	170000.0
27	272.845	49.253	40.014	41.513	0.294	0.813	100000.0
28	269.622	48.158	39.354	40.804	0.28	0.823	130000.0
29	269.094	50.223	40.032	42.725	0.303	0.801	70000.0
30	271.629	49.831	40.931	42.528	0.301	0.808	40000.0
31	271.35	48.142	39.813	40.722	0.276	0.825	40000.0
32	272.194	49.08	39.255	41.35	0.286	0.816	40000.0
33	274.357	49.894	40.361	42.239	0.297	0.81	90000.0
34	272.571	49.045	40.171	41.366	0.286	0.819	60000.0
35	272.376	48.887	39.756	40.973	0.284	0.821	80000.0
