NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	292.797	40.996	42.3	35.674	0.214	0.854	60000.0
2	287.552	40.257	41.663	35.175	0.206	0.86	90000.0
3	295.078	40.611	43.142	35.261	0.213	0.861	50000.0
4	295.077	41.211	42.311	35.107	0.215	0.861	100000.0
5	291.219	40.302	41.49	34.884	0.215	0.859	50000.0
6	291.923	40.95	41.866	35.434	0.217	0.855	60000.0
7	291.699	40.937	42.247	35.285	0.216	0.859	60000.0
8	290.323	40.403	41.521	34.885	0.221	0.859	50000.0
9	291.94	40.383	41.947	34.961	0.206	0.862	60000.0
10	294.646	41.094	42.058	35.268	0.22	0.858	70000.0
11	294.872	40.415	41.932	34.731	0.203	0.869	60000.0
12	292.932	40.757	42.232	35.447	0.21	0.858	60000.0
13	289.322	40.193	41.601	34.803	0.207	0.861	50000.0
14	293.195	40.534	42.591	35.066	0.217	0.861	80000.0
15	289.281	40.122	41.647	34.741	0.206	0.864	60000.0
16	294.885	40.957	42.39	35.509	0.208	0.859	90000.0
17	291.606	40.717	41.788	35.224	0.216	0.858	100000.0
18	290.148	40.502	41.722	35.088	0.208	0.863	70000.0
19	293.712	41.37	42.576	35.608	0.22	0.857	80000.0
20	295.373	40.43	42.359	34.609	0.207	0.865	80000.0
21	291.088	40.819	41.919	35.205	0.213	0.858	60000.0
22	288.902	39.799	41.554	34.326	0.201	0.87	110000.0
23	291.969	40.889	42.012	35.557	0.209	0.857	70000.0
24	296.05	40.794	42.292	35.095	0.209	0.861	70000.0
25	292.771	40.596	42.173	35.387	0.208	0.858	60000.0
26	293.878	41.205	42.37	35.724	0.219	0.853	60000.0
27	293.036	40.392	42.167	34.951	0.207	0.865	40000.0
28	295.312	40.881	42.417	35.178	0.205	0.864	50000.0
29	292.025	40.684	42.104	35.208	0.213	0.858	60000.0
30	289.606	40.276	41.624	34.742	0.204	0.866	90000.0
31	291.405	40.683	42.02	35.242	0.214	0.86	70000.0
32	288.619	40.669	41.345	34.927	0.21	0.862	50000.0
33	289.863	40.552	41.571	35.215	0.205	0.861	70000.0
34	291.519	40.265	42.305	34.973	0.208	0.863	60000.0
35	288.497	40.261	41.494	34.938	0.206	0.862	80000.0
36	295.778	41.0	42.619	35.314	0.216	0.857	120000.0
37	291.64	40.418	42.167	35.043	0.216	0.862	50000.0
38	295.05	41.095	42.656	35.483	0.216	0.855	40000.0
39	291.682	40.343	42.013	34.801	0.204	0.865	80000.0
40	291.164	40.327	41.85	34.762	0.206	0.864	140000.0
41	292.924	40.816	42.337	35.682	0.217	0.855	30000.0
42	296.313	41.208	42.629	35.465	0.215	0.859	60000.0
43	289.877	40.81	41.295	35.07	0.216	0.858	100000.0
44	292.477	40.174	42.296	34.746	0.208	0.864	100000.0
45	291.252	40.706	41.766	35.193	0.209	0.86	50000.0
46	289.211	40.181	41.388	34.678	0.205	0.865	40000.0
47	293.435	41.043	41.628	35.274	0.213	0.858	100000.0
48	294.341	40.598	42.142	35.25	0.213	0.858	70000.0
49	292.623	40.381	42.406	35.191	0.211	0.86	80000.0
50	288.009	40.065	41.68	34.554	0.195	0.869	90000.0
51	294.676	41.554	42.505	36.017	0.221	0.852	100000.0
52	293.15	40.789	42.251	35.293	0.216	0.861	120000.0
53	293.772	41.019	42.415	35.524	0.212	0.86	80000.0
54	293.171	40.406	42.685	35.326	0.202	0.863	80000.0
55	289.749	39.589	41.768	34.307	0.198	0.871	70000.0
56	291.55	40.848	41.698	35.278	0.207	0.859	60000.0
57	292.778	40.451	41.956	34.923	0.207	0.864	40000.0
58	292.415	40.845	41.864	35.162	0.211	0.861	130000.0
59	291.927	40.55	41.939	35.173	0.214	0.86	110000.0
60	295.665	40.466	42.436	35.033	0.203	0.864	70000.0
61	291.465	40.601	42.435	35.205	0.209	0.86	80000.0
62	291.083	40.397	41.733	34.816	0.206	0.861	40000.0
63	293.485	40.71	42.056	35.189	0.205	0.861	40000.0
64	292.918	40.588	42.059	35.007	0.207	0.866	100000.0
65	288.718	40.207	41.534	34.683	0.212	0.864	50000.0
66	289.747	40.409	41.709	34.868	0.206	0.862	90000.0
67	290.298	40.102	41.898	34.91	0.205	0.865	30000.0
68	288.563	40.295	41.494	34.686	0.206	0.865	40000.0
69	294.73	40.955	42.31	35.451	0.218	0.858	130000.0
70	294.522	40.731	42.34	35.269	0.205	0.862	90000.0
71	292.505	40.575	42.082	34.977	0.207	0.864	40000.0
72	290.169	40.915	41.92	35.404	0.224	0.854	70000.0
73	293.262	41.103	42.026	35.407	0.212	0.858	80000.0
74	295.516	41.226	42.364	35.477	0.219	0.854	70000.0
75	295.061	41.28	41.911	35.144	0.218	0.861	80000.0
76	290.846	40.597	41.4	34.81	0.211	0.864	70000.0
77	293.699	41.285	42.163	35.574	0.222	0.854	110000.0
78	288.922	40.394	41.57	34.8	0.209	0.864	40000.0
79	293.258	40.827	42.065	35.328	0.216	0.857	50000.0
80	291.016	40.011	41.84	34.526	0.205	0.866	90000.0
81	290.643	40.67	42.085	35.19	0.209	0.861	70000.0
82	294.48	41.265	42.913	35.77	0.209	0.857	60000.0
83	295.981	40.605	42.346	34.879	0.208	0.865	70000.0
84	290.09	40.233	41.755	34.781	0.203	0.865	50000.0
85	290.203	40.759	41.578	35.062	0.214	0.859	70000.0
86	292.118	40.154	41.743	34.739	0.211	0.863	160000.0
87	289.845	40.417	41.903	35.073	0.209	0.86	70000.0
88	294.284	41.055	42.225	35.561	0.213	0.856	60000.0
89	286.904	40.537	40.983	34.902	0.217	0.86	80000.0
90	291.323	40.616	42.17	35.284	0.207	0.86	70000.0
91	285.107	40.288	41.001	34.774	0.208	0.862	130000.0
92	295.722	40.824	42.671	35.679	0.206	0.856	40000.0
93	290.627	40.109	42.068	34.951	0.207	0.862	70000.0
94	291.115	39.784	41.961	34.492	0.203	0.866	30000.0
95	292.261	40.682	42.075	35.139	0.215	0.858	90000.0
96	288.491	40.33	41.415	34.696	0.206	0.868	50000.0
97	293.139	40.534	42.113	34.854	0.204	0.866	110000.0
98	294.087	41.167	42.127	35.277	0.217	0.858	40000.0
99	291.09	40.569	42.016	35.238	0.208	0.859	60000.0
100	289.685	40.273	41.682	34.759	0.204	0.866	60000.0
