Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
HK_vs_BLOOD	18	0.704	20.622	114.567%	4.144	71.069%	1.37505	0.664
LNMETA_vs_BLOOD	2798	0.985	437.739	15.645%	58.307	17.168%	0.02059	0.949
LN_vs_BLOOD	1878	0.982	318.65	16.968%	50.588	19.101%	0.02771	0.962
OMEN_vs_BLOOD	1525	0.983	269.616	17.68%	35.56	18.54%	0.03218	0.948
PABKLN-01A_vs_PABKLN-11A	810	0.965	200.688	24.776%	29.344	26.318%	0.05916	0.92
PADWRZ-01A_vs_PADWRZ-10A	655	0.966	176.753	26.985%	22.724	25.908%	0.06571	0.916
PADYZI-01A_vs_PADYZI-10A	1367	0.991	201.187	14.717%	53.277	14.138%	0.01782	0.99
PAEHIP-01A_vs_PAEHIP-10A	290	0.953	105.36	36.331%	14.536	30.205%	0.15288	0.924
PAJLWM-01A_vs_PAJLWM-11A	328	0.935	134.554	41.023%	18.047	35.585%	0.17058	0.883
PAJMBW-01A_vs_PAJMBW-10A	589	0.972	174.886	29.692%	23.5	23.684%	0.10122	0.956
PAJMRB-01A_vs_PAJMRB-11A	312	0.939	134.999	43.269%	19.605	34.603%	0.18903	0.91
PAJNER-01A_vs_PAJNER-11A	241	0.924	98.802	40.997%	13.286	38.21%	0.18913	0.841
PAJNFP-01A_vs_PAJNFP-11A	918	0.972	225.824	24.6%	29.321	23.416%	0.0618	0.936
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.964	175.966	29.774%	22.962	26.687%	0.09437	0.929
PAKHTL-01A_vs_PAKHTL-11A	916	0.978	193.421	21.116%	27.944	20.97%	0.05654	0.956
PAKLYZ-01A_vs_PAKLYZ-10A	1306	0.975	286.453	21.934%	41.107	22.056%	0.05062	0.949
PAKTCT-01A_vs_PAKTCT-11A	930	0.979	192.3	20.677%	24.598	20.428%	0.04814	0.943
PARECB-01A_vs_PARECB-11A	297	0.927	117.987	39.726%	15.298	37.401%	0.17061	0.831
PAREWI-01A_vs_PAREWI-11A	530	0.96	151.003	28.491%	20.56	28.072%	0.08417	0.909
PARGRN-01A_vs_PARGRN-10A	553	0.963	151.001	27.306%	20.677	27.111%	0.0827	0.916
PARIRN-01A_vs_PARIRN-10A	705	0.974	180.657	25.625%	24.108	22.748%	0.06289	0.951
PARPFY-01A_vs_PARPFY-11A	624	0.949	183.739	29.445%	26.29	31.654%	0.09164	0.871
PARRCL-01A_vs_PARRCL-11A	509	0.956	154.627	30.379%	20.378	29.373%	0.07951	0.896
PARTKH-01A_vs_PARTKH-10A	538	0.939	181.048	33.652%	24.687	34.494%	0.11021	0.844
PARUGK-01A_vs_PARUGK-10A	355	0.944	127.761	35.989%	17.134	33.366%	0.14508	0.887
PARZBI-01A_vs_PARZBI-11A	587	0.965	163.982	27.936%	21.394	26.233%	0.07231	0.923
PARZRH-01A_vs_PARZRH-10A	961	0.975	217.509	22.634%	30.335	22.203%	0.05159	0.949
PASABD-01A_vs_PASABD-10A	439	0.951	140.551	32.016%	19.314	30.931%	0.10987	0.896
PASADZ-01A_vs_PASADZ-10A	617	0.954	179.253	29.052%	25.308	30.008%	0.08205	0.895
PASCDH-01A_vs_PASCDH-10A	576	0.953	183.362	31.834%	25.123	30.227%	0.08896	0.905
PASDLA-01A_vs_PASDLA-11A	316	0.934	121.326	38.394%	16.319	35.645%	0.15057	0.865
PASGCL-01A_vs_PASGCL-10A	513	0.967	145.853	28.431%	19.465	25.365%	0.09309	0.938
PASRHU-01A_vs_PASRHU-10A	228	0.96	87.674	38.454%	11.829	28.132%	0.20636	0.941
PASVDP-01A_vs_PASVDP-10A	419	0.947	132.954	31.731%	18.774	32.126%	0.11183	0.882
PASWZZ-01A_vs_PASWZZ-10A	288	0.94	111.161	38.598%	14.667	34.045%	0.16976	0.885
PASXNA-01A_vs_PASXNA-11A	510	0.943	170.38	33.408%	22.356	33.573%	0.10035	0.85
PASYNF-01A_vs_PASYNF-10A	336	0.955	123.009	36.61%	16.021	29.679%	0.14664	0.923
PASZYE-01A_vs_PASZYE-10A	491	0.961	150.159	30.582%	19.265	27.569%	0.10358	0.918
PATAFT-01A_vs_PATAFT-10A	518	0.943	160.711	31.025%	20.921	33.823%	0.0826	0.788
PATBLF-01A_vs_PATBLF-10A	725	0.975	169.001	23.31%	22.912	22.289%	0.0568	0.948
PATDVL-01A_vs_PATDVL-10A	373	0.934	144.073	38.625%	18.706	35.782%	0.15851	0.855
PATENH-01A_vs_PATENH-11A	725	0.981	170.471	23.513%	21.336	19.388%	0.05938	0.965
PATFXW-01A_vs_PATFXW-10A	584	0.97	162.811	27.879%	20.953	24.427%	0.08307	0.941
PATFZZ-01A_vs_PATFZZ-10A	677	0.954	209.072	30.882%	26.942	29.967%	0.08627	0.884
PATXEE-01A_vs_PATXEE-10A	843	0.964	240.196	28.493%	32.018	26.579%	0.08988	0.926
PATXKA-01A_vs_PATXKA-10A	442	0.94	150.648	34.083%	20.304	34.222%	0.12917	0.85
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.968	202.831	24.556%	27.593	25.187%	0.0572	0.919
PAUDPV-01A_vs_PAUDPV-11A	286	0.924	116.287	40.66%	15.572	38.22%	0.17182	0.837
PAUEKW-01A_vs_PAUEKW-10A	1305	0.989	208.499	15.977%	29.503	14.83%	0.02831	0.98
PAUFVP-01A_vs_PAUFVP-11A	767	0.969	199.034	25.95%	26.713	24.657%	0.06523	0.935
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.962	164.426	30.907%	21.706	27.439%	0.09178	0.927
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.949	122.788	34.394%	16.897	31.791%	0.13199	0.902
PAUNPA-01A_vs_PAUNPA-11A	761	0.971	196.725	25.851%	27.37	23.954%	0.07632	0.945
PAVCKS-01A_vs_PAVCKS-11A	1146	0.982	211.549	18.46%	28.947	18.677%	0.03534	0.959
PAVITI-01A_vs_PAVITI-10A	717	0.97	186.906	26.068%	24.423	24.241%	0.06646	0.937
PAVYDM-01A_vs_PAVYDM-11A	480	0.944	150.507	31.356%	20.473	33.133%	0.0954	0.843
PAVYKD-01A_vs_PAVYKD-10A	333	0.934	131.983	39.635%	16.805	35.837%	0.15448	0.854
PAWDGA-01A_vs_PAWDGA-11A	792	0.941	258.564	32.647%	39.478	34.152%	0.09626	0.881
PAWFBL-01A_vs_PAWFBL-11A	645	0.965	177.814	27.568%	23.908	26.109%	0.06729	0.927
PAWFWK-01A_vs_PAWFWK-10A	408	0.937	152.568	37.394%	21.473	35.0%	0.13924	0.88
SJBT030128_D1_vs_SJBT030128_G1	220	0.957	80.477	36.58%	11.623	28.967%	0.15071	0.937
SJBT030255_D1_vs_SJBT030255_G1	1249	0.966	292.671	23.432%	40.563	26.202%	0.05799	0.893
SJBT030581_D1_vs_SJBT030581_G1	1089	0.986	242.98	22.312%	32.186	17.053%	0.04977	0.978
SJBT030707_D2_vs_SJBT030707_G1	162	0.93	81.984	50.607%	11.112	36.755%	0.31977	0.899
SJBT030896_D1_vs_SJBT030896_G1	1820	0.968	575.19	31.604%	91.645	25.255%	0.08927	0.956
SJBT030997_D1_vs_SJBT030997_G1	507	0.936	187.266	36.936%	25.907	35.226%	0.11991	0.868
SJBT031235_D1_vs_SJBT031235_G1	158	0.966	69.049	43.702%	8.954	26.0%	0.24103	0.956
SJBT031605_D1_vs_SJBT031605_G1	3642	0.975	709.926	19.493%	99.453	22.451%	0.03006	0.912
SJBT031948_D2_vs_SJBT031948_G1	7146	0.994	716.704	10.029%	125.854	10.547%	0.00872	0.991
SJBT032047_D1_vs_SJBT032047_G1	7	0.344	12.2	174.286%	2.485	93.924%	2.64408	0.224
SJBT032346_D1_vs_SJBT032346_G1	692	0.982	168.364	24.33%	23.413	18.796%	0.0608	0.974
SJBT032393_D1_vs_SJBT032393_G1	2385	0.995	319.586	13.4%	45.588	10.434%	0.02109	0.992
SJBT032417_D2_vs_SJBT032417_G1	343	0.946	127.588	37.198%	17.052	32.44%	0.15542	0.901
SJBT033133_D3_vs_SJBT033133_G1	9	0.524	14.396	159.956%	3.114	86.367%	1.98444	0.492
SJBT033236_D2_vs_SJBT033236_G1	95	0.933	54.702	57.581%	7.654	36.121%	0.43031	0.914
SJBT034089_D1_vs_SJBT034089_G1	81	0.938	47.732	58.928%	7.556	34.89%	0.40611	0.927
SJBT034110_D2_vs_SJBT034110_G1	237	0.935	102.041	43.055%	12.884	35.449%	0.21151	0.881
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.971	316.643	22.78%	44.89	24.113%	0.05184	0.929
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.97	221.625	22.919%	30.893	24.229%	0.04968	0.924
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.999	773.13	4.399%	105.493	4.853%	0.00151	0.996
