Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
AX4912_vs_AX4894	1912	0.977	380.127	19.881%	54.969	21.181%	0.03281	0.947
AX4914_vs_AX4895	956	0.972	221.611	23.181%	30.701	23.389%	0.05142	0.937
AX4915_vs_AX4895	3472	0.969	658.779	18.974%	108.851	24.841%	0.03196	0.908
AX4916_vs_AX4896	533	0.958	167.666	31.457%	24.313	28.623%	0.10351	0.929
AX4918_vs_AX4897	2626	0.986	431.822	16.444%	58.181	16.92%	0.02264	0.963
AX4921_vs_AX4898	1234	0.982	241.499	19.57%	33.211	19.127%	0.03639	0.962
AX4922_vs_AX4899	4398	0.988	629.304	14.309%	114.381	15.354%	0.01831	0.981
AX4923_vs_AX4906	2859	0.976	557.304	19.493%	76.919	21.72%	0.03346	0.928
AX4924_vs_AX4901	209	0.959	89.814	42.973%	15.153	28.796%	0.22376	0.951
AX4925_vs_AX4901	863	0.976	190.12	22.03%	25.161	21.817%	0.05957	0.943
AX4926_vs_AX4904	181	0.965	86.876	47.998%	15.987	29.57%	0.26718	0.963
AX4927_vs_AX4905	1745	0.987	280.379	16.068%	36.526	15.779%	0.02433	0.969
AX4928_vs_AQ5174	1675	0.965	389.753	23.269%	54.585	26.088%	0.04963	0.892
AX4929_vs_AQ5174	258	0.98	81.677	31.658%	12.386	19.859%	0.13474	0.976
AX4930_vs_AX4900	1106	0.983	214.37	19.382%	31.268	18.554%	0.04519	0.968
AX4931_vs_AX4907	268	0.924	121.629	45.384%	17.44	38.388%	0.21021	0.878
AX4932_vs_AX4908	851	0.977	208.019	24.444%	29.452	21.38%	0.05124	0.961
AX4933_vs_AX4909	1146	0.922	424.134	37.01%	57.092	38.7%	0.13768	0.773
AX4934_vs_AX4909	531	0.957	176.221	33.187%	22.908	28.984%	0.10416	0.918
AX4935_vs_AX4910	2613	0.977	552.945	21.161%	102.056	21.618%	0.04668	0.966
AX4936_vs_AX4911	685	0.969	182.2	26.599%	23.548	24.837%	0.07044	0.93
AX4937_vs_AX4894	1783	0.974	378.847	21.248%	54.17	22.517%	0.03782	0.939
AX4938_vs_AX4896	251	0.931	101.413	40.404%	13.839	36.635%	0.18033	0.868
AX4940_vs_AX4904	1000	0.953	273.2	27.32%	37.324	30.465%	0.06428	0.836
AX4942_vs_AX4898	2118	0.976	418.709	19.769%	60.668	21.707%	0.03529	0.94
AX4943_vs_AX4898	2216	0.981	405.63	18.305%	57.656	19.657%	0.03088	0.952
AX4944_vs_AX4897	2774	0.988	394.422	14.219%	57.326	15.706%	0.01977	0.969
AX4945_vs_AX4898	831	0.977	192.4	23.153%	25.277	21.387%	0.05013	0.952
AX4946_vs_AX4895	4856	0.995	427.046	8.794%	66.614	9.8%	0.00706	0.99
AX4947_vs_AX4895	4663	0.994	413.833	8.875%	70.342	10.867%	0.00626	0.987
AX4951_vs_AX4903	832	0.978	223.86	26.906%	29.968	20.992%	0.08159	0.966
AX4958_vs_AQ5174	3245	0.989	432.034	13.314%	60.395	14.836%	0.0154	0.967
AX4961_vs_AQ5174	3235	0.99	412.2	12.742%	57.186	14.253%	0.0172	0.97
DIAF_vs_BLOOD	2309	0.983	384.089	16.634%	52.112	18.277%	0.02446	0.946
HK_vs_BLOOD	18	0.712	20.231	112.394%	4.112	70.52%	1.3777	0.674
LNMETA_vs_BLOOD	2798	0.983	451.727	16.145%	62.263	18.333%	0.02271	0.941
LN_vs_BLOOD	1878	0.982	314.926	16.769%	50.959	19.241%	0.02762	0.962
OMEN_vs_BLOOD	1525	0.983	270.271	17.723%	35.485	18.501%	0.03235	0.949
PABKLN-01A_vs_PABKLN-11A	810	0.96	211.238	26.079%	31.403	28.164%	0.06381	0.908
PADWRZ-01A_vs_PADWRZ-10A	655	0.961	188.686	28.807%	24.322	27.73%	0.07372	0.904
PADYZI-01A_vs_PADYZI-10A	1367	0.991	225.92	16.527%	56.594	15.019%	0.02112	0.99
PAEHIP-01A_vs_PAEHIP-10A	290	0.954	104.868	36.161%	14.426	29.976%	0.15256	0.925
PAJLWM-01A_vs_PAJLWM-11A	328	0.934	133.827	40.801%	18.119	35.727%	0.17148	0.881
PAJMBW-01A_vs_PAJMBW-10A	589	0.971	177.724	30.174%	23.78	23.966%	0.10268	0.954
PAJMRB-01A_vs_PAJMRB-11A	312	0.939	134.192	43.01%	19.616	34.622%	0.18772	0.909
PAJNER-01A_vs_PAJNER-11A	241	0.92	101.462	42.1%	13.598	39.108%	0.19729	0.833
PAJNFP-01A_vs_PAJNFP-11A	918	0.972	227.494	24.781%	29.365	23.451%	0.06196	0.936
PAJNFZ-01A_vs_PAJNFZ-10A	591	0.962	181.995	30.794%	23.633	27.467%	0.09663	0.924
PAKHTL-01A_vs_PAKHTL-11A	916	0.97	209.418	22.862%	32.196	24.16%	0.06214	0.941
PAKLYZ-01A_vs_PAKLYZ-10A	1306	0.962	350.627	26.847%	51.137	27.438%	0.0642	0.921
PAKTCT-01A_vs_PAKTCT-11A	930	0.978	194.557	20.92%	25.212	20.937%	0.05036	0.94
PARECB-01A_vs_PARECB-11A	297	0.927	118.448	39.881%	15.305	37.418%	0.1702	0.831
PAREWI-01A_vs_PAREWI-11A	530	0.948	165.418	31.211%	23.323	31.845%	0.09654	0.882
PARGRN-01A_vs_PARGRN-10A	553	0.957	159.112	28.773%	22.061	28.925%	0.08942	0.904
PARIRN-01A_vs_PARIRN-10A	705	0.966	195.819	27.776%	27.346	25.804%	0.07266	0.937
PARPFY-01A_vs_PARPFY-11A	624	0.948	186.075	29.82%	26.376	31.758%	0.09101	0.87
PARRCL-01A_vs_PARRCL-11A	509	0.956	155.885	30.626%	20.438	29.46%	0.08	0.896
PARTKH-01A_vs_PARTKH-10A	538	0.937	182.673	33.954%	24.924	34.826%	0.11112	0.84
PARUGK-01A_vs_PARUGK-10A	355	0.94	134.013	37.75%	17.763	34.591%	0.15036	0.878
PARZBI-01A_vs_PARZBI-11A	587	0.964	169.13	28.813%	21.778	26.704%	0.07351	0.92
